Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q00262,STX2_MOUSE,Syntaxin-2,Mus musculus (Mouse),"protein-containing complex ISO, presynaptic membrane IBA, SNARE complex IBA, cytoplasmic vesicle IDA, integral component of membrane IBA, basolateral plasma membrane ISO, plasma membrane ISO, midbody ISO, transport vesicle ISO, cell surface IDA, membrane raft IDA, cell-cell junction IDA, synaptic vesicle IBA, extracellular space ISO, presynaptic active zone membrane IBA, endomembrane system IBA, lamellipodium ISO","GO:0005911, GO:0031201, GO:0030496, GO:0042734, GO:0012505, GO:0005615, GO:0008021, GO:0031410, GO:0048787, GO:0009986, GO:0005886, GO:0032991, GO:0016021, GO:0030133, GO:0030027, GO:0016323, GO:0045121","SNARE binding ISO, calcium-dependent protein binding IPI, structural molecule activity ISO, identical protein binding ISO, SNAP receptor activity IBA","GO:0000149, GO:0042802, GO:0048306, GO:0005198, GO:0005484","intracellular protein transport IBA, cell differentiation IDA, mitotic cytokinesis ISO, cellular response to oxidative stress ISO, cornified envelope assembly ISO, embryo implantation IC, vesicle docking IBA, midbody abscission ISO, exocytosis IBA, digestive tract morphogenesis ISO, synaptic vesicle fusion to presynaptic active zone membrane IBA, vesicle fusion IBA, microvillus assembly ISO, epithelial cell differentiation ISO, acrosome reaction IDA","GO:0006887, GO:0000281, GO:0034599, GO:0030154, GO:1903575, GO:0007340, GO:0030855, GO:0048278, GO:0031629, GO:0007566, GO:0048546, GO:0061952, GO:0006906, GO:0006886, GO:0030033"," Reference proteome,  Transmembrane,  Membrane, Coiled coil, Transmembrane helix"
Q3UZZ6,ST1D1_MOUSE,Sulfotransferase 1 family member D1,Mus musculus (Mouse),cytoplasm IEA,GO:0005737,"sulfotransferase activity IDA, aryl sulfotransferase activity IDA","GO:0008146, GO:0004062","lipid metabolic process IEA, sulfation IDA, sulfate assimilation IDA, catecholamine metabolic process IEA","GO:0006584, GO:0006629, GO:0000103, GO:0051923","Reference proteome,  Catecholamine metabolism, 3D-structure,  Lipid metabolism,  Transferase,  Cytoplasm"
Q6A028,SWP70_MOUSE,Switch-associated protein 70,Mus musculus (Mouse),"lamellipodium IEA, plasma membrane ISO, nucleus IDA, actin cytoskeleton ISO, cytoplasm ISO","GO:0015629, GO:0005737, GO:0005634, GO:0005886, GO:0030027","ATP binding IDA, DNA binding IDA","GO:0005524, GO:0003677","positive regulation of actin filament bundle assembly IMP, regulation of protein localization IMP, somatic cell DNA recombination IDA, negative regulation of cell-cell adhesion mediated by integrin IMP, actin filament bundle assembly IDA, negative regulation of peptidyl-serine dephosphorylation IMP, regulation of actin polymerization or depolymerization IMP, positive regulation of mast cell chemotaxis IMP, negative regulation of actin filament depolymerization IDA, positive regulation of cytosolic calcium ion concentration IMP, isotype switching IDA","GO:0060754, GO:0045190, GO:0016444, GO:0032880, GO:0030835, GO:0051017, GO:0008064, GO:1902309, GO:0007204, GO:0032233, GO:0033633"," Cytoskeleton,  Phosphoprotein,  Nucleus, Reference proteome, Cell membrane,  Cell projection, Direct protein sequencing,  Membrane,  DNA-binding,  Cytoplasm,  Coiled coil"
Q9D2G5,SYNJ2_MOUSE,Synaptojanin-2,Mus musculus (Mouse),"axon terminus ISO, extrinsic component of mitochondrial outer membrane ISO, membrane raft IEA, cytoplasm ISO, perinuclear region of cytoplasm ISO, presynapse ISO, ruffle membrane ISO, cytoplasmic microtubule ISO","GO:0005881, GO:0043679, GO:0005737, GO:0032587, GO:0098793, GO:0031315, GO:0045121, GO:0048471","SH3 domain binding ISO, phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity IDA, RNA binding IEA, phosphatidylinositol monophosphate phosphatase activity ISO, inositol-polyphosphate 5-phosphatase activity ISO","GO:0004439, GO:0004445, GO:0003723, GO:0017124, GO:0052744","inositol phosphate dephosphorylation ISO, intracellular distribution of mitochondria ISO, phosphatidylinositol dephosphorylation ISO, brain development IBA, synaptic vesicle endocytosis IBA","GO:0046856, GO:0048488, GO:0046855, GO:0048312, GO:0007420","Cytoplasm,  Cytoskeleton,  Phosphoprotein, Reference proteome,  Synapse,  Cell junction,  Cell projection,  Cell membrane, Alternative splicing,  Membrane,  Hydrolase,  RNA-binding"
P46097,SYT2_MOUSE,Synaptotagmin-2 {ECO:0000305},Mus musculus (Mouse),"dense core granule IBA, plasma membrane IDA, synaptic vesicle membrane IBA, neuromuscular junction IDA, chromaffin granule membrane IEA, integral component of synaptic vesicle membrane ISO, exocytic vesicle IBA, axon IDA","GO:0030672, GO:0042584, GO:0030424, GO:0031045, GO:0030285, GO:0070382, GO:0005886, GO:0031594","inositol 1,3,4,5 tetrakisphosphate binding IDA, calcium ion binding IDA, calcium-dependent phospholipid binding IDA, clathrin binding IBA, syntaxin binding ISO, phosphatidylserine binding IDA, SNARE binding IBA","GO:0019905, GO:0000149, GO:0005544, GO:0001786, GO:0005509, GO:0043533, GO:0030276","regulation of dopamine secretion IBA, calcium-ion regulated exocytosis IBA, cellular response to calcium ion IBA, vesicle-mediated transport IBA, calcium ion-regulated exocytosis of neurotransmitter IBA, regulation of calcium ion-dependent exocytosis IBA, calcium-dependent activation of synaptic vesicle fusion IDA, positive regulation of dendrite extension ISO, cell differentiation IEA, synaptic vesicle exocytosis IBA, synaptic vesicle endocytosis IBA","GO:0099502, GO:0071277, GO:0014059, GO:0030154, GO:0048488, GO:0048791, GO:0016079, GO:0017158, GO:0017156, GO:0016192, GO:1903861","Reference proteome,  Glycoprotein,  Phosphoprotein,  Synapse,  Transmembrane helix,  Cell junction,  Calcium,  Transmembrane, Differentiation, 3D-structure,  Membrane,  Cytoplasmic vesicle,  Repeat,  Cytoplasm,  Metal-binding"
Q9R0N8,SYT6_MOUSE,Synaptotagmin-6,Mus musculus (Mouse),"glutamatergic synapse IEA, integral component of synaptic membrane IEA, cytosol IDA, integral component of membrane IDA, perinuclear endoplasmic reticulum IDA, synaptic vesicle membrane IEA, exocytic vesicle IBA, extrinsic component of membrane IDA, plasma membrane IDA","GO:0097038, GO:0030672, GO:0098978, GO:0005829, GO:0070382, GO:0099699, GO:0005886, GO:0019898, GO:0016021","protein heterodimerization activity IPI, calcium-dependent protein binding IPI, calcium-dependent phospholipid binding IDA, syntaxin binding ISO, calcium ion binding IBA, protein homodimerization activity IDA, clathrin binding ISO, identical protein binding IPI, phosphatidylserine binding IDA, SNARE binding IBA","GO:0019905, GO:0000149, GO:0005544, GO:0046982, GO:0042802, GO:0048306, GO:0042803, GO:0001786, GO:0005509, GO:0030276","regulation of dopamine secretion IBA, calcium-ion regulated exocytosis IBA, acrosomal vesicle exocytosis ISO, cellular response to calcium ion IBA, vesicle-mediated transport IBA, calcium ion-regulated exocytosis of neurotransmitter IBA, regulation of calcium ion-dependent exocytosis IBA, presynaptic dense core vesicle exocytosis IEA, acrosome reaction IDA","GO:0071277, GO:0014059, GO:0007340, GO:0099525, GO:0048791, GO:0060478, GO:0017158, GO:0017156, GO:0016192"," Disulfide bond, Transmembrane helix,  Reference proteome,  Synapse,  Cell junction,  Calcium,  Transmembrane,  Cell membrane, Cytoplasmic vesicle, Alternative splicing,  Membrane, Phosphoprotein,  Repeat,  Cytoplasm,  Metal-binding"
Q60949,TBCD1_MOUSE,TBC1 domain family member 1,Mus musculus (Mouse),"cytosol TAS, nucleus IEA","GO:0005829, GO:0005634","GTPase activator activity IBA, Rab GTPase binding IBA","GO:0005096, GO:0017137","intracellular protein transport IBA, regulation of protein localization ISO, activation of GTPase activity IBA","GO:0090630, GO:0032880, GO:0006886","Reference proteome,  Phosphoprotein,  Nucleus,  GTPase activation, Alternative splicing"
Q9WTS6,FT,Teneurin-3 {ECO:0000303|PubMed:29414938},Mus musculus (Mouse),"integral component of plasma membrane IDA, neuron projection IBA, axon IEA, membrane IDA","GO:0030424, GO:0005887, GO:0043005, GO:0016020","identical protein binding IPI, cell adhesion molecule binding IBA, protein homodimerization activity IDA, protein heterodimerization activity IDA","GO:0042802, GO:0046982, GO:0050839, GO:0042803","neuron development IBA, camera-type eye morphogenesis ISO, signal transduction IEA, homophilic cell adhesion via plasma membrane adhesion molecules IDA, regulation of homophilic cell adhesion IDA, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules IBA, positive regulation of neuron projection development IDA","GO:0007157, GO:0007156, GO:1903385, GO:0010976, GO:0048666, GO:0007165, GO:0048593"," Disulfide bond,  Reference proteome, Cell projection,  Alternative splicing,  Cell adhesion,  Differentiation,  Transmembrane,  Cell membrane,  EGF-like domain, 3D-structure, Glycoprotein,  Membrane,  Repeat, Transmembrane helix"
O35144,TERF2_MOUSE,Telomeric repeat-binding factor 2,Mus musculus (Mouse),"nuclear chromosome, telomeric region IDA, nucleus ISO, male germ cell nucleus IDA, nuclear body ISO, nuclear telomere cap complex ISO, shelterin complex ISO, axon cytoplasm IEA, nucleoplasm ISO, chromosome, telomeric region ISS","GO:0070187, GO:1904115, GO:0000781, GO:0005634, GO:0000783, GO:0016604, GO:0005654, GO:0001673, GO:0000784","protein-containing complex binding IPI, enzyme binding ISO, telomeric DNA binding IDA, double-stranded telomeric DNA binding IMP, protein C-terminus binding ISO, protein homodimerization activity IPI, G-rich strand telomeric DNA binding ISO","GO:0098505, GO:0019899, GO:0003691, GO:0044877, GO:0042803, GO:0008022, GO:0042162","negative regulation of telomere maintenance ISO, regulation of telomere maintenance via telomerase ISO, telomere capping ISO, regulation of telomere maintenance ISO, negative regulation of telomere maintenance via telomerase ISO, negative regulation of cellular senescence ISO, telomeric D-loop disassembly ISO, protection from non-homologous end joining at telomere IDA, RNA-dependent DNA biosynthetic process IEA, negative regulation of beta-galactosidase activity ISO, protein localization to chromosome, telomeric region ISO, negative regulation of telomeric D-loop disassembly ISO, negative regulation of t-circle formation ISO, negative regulation of gene expression ISO, negative regulation of telomere capping ISO, telomeric loop formation IMP, negative regulation of telomere maintenance via recombination IMP, in utero embryonic development IMP, telomere maintenance IMP, cell cycle IEA, positive regulation of telomere maintenance IDA, anterograde axonal transport IMP, negative regulation of telomere maintenance via telomere lengthening ISO, positive regulation of gene expression ISO, positive regulation of nitric-oxide synthase activity ISO, negative regulation of exonuclease activity ISO","GO:0010628, GO:0032211, GO:0070198, GO:0016233, GO:0001701, GO:1903770, GO:1905839, GO:1904354, GO:1904430, GO:1904357, GO:0000723, GO:0032208, GO:0051000, GO:0007049, GO:0031848, GO:0031627, GO:0010629, GO:0008089, GO:0006278, GO:2000773, GO:0032206, GO:0032204, GO:0061820, GO:0032205, GO:0032210, GO:1905778"," Isopeptide bond,  Nucleus,  Phosphoprotein,  Reference proteome,  Telomere,  Cell cycle, Ubl conjugation, Methylation,  Chromosome, Alternative splicing,  DNA-binding"
Q80ZW2,THEM6_MOUSE,Protein THEM6,Mus musculus (Mouse),extracellular region IEA,GO:0005576,,,,," Phosphoprotein,  Reference proteome,  Secreted, Glycoprotein,  Signal"
Q8R3N6,THOC1_MOUSE,THO complex subunit 1,Mus musculus (Mouse),"nucleus ISO, nuclear speck ISO, THO complex ISO, THO complex part of transcription export complex ISO, nuclear chromosome, telomeric region IEA, nuclear matrix IEA, cytoplasm ISO, transcription export complex ISO","GO:0000445, GO:0005737, GO:0005634, GO:0000346, GO:0016607, GO:0000347, GO:0000784, GO:0016363","RNA binding IEA, DNA binding IEA","GO:0003723, GO:0003677","RNA splicing IEA, negative regulation of isotype switching to IgA isotypes IMP, viral mRNA export from host cell nucleus ISO, regulation of DNA recombination ISS, regulation of DNA-templated transcription, elongation ISO, positive regulation of DNA-templated transcription, elongation ISS, signal transduction IEA, negative regulation of DNA damage checkpoint ISS, mRNA export from nucleus ISS, mRNA processing IEA, apoptotic process ISO, replication fork processing ISS","GO:0032784, GO:0000018, GO:0006406, GO:2000002, GO:0006915, GO:0048297, GO:0031297, GO:0046784, GO:0007165, GO:0032786, GO:0008380, GO:0006397","Reference proteome,  Isopeptide bond,  Nucleus, Acetylation,  Phosphoprotein,  Transcription,  mRNA splicing,  mRNA transport,  Ubl conjugation,  Apoptosis, mRNA processing, Transport,  RNA-binding,  Transcription regulation,  DNA-binding,  Cytoplasm"
B1AZI6,THOC2_MOUSE,THO complex subunit 2,Mus musculus (Mouse),"THO complex ISO, THO complex part of transcription export complex ISO, nucleus IDA, nuclear speck IEA, nuclear chromosome, telomeric region IEA, transcription export complex ISO","GO:0000445, GO:0000346, GO:0005634, GO:0016607, GO:0000347, GO:0000784",mRNA binding IMP,GO:0003729,"RNA splicing IEA, neuron development ISS, viral mRNA export from host cell nucleus ISO, poly(A)+ mRNA export from nucleus ISO, regulation of gene expression IMP, regulation of mRNA export from nucleus IMP, cell morphogenesis IMP, negative regulation of neuron projection development ISO, mRNA export from nucleus ISO, stem cell division IMP, mRNA processing IEA, generation of neurons ISS, blastocyst development IMP","GO:0000902, GO:0001824, GO:0006406, GO:0010977, GO:0017145, GO:0010468, GO:0010793, GO:0046784, GO:0048699, GO:0016973, GO:0048666, GO:0008380, GO:0006397"," Nucleus,  Reference proteome,  Transport,  mRNA splicing,  mRNA transport,  RNA-binding, Phosphoprotein, Coiled coil,  mRNA processing"
Q6ZPF3,FT,T-lymphoma invasion and metastasis-inducing protein 2 {ECO:0000305},Mus musculus (Mouse),"lamellipodium IEA, perikaryon IEA, synapse IBA, membrane IDA, filopodium IEA, cytoplasm IDA, growth cone IEA","GO:0005737, GO:0030027, GO:0045202, GO:0016020, GO:0030426, GO:0030175, GO:0043204","guanyl-nucleotide exchange factor activity IDA, Rac guanyl-nucleotide exchange factor activity IBA, GTPase activator activity IDA","GO:0030676, GO:0005096, GO:0005085","small GTPase mediated signal transduction IBA, positive regulation of axonogenesis IBA, activation of GTPase activity IBA","GO:0090630, GO:0007264, GO:0050772","Cytoplasm,  Guanine-nucleotide releasing factor,  Reference proteome,  Myristate,  Alternative splicing,  Cell projection, 3D-structure, Phosphoprotein,  Repeat,  Lipoprotein,  Coiled coil"
A2A8U2,TM201_MOUSE,Transmembrane protein 201,Mus musculus (Mouse),"nuclear envelope ISO, integral component of nuclear inner membrane ISO, nuclear membrane IDA","GO:0005635, GO:0031965, GO:0005639","lamin binding IDA, actin filament binding IDA","GO:0051015, GO:0005521","nuclear migration IMP, centrosome localization ISO, nuclear envelope organization ISO, protein localization to nuclear envelope ISO, nuclear migration along microtubule IBA, fibroblast migration IMP","GO:0051642, GO:0090435, GO:0030473, GO:0006998, GO:0010761, GO:0007097","Reference proteome,  Phosphoprotein,  Nucleus, Acetylation,  Transmembrane helix,  Alternative splicing,  Transmembrane,  Membrane"
Q9CYZ2,TPD54_MOUSE,Tumor protein D54,Mus musculus (Mouse),"cytoplasm ISS, perinuclear region of cytoplasm ISS","GO:0005737, GO:0048471",protein homodimerization activity ISO,GO:0042803,,," Phosphoprotein,  Reference proteome, Acetylation,  Coiled coil"
Q60803,TRAF3_MOUSE,TNF receptor-associated factor 3,Mus musculus (Mouse),"endosome IEA, cytoplasmic side of plasma membrane IDA, CD40 receptor complex IDA","GO:0035631, GO:0005768, GO:0009898","ubiquitin protein ligase binding ISO, protein phosphatase binding ISO, zinc ion binding IEA, identical protein binding ISO, protein kinase binding IPI, tumor necrosis factor receptor binding ISO, ubiquitin-protein transferase activity IBA, thioesterase binding ISO","GO:0008270, GO:0031625, GO:0042802, GO:0031996, GO:0005164, GO:0019901, GO:0004842, GO:0019903","tumor necrosis factor-mediated signaling pathway IMP, regulation of cytokine production IMP, regulation of defense response to virus IMP, regulation of interferon-beta production IMP, toll-like receptor signaling pathway IMP, protein K63-linked ubiquitination IBA, innate immune response IEA, negative regulation of NF-kappaB transcription factor activity IMP, apoptotic process IEA, regulation of apoptotic process IEA, regulation of I-kappaB kinase/NF-kappaB signaling IBA, positive regulation of JNK cascade IBA, regulation of proteolysis IDA, Toll signaling pathway IEA","GO:0070534, GO:0032648, GO:0008063, GO:0043122, GO:0030162, GO:0050688, GO:0045087, GO:0046330, GO:0006915, GO:0002224, GO:0033209, GO:0042981, GO:0001817, GO:0032088"," Reference proteome,  Immunity,  Zinc,  Endosome,  Ubl conjugation pathway,  Apoptosis, Ubl conjugation,  Zinc-finger, 3D-structure, Isopeptide bond,  Transferase,  Repeat,  Metal-binding,  Cytoplasm,  Coiled coil"
Q8BGX0,TRI23_MOUSE,E3 ubiquitin-protein ligase TRIM23,Mus musculus (Mouse),"lysosomal membrane ISS, nucleus IDA, plasma membrane IBA, Golgi membrane ISS, cytoplasm IDA","GO:0005737, GO:0005634, GO:0000139, GO:0005765, GO:0005886","GTPase activity ISS, zinc ion binding IEA, identical protein binding ISO, GDP binding ISS, ubiquitin-protein transferase activity ISS, GTP binding ISS","GO:0008270, GO:0042802, GO:0003924, GO:0019003, GO:0005525, GO:0004842","intracellular protein transport IBA, vesicle-mediated transport IBA, protein ubiquitination ISS, protein ADP-ribosylation ISO","GO:0006471, GO:0016192, GO:0016567, GO:0006886","Lysosome,  Reference proteome,  Zinc,  GTP-binding,  Ubl conjugation pathway,  Zinc-finger,  Golgi apparatus, Alternative splicing,  Membrane,  Nucleotide-binding, Transferase,  Metal-binding,  Cytoplasm,  Coiled coil"
Q8C0S4,TT21A_MOUSE,Tetratricopeptide repeat protein 21A,Mus musculus (Mouse),"intraciliary transport particle A IBA, cilium IEA","GO:0005929, GO:0030991",,,"flagellated sperm motility IMP, intraciliary retrograde transport IBA, spermatid development IMP, protein localization to cilium IBA","GO:0007286, GO:0035721, GO:0030317, GO:0061512"," Reference proteome, Spermatogenesis,  Differentiation, Alternative splicing,  TPR repeat,  Repeat"
A3KMP2,TTC38_MOUSE,Tetratricopeptide repeat protein 38,Mus musculus (Mouse),,,,,,," TPR repeat,  Reference proteome,  Repeat, Alternative splicing"
Q8BYY4,TT39B_MOUSE,Tetratricopeptide repeat protein 39B,Mus musculus (Mouse),,,,,"cholesterol homeostasis IMP, regulation of cholesterol metabolic process IMP, negative regulation of cholesterol storage IMP, lipid metabolic process IEA, regulation of cholesterol efflux IMP","GO:0090181, GO:0006629, GO:0010874, GO:0042632, GO:0010887"," Reference proteome,  Ubl conjugation pathway, TPR repeat,  Lipid metabolism, Alternative splicing,  Repeat"
Q8VE09,TT39C_MOUSE,Tetratricopeptide repeat protein 39C,Mus musculus (Mouse),,,,,"otolith morphogenesis IBA, cilium assembly IBA","GO:0060271, GO:0032474","Reference proteome,  TPR repeat,  Repeat"
Q9D3D0,TTPAL_MOUSE,Alpha-tocopherol transfer protein-like,Mus musculus (Mouse),,,phosphatidylinositol bisphosphate binding IBA,GO:1902936,,," Reference proteome,  Transport, Alternative splicing"
P05214,TBA3_MOUSE,Tubulin alpha-3 chain,Mus musculus (Mouse),"microtubule IDA, cytoplasm IBA, cilium IDA, microtubule cytoskeleton ISO, ciliary basal body IDA","GO:0005737, GO:0015630, GO:0005929, GO:0036064, GO:0005874","GTPase activity IEA, GTP binding IBA, structural constituent of cytoskeleton IBA","GO:0005200, GO:0003924, GO:0005525","microtubule-based process IBA, mitotic cell cycle IBA, microtubule cytoskeleton organization IBA","GO:0007017, GO:0000278, GO:0000226"," Cytoskeleton,  Reference proteome, Acetylation,  Nitration,  Microtubule,  Methylation,  Direct protein sequencing,  Nucleotide-binding, GTP-binding, Phosphoprotein,  Cytoplasm"
Q9JJZ2,TBA8_MOUSE,Tubulin alpha-8 chain,Mus musculus (Mouse),"microtubule ISA, cytoplasm IBA, microtubule cytoskeleton ISO","GO:0005737, GO:0005874, GO:0015630","GTPase activity IEA, GTP binding IBA, structural constituent of cytoskeleton ISA","GO:0005200, GO:0003924, GO:0005525","microtubule-based process IBA, microtubule cytoskeleton organization ISA, mitotic cell cycle IBA","GO:0007017, GO:0000278, GO:0000226","Cytoplasm,  Cytoskeleton, Reference proteome,  GTP-binding,  Microtubule,  Nucleotide-binding"
O70475,UGDH_MOUSE,UDP-glucose 6-dehydrogenase,Mus musculus (Mouse),"nucleoplasm ISO, nucleus IBA, cytosol ISO","GO:0005829, GO:0005654, GO:0005634","UDP-glucose 6-dehydrogenase activity IDA, NAD binding IEA, identical protein binding ISO","GO:0051287, GO:0003979, GO:0042802","gastrulation with mouth forming second IMP, neuron development ISS, glycosaminoglycan biosynthetic process IBA, carbohydrate metabolic process IEA, protein hexamerization ISS, UDP-glucuronate biosynthetic process ISS, heparan sulfate proteoglycan biosynthetic process IMP, chondroitin sulfate biosynthetic process IMP","GO:0006024, GO:0034214, GO:0005975, GO:0006065, GO:0015012, GO:0001702, GO:0048666, GO:0030206"," Phosphoprotein,  Reference proteome, Acetylation,  Carbohydrate metabolism,  Allosteric enzyme, Oxidoreductase,  NAD"
Q8K1S3,FT,Netrin receptor UNC5B,Mus musculus (Mouse),"plasma membrane TAS, membrane raft ISO, cytosol TAS, integral component of membrane IEA","GO:0005829, GO:0005886, GO:0045121, GO:0016021",netrin receptor activity ISO,GO:0005042,"angiogenesis IEA, anterior/posterior axon guidance IMP, positive regulation of phosphatidylinositol 3-kinase signaling ISO, axon guidance ISO, negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ISO, apoptotic process IEA, positive regulation of extrinsic apoptotic signaling pathway in absence of ligand ISO, negative regulation of neuron apoptotic process ISO","GO:2001240, GO:0006915, GO:0001525, GO:0033564, GO:2001241, GO:0014068, GO:0007411, GO:0043524"," Disulfide bond,  Glycoprotein,  Phosphoprotein, Reference proteome,  Transmembrane helix,  Angiogenesis,  Alternative splicing, Lipoprotein,  Palmitate,  Transmembrane,  Apoptosis,  Immunoglobulin domain,  Cell membrane, 3D-structure,  Membrane,  Signal, Developmental protein,  Repeat,  Receptor"
Q60992,VAV2_MOUSE,Guanine nucleotide exchange factor VAV2,Mus musculus (Mouse),"cytoplasm IDA, cytosol TAS, plasma membrane IDA","GO:0005829, GO:0005737, GO:0005886","metal ion binding IEA, epidermal growth factor receptor binding IPI, guanyl-nucleotide exchange factor activity IMP, phosphotyrosine residue binding ISO","GO:0001784, GO:0005085, GO:0046872, GO:0005154","angiogenesis IEA, small GTPase mediated signal transduction IMP, cell migration IGI, lamellipodium assembly IGI, regulation of cell size IEA, cell projection assembly IGI, regulation of GTPase activity ISO, positive regulation of phosphatidylinositol 3-kinase activity IGI","GO:0030032, GO:0030031, GO:0008361, GO:0007264, GO:0016477, GO:0001525, GO:0043087, GO:0043552"," Guanine-nucleotide releasing factor,  Reference proteome,  Zinc,  SH3 domain, Zinc-finger, Angiogenesis,  SH2 domain, Phosphoprotein,  Repeat,  Metal-binding"
Q62468,VILI_MOUSE,Villin-1,Mus musculus (Mouse),"filopodium IDA, cytoplasm IBA, filopodium tip IDA, lamellipodium IDA, plasma membrane ISO, microvillus IDA, brush border IDA, actin cytoskeleton IBA, actin filament bundle ISS, ruffle ISS","GO:0015629, GO:0005903, GO:0001726, GO:0005737, GO:0030027, GO:0032433, GO:0005902, GO:0005886, GO:0032432, GO:0030175","actin filament binding ISS, calcium ion binding ISS, cysteine-type endopeptidase inhibitor activity involved in apoptotic process IMP, phosphatidylinositol-4,5-bisphosphate binding ISS, identical protein binding ISO, lysophosphatidic acid binding ISS, protein homodimerization activity ISS","GO:0043027, GO:0005546, GO:0042802, GO:0035727, GO:0042803, GO:0051015, GO:0005509","cellular response to epidermal growth factor stimulus ISS, positive regulation of actin filament depolymerization ISO, positive regulation of lamellipodium morphogenesis ISO, positive regulation of protein localization to plasma membrane IGI, regulation of actin nucleation ISS, intestinal D-glucose absorption IGI, actin polymerization or depolymerization IBA, actin filament depolymerization ISS, positive regulation of actin filament bundle assembly ISS, epidermal growth factor receptor signaling pathway ISS, epithelial cell differentiation IEA, actin nucleation IEA, actin filament polymerization ISS, cellular response to hepatocyte growth factor stimulus IDA, positive regulation of cell migration ISS, cytoplasmic actin-based contraction involved in cell motility ISO, regulation of wound healing IDA, terminal web assembly IGI, regulation of cell shape ISS, actin filament capping ISS, response to bacterium ISO, barbed-end actin filament capping ISO, actin filament severing ISO, regulation of lamellipodium morphogenesis IDA, regulation of microvillus length IGI, positive regulation of epithelial cell migration ISS, positive regulation of multicellular organism growth IGI","GO:0051693, GO:0001951, GO:0030836, GO:2000394, GO:0071364, GO:0008154, GO:0030335, GO:0030855, GO:0051016, GO:0010634, GO:0040018, GO:0051125, GO:0007173, GO:2000392, GO:1903078, GO:0009617, GO:0051014, GO:0032233, GO:0030041, GO:0060327, GO:0008360, GO:0032532, GO:0030042, GO:0061041, GO:0035729, GO:1902896, GO:0045010","Cytoplasm,  Cytoskeleton,  Phosphoprotein,  Reference proteome, Repeat,  Actin-binding,  Calcium,  Apoptosis,  Cell projection,  Metal-binding, Actin capping"
Q8BND3,WDR35_MOUSE,WD repeat-containing protein 35 {ECO:0000305},Mus musculus (Mouse),"axoneme IDA, cytoplasm ISO, intraciliary transport particle A IDA, centrosome IDA, ciliary basal body IDA","GO:0005930, GO:0005813, GO:0030991, GO:0005737, GO:0036064",,,"cilium assembly IMP, negative regulation of gene expression ISO, cellular response to leukemia inhibitory factor IEP, cellular response to glucose stimulus IEA, intraciliary retrograde transport ISO, response to lipopolysaccharide IEA, positive regulation of cysteine-type endopeptidase activity involved in apoptotic process ISO, protein localization to cilium ISO, cellular response to tumor necrosis factor ISO, intraciliary transport ISO, positive regulation of release of cytochrome c from mitochondria ISO, cellular response to paclitaxel IEA, negative regulation of nitric oxide biosynthetic process ISO, negative regulation of blood vessel diameter ISO, response to toxic substance IEA, positive regulation of apoptotic process ISO, liver regeneration IEA","GO:0045019, GO:0071333, GO:0035721, GO:0097756, GO:0097421, GO:0061512, GO:0060271, GO:0071356, GO:1905705, GO:0090200, GO:0009636, GO:0042073, GO:0043065, GO:0043280, GO:0010629, GO:0032496, GO:1990830"," Cytoskeleton,  Reference proteome,  Cilium, Repeat, Cilium biogenesis/degradation,  WD repeat,  Cell projection, Alternative splicing,  Cytoplasm"
Q8BXJ8,Z385B_MOUSE,Zinc finger protein 385B,Mus musculus (Mouse),nucleus ISS,GO:0005634,"p53 binding ISO, zinc ion binding IEA, nucleic acid binding IEA","GO:0002039, GO:0008270, GO:0003676",intrinsic apoptotic signaling pathway by p53 class mediator ISS,GO:0072332,"Reference proteome,  Nucleus,  Zinc,  Apoptosis,  Zinc-finger, Alternative splicing,  Repeat,  Metal-binding"
Q69Z99,ZN512_MOUSE,Zinc finger protein 512,Mus musculus (Mouse),nucleus IEA,GO:0005634,"metal ion binding IEA, DNA binding IEA","GO:0046872, GO:0003677",,," Isopeptide bond,  Reference proteome,  Nucleus, Repeat,  Transcription,  Zinc,  Ubl conjugation, Zinc-finger,  Transcription regulation, DNA-binding,  Metal-binding"
