Q5NC32,MOT11_MOUSE,Monocarboxylate transporter 11,Mus musculus (Mouse),['Medulla'],"GO:0051179, GO:0008152",GO:0005215,"GO:0016020, GO:0031224"
P31938,MP2K1_MOUSE,Dual specificity mitogen-activated protein kinase kinase 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0008152, GO:0022414, GO:0032501","GO:0003824, GO:0005488, GO:0060090, GO:0098772","GO:0043226, GO:0005737, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q9Z1K3,MPDZ_MOUSE,Multiple PDZ domain protein,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus']","GO:0009987, GO:0022610",GO:0005488,"GO:0043226, GO:0016020, GO:0042995, GO:0030054"
Q924M7,MPI_MOUSE,Mannose-6-phosphate isomerase,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005488",nan
Q6P559,MPRIP_MOUSE,Myosin phosphatase Rho-interacting protein,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179",GO:0005488,"GO:0042641, GO:0043226, GO:0005622, GO:0032432"
Q61830,MRC1_MOUSE,Macrophage mannose receptor 1 (MMR) (CD antigen CD206),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla']","GO:0051179, GO:0009987, GO:0050896","GO:0005488, GO:0060089","GO:0016020, GO:0031224"
Q7TT50,MRCKB_MOUSE,Serine/threonine-protein kinase MRCK beta,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum']","GO:0008152, GO:0065007, GO:0040011, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q3UU96,MRCKA_MOUSE,Serine/threonine-protein kinase MRCK alpha,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0051179, GO:0009987, GO:0040011, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995, GO:0030054"
Q6NVG5,MREG_MOUSE,"Melanoregulin {ECO:0000303|PubMed:17260955, ECO:0000303|PubMed:19240024}",Mus musculus (Mouse),['Medulla'],"GO:0051179, GO:0032502, GO:0009987, GO:0043473",GO:0005488,"GO:0043226, GO:0016020, GO:0031224"
Q91WW4,MRGA2_MOUSE,Mas-related G-protein coupled receptor member A2,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0009987",GO:0060089,"GO:0016020, GO:0031224"
Q3UFY8,TM10C_MOUSE,tRNA methyltransferase 10 homolog C {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0005622, GO:1990904, GO:1902494, GO:0009295"
Q9D6Y7,MSRA_MOUSE,Mitochondrial peptide methionine sulfoxide reductase,Mus musculus (Mouse),"['Medulla', 'Mid_Brain', 'Cerebellum']","GO:0032502, GO:0009987, GO:0050896",GO:0003824,"GO:0043226, GO:0005622"
Q9CQ65,MTAP_MOUSE,S-methyl-5'-thioadenosine phosphorylase {ECO:0000255|HAMAP-Rule:MF_03155},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0005622"
Q8BJS8,MTBP_MOUSE,Mdm2-binding protein,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0009987, GO:0051179",nan,"GO:0043226, GO:0005622, GO:0099080"
Q791T5,MTCH1_MOUSE,Mitochondrial carrier homolog 1,Mus musculus (Mouse),"['Medulla', 'Mid_Brain']","GO:0065007, GO:0009987",nan,"GO:0043226, GO:0016020, GO:0005622, GO:0031224"
Q791V5,MTCH2_MOUSE,Mitochondrial carrier homolog 2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0040011, GO:0008152",nan,"GO:0043226, GO:0016020, GO:0005622, GO:0031224"
P18155,MTDC_MOUSE,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus']","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q6ZPE2,MTMR5_MOUSE,Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5) (SET-binding factor 1) (Sbf1),Mus musculus (Mouse),"['Medulla', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0032502, GO:0022414",GO:0098772,nan
Q9Z2C9,MTMR7_MOUSE,Myotubularin-related protein 7,Mus musculus (Mouse),['Medulla'],"GO:0008152, GO:0009987",GO:0003824,nan
Q923Z3,MTO1_MOUSE,"Protein MTO1 homolog, mitochondrial",Mus musculus (Mouse),['Medulla'],"GO:0008152, GO:0009987",GO:0005488,"GO:0043226, GO:0005622"
Q9JLN9,MTOR_MOUSE,Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin target protein 1) (RAPT1),Mus musculus (Mouse),"['Cerebellum', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cortex']","GO:0065007, GO:0051179, GO:0007610, GO:0051703, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0022414, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0140535, GO:0044297, GO:0005829, GO:0016020, GO:0005622, GO:0031975, GO:0030054, GO:0016604, GO:0042995"
Q6P9S0,MTSS2_MOUSE,Protein MTSS 2 (MTSS1-like protein),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipocampus', ' Cerebellum', ' Cortex']","GO:0065007, GO:0009987, GO:0050896","GO:0005488, GO:0098772","GO:0043226, GO:0016020, GO:0005622, GO:0031256, GO:0042995"
P47802,MTX1_MOUSE,Metaxin-1,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0009987",nan,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:0098796"
P28665,MUG1_MOUSE,Murinoglobulin-1 (MuG1),Mus musculus (Mouse),"['Olfactory Bulb', ' Cerebellum', 'Medulla', ' Hipothalamus', ' Olfactory_balb']",GO:0022414,"GO:0005488, GO:0098772",nan
Q8VCM5,MUL1_MOUSE,Mitochondrial ubiquitin ligase activator of NFKB 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0031224, GO:0044297, GO:0005622, GO:0042995"
O35682,MYADM_MOUSE,Myeloid-associated differentiation marker (Myeloid up-regulated protein),Mus musculus (Mouse),"['Hippocampus', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0051179",nan,"GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0030054, GO:0042995"
Q7TPH6,MYCB2_MOUSE,E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein Magellan) (Protein associated with Myc),Mus musculus (Mouse),"['Cerebellum', ' Medulla', 'Medulla', ' Hipocampus', ' Olfactory_balb', ' Cerebellum', ' Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0048511, GO:0008152, GO:0032501","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0005622, GO:0042995"
P13542,MYH8_MOUSE,Myosin-8,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb']","GO:0008152, GO:0009987, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0099080"
Q6PDN3,MYLK_MOUSE,"Myosin light chain kinase, smooth muscle",Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0032432, GO:0016020, GO:0005622, GO:0042641, GO:0030054, GO:0042995"
Q9QW54,MYO1C_MOUSE,Unconventional myosin-Ic,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb', 'Cerebellum']","GO:0065007, GO:0009987, GO:0050896, GO:0051179","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031256, GO:0098862, GO:0140513, GO:0042995"
Q8C170,MYO9A_MOUSE,Unconventional myosin-IXa,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb', 'Cerebellum']","GO:0065007, GO:0032502, GO:0009987","GO:0003824, GO:0005488, GO:0098772","GO:0030427, GO:0031224, GO:0030054"
Q80YT7,MYOME_MOUSE,Myomegalin,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0009987",GO:0005488,"GO:0043226, GO:0005815, GO:0005622, GO:0099080"
Q8BG95,MYPT2_MOUSE,Protein phosphatase 1 regulatory subunit 12B,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987","GO:0005488, GO:0098772","GO:0043226, GO:0005622"
Q3V2Q8,N42L1_MOUSE,NEDD4-binding protein 2-like 1,Mus musculus (Mouse),['Medulla'],nan,nan,nan
P70414,NAC1_MOUSE,Sodium/calcium exchanger 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0022414, GO:0032501","GO:0005215, GO:0005488","GO:0098793, GO:0043226, GO:0031224, GO:0044297, GO:0099080, GO:0044306, GO:0016020, GO:0005622, GO:0098794, GO:0030054, GO:0042995"
Q5SWP3,NACAD_MOUSE,NAC-alpha domain-containing protein 1,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0009987",GO:0005488,"GO:0043226, GO:0005622"
Q8C5H8,NAKD2_MOUSE,"NAD kinase 2, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0005622"
Q6B966,NAL14_MOUSE,"NACHT, LRR and PYD domains-containing protein 14",Mus musculus (Mouse),"['Medulla', 'Hipothalamus']","GO:0032502, GO:0009987, GO:0022414, GO:0032501",GO:0005488,nan
Q8BH82,NAPEP_MOUSE,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0008152, GO:0044419, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031975"
Q9EPN1,NBEA_MOUSE,Neurobeachin (Lysosomal-trafficking regulator 2),Mus musculus (Mouse),"['Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0051179, GO:0009987",GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0031984"
P55066,NCAN_MOUSE,Neurocan core protein (Chondroitin sulfate proteoglycan 3),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0022610",GO:0005488,"GO:0016020, GO:0030312, GO:0030054"
Q9Z0E0,NCDN_MOUSE,Neurochondrin (M-Sema F-associating protein of 75 kDa) (Norbin),Mus musculus (Mouse),"['Olfactory Bulb', ' Cortex', ' Hippocampus', ' Cerebellum', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain']","GO:0065007, GO:0009987",nan,"GO:0016020, GO:0042995, GO:0044297"
Q99M51,NCK1_MOUSE,Cytoplasmic protein NCK1,Mus musculus (Mouse),"['Medulla', 'Hipocampus']","GO:0065007, GO:0050896, GO:0009987, GO:0040011, GO:0002376, GO:0008152, GO:0044419","GO:0005488, GO:0098772, GO:0060090","GO:0043226, GO:0016020, GO:0005622, GO:0030054, GO:1902494"
P15532,NDKA_MOUSE,Nucleoside diphosphate kinase A,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0099080, GO:0016020, GO:0005622, GO:0005815, GO:0031256"
Q9CQ91,NDUA3_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (Complex I-B9) (CI-B9) (NADH-ubiquinone oxidoreductase B9 subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Mid_Brain', ' Cerebellum', ' Cortex']",GO:0009987,nan,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q62425,NDUA4_MOUSE,Cytochrome c oxidase subunit NDUFA4,Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']",nan,"GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:0070069, GO:1902494, GO:0098796"
Q9CPP6,NDUA5_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Olfactory_balb', ' Cerebellum', ' Cortex']","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
Q9Z1P6,NDUA7_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipocampus']","GO:0008152, GO:0009987","GO:0003824, GO:0005198","GO:0043226, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
Q9DC69,NDUA9_MOUSE,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0008152, GO:0009987, GO:0048511, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0031974, GO:1902494, GO:0098796"
Q7TMF3,NDUAC_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0050896",GO:0003824,"GO:0043226, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
Q9ERS2,NDUAD_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0070469, GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q9CQH3,NDUB5_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']",GO:0009987,nan,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q9CR61,NDUB7_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']",GO:0009987,GO:0003824,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:0031974, GO:1902494, GO:0098796"
Q9D6J5,NDUB8_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q9CQJ8,NDUB9_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (CI-B22) (NADH-ubiquinone oxidoreductase B22 subunit),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0008152, GO:0009987",nan,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
O09111,NDUBB_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']",GO:0009987,nan,"GO:0043226, GO:0031224, GO:0098798, GO:0005622, GO:1902494, GO:0098796"
Q9CQ54,NDUC2_MOUSE,NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (NADH-ubiquinone oxidoreductase subunit B14.5b),Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipocampus', ' Olfactory_balb', ' Cortex']","GO:0065007, GO:0009987, GO:0008152",GO:0003824,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q9DCT2,NDUS3_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",Mus musculus (Mouse),"['Olfactory Bulb', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Mid_Brain', ' Cerebellum', ' Cortex']","GO:0065007, GO:0009987, GO:0008152",GO:0003824,"GO:0043226, GO:0098798, GO:0016020, GO:0005622, GO:1902494, GO:0098796"
Q6R891,NEB2_MOUSE,Neurabin-2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022414, GO:0032501","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0098794, GO:0030427, GO:0098552, GO:0031256, GO:0030054, GO:0042995"
Q91ZP9,NECA2_MOUSE,N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2),Mus musculus (Mouse),"['Cortex', 'Medulla', ' Hipocampus', ' Mid_Brain']",GO:0065007,GO:0005488,"GO:0016020, GO:0042995"
Q9CR95,NECP1_MOUSE,Adaptin ear-binding coat-associated protein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0051179, GO:0009987",nan,"GO:0016020, GO:0098796"
P46935,NEDD4_MOUSE,E3 ubiquitin-protein ligase NEDD4,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0008152","GO:0003824, GO:0005488, GO:0098772","GO:0140535, GO:0005829, GO:0016020, GO:0098794, GO:0030054, GO:1902494, GO:0042995"
Q91YP2,NEUL_MOUSE,"Neurolysin, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0016020, GO:0005622"
P70441,NHRF1_MOUSE,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Cortex']","GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0032501","GO:0005215, GO:0005488, GO:0060090, GO:0098772","GO:0016020, GO:0042995, GO:0098796"
Q9JHL1,NHRF2_MOUSE,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179, GO:0032501","GO:0005488, GO:0060090","GO:0043226, GO:0016020, GO:0005622, GO:0098862, GO:0042995"
Q8BHK1,NIPA1_MOUSE,Magnesium transporter NIPA1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']",GO:0051179,GO:0005215,"GO:0043226, GO:0016020, GO:0031224"
Q5DU56,NLRC3_MOUSE,Protein NLRC3,Mus musculus (Mouse),"['Medulla', 'Cerebellum']","GO:0065007, GO:0009987, GO:0002376, GO:0050896",GO:0005488,"GO:0043226, GO:0005622"
Q99JR6,NMNA3_MOUSE,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 {ECO:0000305},Mus musculus (Mouse),['Medulla'],"GO:0008152, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995, GO:0044297"
O70311,NMT2_MOUSE,Glycylpeptide N-tetradecanoyltransferase 2 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 2) (NMT 2) (Peptide N-myristoyltransferase 2) (Type II N-myristoyltransferase),Mus musculus (Mouse),"['Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb', ' Cortex']","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0016020, GO:0005622"
O88998,NOE1_MOUSE,Noelin,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Cerebellum', 'Cortex']","GO:0065007, GO:0032502, GO:0009987",GO:0005488,"GO:0043226, GO:0044297, GO:0016020, GO:0005622, GO:0043235, GO:0030427, GO:0019898, GO:0030054, GO:0042995, GO:0098796, GO:1990351"
Q9D1X0,NOL3_MOUSE,Nucleolar protein 3 (Apoptosis repressor with CARD),Mus musculus (Mouse),"['Cortex', 'Medulla', ' Hipocampus']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0032501","GO:0005488, GO:0098772","GO:0043226, GO:0005622, GO:0005737"
Q6GQT9,NOMO1_MOUSE,Nodal modulator 1 {ECO:0000312|EMBL:AAH72630.1},Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']",nan,GO:0005488,"GO:0016020, GO:0031224"
Q9D6Z1,NOP56_MOUSE,Nucleolar protein 56 (Nucleolar protein 5A),Mus musculus (Mouse),"['Medulla', ' Hipocampus', ' Olfactory_balb', ' Cortex']",GO:0009987,GO:0005488,GO:1990904
Q9JKN6,NOVA1_MOUSE,RNA-binding protein Nova-1,Mus musculus (Mouse),"['Medulla', 'Mid_Brain', 'Cerebellum']","GO:0065007, GO:0009987, GO:0008152",GO:0005488,"GO:0043226, GO:0005622"
P28656,NP1L1_MOUSE,Nucleosome assembly protein 1-like 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0032502, GO:0009987",GO:0005488,"GO:0043226, GO:0005622, GO:0042995"
Q78ZA7,NP1L4_MOUSE,Nucleosome assembly protein 1-like 4,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0032502, GO:0009987",GO:0005488,"GO:0043226, GO:0005622, GO:0042995, GO:0044297"
Q9Z0J0,NPC2_MOUSE,NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (mE1) (Niemann Pick type C2 protein homolog),Mus musculus (Mouse),"['Olfactory Bulb', ' Cortex', ' Cerebellum', 'Medulla']","GO:0008152, GO:0065007, GO:0009987, GO:0051179","GO:0005215, GO:0005488","GO:0043226, GO:0005622"
P59240,NPHP4_MOUSE,Nephrocystin-4,Mus musculus (Mouse),['Medulla'],"GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0040011, GO:0022414, GO:0032501",nan,"GO:0043226, GO:0035869, GO:0005622, GO:0005815, GO:0030054, GO:0042995"
P60670,NPL4_MOUSE,Nuclear protein localization protein 4 homolog,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Cortex']","GO:0051179, GO:0065007, GO:0050896, GO:0009987, GO:0008152",GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0140534, GO:0098796"
Q9D7C9,NRK2_MOUSE,Nicotinamide riboside kinase 2,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb']","GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0016020, GO:0005622"
P97333,NRP1_MOUSE,Neuropilin-1 (A5 protein) (CD antigen CD304),Mus musculus (Mouse),"['Olfactory Bulb', ' Cerebellum', ' Medulla', 'Medulla', ' Hipothalamus', ' Hipocampus', ' Olfactory_balb']","GO:0051179, GO:0065007, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0032501","GO:0003824, GO:0060089, GO:0005488, GO:0098772","GO:0043226, GO:0031224, GO:0044297, GO:0099080, GO:0016020, GO:0030427, GO:0030054, GO:0042995"
