,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
79,P70213,FV1_MOUSE,Friend virus susceptibility protein 1,Mus musculus (Mouse),Golgi apparatus IDA,GO:0005794,,,"defense response to virus IEA, viral process IEA, response to virus IDA","GO:0051607, GO:0009615, GO:0016032"," Reference proteome, Antiviral defense,  Host-virus interaction","GO:0044419, GO:0002376, GO:0050896",,"GO:0043227, GO:0043229"
80,P97310,MCM2_MOUSE,DNA replication licensing factor MCM2,Mus musculus (Mouse),"MCM complex ISS, microtubule cytoskeleton ISO, nucleoplasm ISO, nucleus IDA, CMG complex ISS, cytoplasm ISS, chromatin ISO, nuclear origin of replication recognition complex IDA","GO:0015630, GO:0071162, GO:0000785, GO:0042555, GO:0005634, GO:0005737, GO:0005664, GO:0005654","DNA replication origin binding IDA, ATP binding IEA, DNA helicase activity IEA, metal ion binding IEA, single-stranded DNA binding IBA, histone binding IDA, enzyme binding IPI","GO:0046872, GO:0005524, GO:0019899, GO:0003678, GO:0042393, GO:0003697, GO:0003688","apoptotic process ISS, double-strand break repair via break-induced replication IBA, cellular response to interleukin-4 IDA, cochlea development ISS, negative regulation of DNA helicase activity IEA, nucleosome assembly IDA, mitotic DNA replication initiation IBA, DNA unwinding involved in DNA replication IDA, pre-replicative complex assembly involved in nuclear cell cycle DNA replication IBA, DNA replication initiation ISO","GO:0090102, GO:1905775, GO:0071353, GO:0006334, GO:0006268, GO:1902975, GO:0006270, GO:0006915, GO:0000727, GO:0006267"," Cell cycle,  Zinc-finger,  Nucleus,  Ubl conjugation,  Reference proteome,  DNA replication,  Helicase, Phosphoprotein,  Isopeptide bond,  Zinc, Direct protein sequencing,  ATP-binding,  DNA-binding,  Metal-binding,  Nucleotide-binding, Hydrolase,  Chromosome, Acetylation","GO:0009987, GO:0065007, GO:0050896, GO:0032502, GO:0008152","GO:0005488, GO:0003824","GO:0043228, GO:0140513, GO:0043227, GO:0043229, GO:0000808, GO:0032993"
81,P97360,ETV6_MOUSE,Transcription factor ETV6,Mus musculus (Mouse),"nucleus IBA, nucleolus ISO, cytosol ISO","GO:0005730, GO:0005829, GO:0005634","DNA-binding transcription activator activity, RNA polymerase II-specific IDA, DNA binding IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, RNA polymerase II transcription regulatory region sequence-specific DNA binding ISO, DNA-binding transcription factor activity IDA, protein domain specific binding ISO, DNA-binding transcription repressor activity, RNA polymerase II-specific ISO, DNA-binding transcription factor activity, RNA polymerase II-specific IBA","GO:0000977, GO:0019904, GO:0000978, GO:0001227, GO:0003700, GO:0003677, GO:0000981, GO:0001228","mesenchymal cell apoptotic process IMP, vitellogenesis IMP, neurogenesis IMP, cell differentiation IDA, negative regulation of transcription by RNA polymerase II ISO, regulation of transcription by RNA polymerase II IBA, hematopoietic stem cell proliferation ISS, regulation of transcription, DNA-templated IDA, positive regulation of transcription by RNA polymerase II IDA","GO:0022008, GO:0007296, GO:0030154, GO:0045944, GO:0071425, GO:0097152, GO:0000122, GO:0006355, GO:0006357","Transcription regulation,  Nucleus,  Transcription,  Ubl conjugation, 3D-structure,  Acetylation,  Isopeptide bond, Phosphoprotein,  Repressor,  DNA-binding,  Reference proteome","GO:0009987, GO:0065007, GO:0032502, GO:0022414","GO:0005488, GO:0140110","GO:0043227, GO:0043228, GO:0043229"
82,P97367,MEIS2_MOUSE,Homeobox protein Meis2,Mus musculus (Mouse),"perinuclear region of cytoplasm IEA, nuclear chromatin IBA, nucleus IDA","GO:0000790, GO:0048471, GO:0005634","transcription factor binding IDA, DNA-binding transcription activator activity, RNA polymerase II-specific IDA, DNA binding IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO, sequence-specific double-stranded DNA binding ISO, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, sequence-specific DNA binding IDA","GO:0008134, GO:1990837, GO:0000978, GO:0043565, GO:0003677, GO:0000981, GO:0001228","animal organ morphogenesis IBA, positive regulation of cell population proliferation IBA, eye development IGI, pancreas development IEA, positive regulation of cardiac muscle myoblast proliferation ISO, positive regulation of mitotic cell cycle ISO, regulation of transcription by RNA polymerase II IBA, embryonic pattern specification IBA, negative regulation of myeloid cell differentiation IDA, response to mechanical stimulus IEA, visual learning IMP, response to growth factor IEA, positive regulation of transcription by RNA polymerase II ISO, brain development IBA","GO:0045931, GO:0009880, GO:0008284, GO:0001654, GO:0045944, GO:0045638, GO:0110024, GO:0009887, GO:0006357, GO:0070848, GO:0009612, GO:0031016, GO:0008542, GO:0007420","Transcription regulation,  Developmental protein,  Nucleus, Activator,  Transcription,  Cytoplasm,  Alternative splicing, DNA-binding,  Homeobox,  Reference proteome","GO:0032501, GO:0065007, GO:0032502, GO:0050896, GO:0007610","GO:0005488, GO:0140110","GO:0043227, GO:0043229"
83,P97433,ARG28_MOUSE,Rho guanine nucleotide exchange factor 28,Mus musculus (Mouse),"cytoplasm IEA, plasma membrane IEA","GO:0005886, GO:0005737","guanyl-nucleotide exchange factor activity ISO, metal ion binding IEA, Rho guanyl-nucleotide exchange factor activity IBA, RNA binding IEA","GO:0003723, GO:0005085, GO:0046872, GO:0005089","central nervous system neuron axonogenesis IMP, cell morphogenesis IBA, neurofilament cytoskeleton organization IMP, intracellular signal transduction IEA, regulation of Rho protein signal transduction IBA","GO:0000902, GO:0035556, GO:0021955, GO:0060052, GO:0035023","Alternative splicing,  Cytoplasm, Differentiation,  Membrane,  Zinc,  Cell membrane, Zinc-finger, Metal-binding,  Coiled coil,  Guanine-nucleotide releasing factor,  Reference proteome,  Phosphoprotein,  RNA-binding","GO:0009987, GO:0065007, GO:0032502","GO:0005488, GO:0098772",
84,P97473,TRBP2_MOUSE,RISC-loading complex subunit TARBP2 {ECO:0000255|HAMAP-Rule:MF_03034},Mus musculus (Mouse),"RISC complex IDA, perinuclear region of cytoplasm IEA, nuclear body ISO, nucleoplasm ISO, RISC-loading complex ISS, cytoplasm ISS","GO:0048471, GO:0016442, GO:0005737, GO:0016604, GO:0070578, GO:0005654","siRNA binding ISS, protein homodimerization activity ISO, enzyme binding ISO, identical protein binding ISO, protein N-terminus binding ISO, pre-miRNA binding ISO, miRNA binding IEA, double-stranded RNA binding ISO","GO:0047485, GO:0019899, GO:0070883, GO:0042802, GO:0042803, GO:0035198, GO:0003725, GO:0035197","regulation of production of siRNA involved in RNA interference IEA, single fertilization IMP, negative regulation of defense response to virus by host ISS, positive regulation of viral genome replication ISS, production of siRNA involved in RNA interference ISS, production of miRNAs involved in gene silencing by miRNA ISO, targeting of mRNA for destruction involved in RNA interference ISS, skeletal muscle tissue regeneration IMP, multicellular organism growth IMP, miRNA loading onto RISC involved in gene silencing by miRNA ISO, regulation of viral transcription ISS, regulation of production of miRNAs involved in gene silencing by miRNA IMP, spermatid development IMP, positive regulation of muscle cell differentiation IMP, siRNA loading onto RISC involved in RNA interference ISO, pre-miRNA processing ISS, positive regulation of translation IMP, neural precursor cell proliferation IDA","GO:0007338, GO:0031054, GO:0035196, GO:1903798, GO:0061351, GO:0045070, GO:0030423, GO:0090065, GO:0035264, GO:0050689, GO:0051149, GO:0045727, GO:0030422, GO:0007286, GO:0046782, GO:0035280, GO:0035087, GO:0043403"," Nucleus,  Repeat, Cytoplasm, RNA-binding,  RNA-mediated gene silencing,  Translation regulation,  Reference proteome,  Phosphoprotein","GO:0009987, GO:0032501, GO:0040007, GO:0065007, GO:0032502, GO:0008152, GO:0022414",GO:0005488,"GO:1990904, GO:1902494"
85,P97742,CPT1A_MOUSE,"Carnitine O-palmitoyltransferase 1, liver isoform",Mus musculus (Mouse),"mitochondrial inner membrane HDA, mitochondrial outer membrane ISS, integral component of membrane ISO, integral component of mitochondrial outer membrane ISS, mitochondrion HDA, intracellular membrane-bounded organelle ISO","GO:0016021, GO:0005743, GO:0005739, GO:0043231, GO:0005741, GO:0031307","palmitoleoyltransferase activity IDA, identical protein binding ISO, carnitine O-palmitoyltransferase activity IMP","GO:0042802, GO:1990698, GO:0004095","glucose metabolic process ISO, lipid localization IEA, response to ethanol IEA, fatty acid beta-oxidation IEA, eating behavior ISO, fatty acid metabolic process IBA, cellular response to fatty acid IEA, positive regulation of fatty acid beta-oxidation ISO, response to drug IEA, triglyceride metabolic process ISO, regulation of insulin secretion ISO, long-chain fatty acid metabolic process ISS, carnitine metabolic process ISS, regulation of fatty acid oxidation ISO, regulation of lipid storage IEA, response to organic cyclic compound IEA, epithelial cell differentiation IEA","GO:0050796, GO:0006641, GO:0071398, GO:0032000, GO:0046320, GO:0030855, GO:0010883, GO:0045471, GO:0042755, GO:0010876, GO:0006006, GO:0006631, GO:0006635, GO:0014070, GO:0042493, GO:0009437, GO:0001676"," Acyltransferase,  Mitochondrion outer membrane, Membrane,  Reference proteome,  Transferase, Phosphoprotein,  Nitration,  Transmembrane,  Mitochondrion, Transmembrane helix,  Transport, Acetylation,  Fatty acid metabolism,  Lipid metabolism","GO:0009987, GO:0065007, GO:0032502, GO:0050896, GO:0051179, GO:0007610, GO:0008152","GO:0005488, GO:0003824","GO:0043227, GO:0031090, GO:0019867, GO:0043229, GO:0031224"
86,P97817,CDR2_MOUSE,Cerebellar degeneration-related protein 2,Mus musculus (Mouse),cytoplasm IDA,GO:0005737,,,,,"Coiled coil,  Reference proteome,  Phosphoprotein,  Direct protein sequencing",,,
87,P98083,SHC1_MOUSE,SHC-transforming protein 1,Mus musculus (Mouse),"endosome membrane ISO, cytosol TAS, mitochondrial matrix IEA, cytoplasm ISO, Shc-EGFR complex ISO, nucleus ISO, plasma membrane ISS","GO:0005759, GO:0005886, GO:0005634, GO:0070435, GO:0010008, GO:0005829, GO:0005737","epidermal growth factor binding IPI, protein kinase binding IBA, insulin-like growth factor receptor binding ISO, neurotrophin TRKA receptor binding ISO, protein phosphatase 2A binding ISO, protein-containing complex binding ISO, ephrin receptor binding IPI, identical protein binding IPI, phosphoprotein binding ISO, receptor tyrosine kinase binding IPI, phosphotyrosine residue binding ISO, epidermal growth factor receptor binding ISO, insulin receptor binding ISO","GO:0051219, GO:0005158, GO:0046875, GO:0005168, GO:0001784, GO:0051721, GO:0042802, GO:0030971, GO:0005159, GO:0048408, GO:0019901, GO:0005154, GO:0044877","regulation of smooth muscle contraction ISO, positive regulation of smooth muscle cell proliferation ISO, positive regulation of transcription, DNA-templated ISO, positive regulation of vasoconstriction ISO, heart development IMP, actin cytoskeleton organization ISO, neuron projection development ISO, cell-cell adhesion IMP, defense response to bacterium ISO, regulation of growth IEA, positive regulation of cell population proliferation ISO, actin cytoskeleton reorganization IMP, negative regulation of angiogenesis ISO, insulin receptor signaling pathway ISO, positive regulation of cell proliferation in bone marrow ISO, response to endothelin ISO, positive regulation of ERK1 and ERK2 cascade ISO, epidermal growth factor receptor signaling pathway IDA, MAPK cascade ISS, cellular response to growth factor stimulus ISS, negative regulation of transcription, DNA-templated ISO, aging ISO, neuron differentiation ISO, negative regulation of apoptotic process ISO, angiogenesis IMP, positive regulation of MAPK cascade ISO, transmembrane receptor protein tyrosine kinase signaling pathway IBA, activation of MAPK activity IMP, regulation of superoxide metabolic process ISO, regulation of cell population proliferation IMP","GO:0045907, GO:0045893, GO:0008286, GO:0042742, GO:0001525, GO:0007568, GO:0090322, GO:0043410, GO:0098609, GO:0071363, GO:0042127, GO:0048661, GO:0030036, GO:0030182, GO:0045892, GO:0016525, GO:1990839, GO:0031532, GO:0006940, GO:0007169, GO:0071864, GO:0007173, GO:0040008, GO:0000187, GO:0008284, GO:0043066, GO:0070374, GO:0031175, GO:0007507, GO:0000165","Reference proteome, Cytoplasm,  Growth regulation,  Alternative splicing,  Mitochondrion,  Angiogenesis,  Alternative initiation,  SH2 domain, Acetylation,  Phosphoprotein","GO:0044419, GO:0009987, GO:0032501, GO:0065007, GO:0022610, GO:0050896, GO:0032502",GO:0005488,"GO:0043227, GO:0031974, GO:0031090, GO:0043229, GO:0098796"
88,P98200,AT8A2_MOUSE,Phospholipid-transporting ATPase IB {ECO:0000305},Mus musculus (Mouse),"nucleoplasm ISO, integral component of membrane IEA, Golgi apparatus IDA, membrane IDA, plasma membrane ISO, photoreceptor outer segment IEA, endosome IDA","GO:0016021, GO:0005794, GO:0001750, GO:0005886, GO:0005768, GO:0016020, GO:0005654","magnesium ion binding IEA, ATPase-coupled intramembrane lipid transporter activity IBA, ATP binding IEA, aminophospholipid flippase activity IMP","GO:0140326, GO:0005524, GO:0015247, GO:0000287","neuron projection development ISO, axonogenesis IMP, aging IMP, neuron development IMP, positive regulation of phospholipid translocation IDA, inner ear morphogenesis IMP, neuromuscular process controlling posture IMP, eating behavior IMP, positive regulation of multicellular organism growth IMP, retina layer formation IMP, phospholipid translocation IBA, neurofilament cytoskeleton organization IMP, skin development IMP, involuntary skeletal muscle contraction IMP, detection of light stimulus involved in visual perception IMP, response to auditory stimulus IMP, positive regulation of neuron projection development IDA","GO:0010996, GO:0043588, GO:0010976, GO:0010842, GO:0048666, GO:0042755, GO:0060052, GO:0050884, GO:0045332, GO:0031175, GO:0003011, GO:0040018, GO:0007409, GO:0007568, GO:0042472, GO:0061092, GO:0050908"," Lipid transport, Golgi apparatus,  Endosome,  Disease mutation,  Membrane, Nucleotide-binding,  Cell membrane,  Cell projection,  Magnesium,  Metal-binding,  Transmembrane helix,  Translocase, ATP-binding,  Transport,  Reference proteome,  Phosphoprotein, Transmembrane","GO:0009987, GO:0032501, GO:0065007, GO:0032502, GO:0050896, GO:0051179, GO:0007610","GO:0005215, GO:0005488","GO:0043227, GO:0031224, GO:0043229"
89,Q00941,CSF2R_MOUSE,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,Mus musculus (Mouse),"receptor complex IBA, integral component of membrane IEA, external side of plasma membrane IBA, plasma membrane IDA","GO:0016021, GO:0005886, GO:0009897, GO:0043235","cytokine receptor activity IBA, cytokine binding IBA, granulocyte colony-stimulating factor receptor activity IDA, granulocyte colony-stimulating factor binding IDA","GO:0051916, GO:0004902, GO:0004896, GO:0019955","cytokine-mediated signaling pathway IBA, cellular response to granulocyte macrophage colony-stimulating factor stimulus IDA","GO:0097011, GO:0019221"," Signal,  Receptor,  Membrane,  Transmembrane helix, Glycoprotein,  Reference proteome, Transmembrane","GO:0009987, GO:0065007, GO:0050896","GO:0060089, GO:0005488","GO:0031224, GO:0098552"
90,Q01320,TOP2A_MOUSE,DNA topoisomerase 2-alpha,Mus musculus (Mouse),"viral integration complex ISO, DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex ISO, nucleolus IDA, ribonucleoprotein complex ISS, nucleus IDA, nucleoplasm ISS, condensed chromosome IDA, chromosome, centromeric region IDA, nuclear chromosome IEA, cytoplasm ISS, protein-containing complex ISO, centriole IEA","GO:0019035, GO:0005634, GO:0009330, GO:0005730, GO:1990904, GO:0000775, GO:0005737, GO:0032991, GO:0000793, GO:0005814, GO:0005654, GO:0000228","magnesium ion binding ISS, histone deacetylase binding ISO, protein heterodimerization activity ISO, ubiquitin binding ISO, protein homodimerization activity ISO, sequence-specific DNA binding ISO, DNA-dependent ATPase activity ISO, DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity IDA, drug binding ISO, enzyme binding ISO, protein C-terminus binding ISO, protein kinase C binding ISO, chromatin binding ISO, DNA binding ISO, DNA binding, bending ISS, DNA topoisomerase activity ISO, ATP binding ISO","GO:0003918, GO:0046982, GO:0043130, GO:0008144, GO:0005524, GO:0003916, GO:0043565, GO:0003682, GO:0019899, GO:0008301, GO:0008022, GO:0003677, GO:0008094, GO:0042826, GO:0042803, GO:0005080, GO:0000287","embryonic cleavage IMP, positive regulation of single stranded viral RNA replication via double stranded DNA intermediate ISO, hematopoietic progenitor cell differentiation IMP, female meiotic nuclear division IMP, negative regulation of DNA duplex unwinding ISS, regulation of circadian rhythm IMP, rhythmic process IEA, apoptotic chromosome condensation ISO, female meiosis chromosome separation TAS, chromosome condensation IMP, positive regulation of transcription by RNA polymerase II IMP, DNA ligation ISO, positive regulation of apoptotic process ISO, sister chromatid segregation IBA, chromosome segregation IDA, cellular response to DNA damage stimulus ISO, DNA topological change IDA, mitotic DNA integrity checkpoint IBA, resolution of meiotic recombination intermediates IBA","GO:0030261, GO:0002244, GO:1905463, GO:0006266, GO:0000819, GO:0006265, GO:0042752, GO:0045870, GO:0030263, GO:0044774, GO:0007143, GO:0045944, GO:0000712, GO:0006974, GO:0043065, GO:0048511, GO:0040016, GO:0007059, GO:0051309","Nucleus,  Topoisomerase,  Reference proteome,  Cytoplasm,  Isopeptide bond,  ATP-binding,  DNA-binding,  Magnesium,  Biological rhythms, Isomerase,  Metal-binding,  Nucleotide-binding, Ubl conjugation, Acetylation,  Phosphoprotein","GO:0009987, GO:0065007, GO:0032502, GO:0050896, GO:0008152, GO:0022414","GO:0003824, GO:0005488","GO:0043227, GO:0098687, GO:0043228, GO:0043229"
91,Q01514,FT,Guanylate-binding protein 1,Mus musculus (Mouse),"cytoplasmic vesicle IDA, cytoplasm ISO, Golgi membrane IEA, symbiont-containing vacuole membrane IDA, plasma membrane IEA, cytosol ISO","GO:0031410, GO:0005886, GO:0000139, GO:0005829, GO:0005737, GO:0020005","GTP binding IBA, GMP binding IDA, protein homodimerization activity ISO, GTPase activity IBA","GO:0003924, GO:0042803, GO:0005525, GO:0019002","defense response to virus IEA, adhesion of symbiont to host IDA, defense response to Gram-positive bacterium IDA, cellular response to interferon-gamma IDA, cellular response to interferon-beta IDA, defense response to protozoan IDA","GO:0035458, GO:0051607, GO:0071346, GO:0042832, GO:0050830, GO:0044406"," Prenylation,  Hydrolase,  Antiviral defense,  Reference proteome, Golgi apparatus,  Cytoplasm,  Membrane, Nucleotide-binding,  Cell membrane,  Immunity,  Lipoprotein,  GTP-binding, Antimicrobial,  Secreted","GO:0009987, GO:0044419, GO:0002376, GO:0022610, GO:0050896","GO:0003824, GO:0005488","GO:0043227, GO:0031090, GO:0018995"
92,Q02566,MYH6_MOUSE,Myosin-6,Mus musculus (Mouse),"Z disc IDA, stress fiber IDA, myosin filament IEA, muscle myosin complex ISO, cytoplasm ISO, myofibril IDA, mitochondrion ISO, myosin complex IDA","GO:0030016, GO:0032982, GO:0005859, GO:0016459, GO:0030018, GO:0005737, GO:0005739, GO:0001725","protein kinase binding ISO, protein-containing complex binding ISO, identical protein binding ISO, ATPase activity ISO, actin-dependent ATPase activity ISO, actin filament binding IEA, calcium-dependent ATPase activity ISO, microfilament motor activity IMP, calmodulin binding IEA, ATP binding ISO","GO:0000146, GO:0005516, GO:0016887, GO:0005524, GO:0030899, GO:0030898, GO:0019901, GO:0051015, GO:0042802, GO:0044877","in utero embryonic development IMP, muscle contraction ISO, cardiac muscle hypertrophy in response to stress IDA, myofibril assembly IMP, ventricular cardiac muscle tissue morphogenesis ISO, cardiac muscle contraction IMP, regulation of heart growth IDA, muscle filament sliding ISO, regulation of ATPase activity IMP, sarcomere organization IMP, striated muscle contraction IMP, visceral muscle development IMP, ATP metabolic process ISO, regulation of heart contraction IMP, cardiac muscle fiber development IMP, atrial cardiac muscle tissue morphogenesis ISO, regulation of the force of heart contraction IMP, actin filament-based movement IMP, adult heart development IMP, regulation of heart rate IMP, regulation of blood pressure IMP","GO:0043462, GO:0060420, GO:0007512, GO:0006936, GO:0045214, GO:0002026, GO:0008016, GO:0030239, GO:0001701, GO:0014898, GO:0030049, GO:0007522, GO:0030048, GO:0002027, GO:0055010, GO:0008217, GO:0046034, GO:0006941, GO:0055009, GO:0060048, GO:0048739"," Motor protein,  Reference proteome, Methylation, Actin-binding,  Cytoplasm, Phosphoprotein,  Calmodulin-binding,  Polymorphism,  ATP-binding,  Nucleotide-binding,  Coiled coil,  Myosin,  Thick filament,  Muscle protein","GO:0009987, GO:0032501, GO:0065007, GO:0050896, GO:0032502, GO:0008152","GO:0003824, GO:0005488","GO:0043228, GO:0043227, GO:0099080, GO:0043229, GO:0032432, GO:0042641, GO:0016459"
93,Q02596,GLCM1_MOUSE,Glycosylation-dependent cell adhesion molecule 1,Mus musculus (Mouse),"plasma membrane IEA, extracellular region IDA","GO:0005576, GO:0005886","sulfate binding IDA, cell adhesion molecule binding IPI","GO:0050839, GO:0043199","cell adhesion IEA, response to bacterium IEP","GO:0007155, GO:0009617"," Direct protein sequencing,  Signal, Membrane, Cell adhesion,  Cell membrane,  Glycoprotein,  Reference proteome,  Phosphoprotein","GO:0009987, GO:0022610, GO:0050896, GO:0044419",GO:0005488,
94,Q07440,B2LA1_MOUSE,Bcl-2-related protein A1,Mus musculus (Mouse),mitochondrial outer membrane IBA,GO:0005741,"protein heterodimerization activity IBA, BH domain binding ISO, protein homodimerization activity IBA, protein-containing complex binding ISO","GO:0044877, GO:0042803, GO:0046982, GO:0051400","extrinsic apoptotic signaling pathway in absence of ligand IBA, intrinsic apoptotic signaling pathway in response to DNA damage IBA, negative regulation of B cell apoptotic process IDA, negative regulation of apoptotic process IDA, B cell homeostasis IDA","GO:0001782, GO:0008630, GO:0043066, GO:0097192, GO:0002903"," Reference proteome, 3D-structure,  Cytoplasm,  Apoptosis","GO:0065007, GO:0002376, GO:0050896, GO:0009987",GO:0005488,"GO:0031090, GO:0019867"
95,Q148B6,SPERI_MOUSE,Speriolin,Mus musculus (Mouse),"cytoplasm IDA, centrosome IDA","GO:0005813, GO:0005737",gamma-tubulin binding IDA,GO:0043015,,,"Alternative splicing, Reference proteome,  Cytoplasm,  Coiled coil,  Cytoskeleton",,GO:0005488,GO:0005815
96,Q149F3,ERF3B_MOUSE,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B,Mus musculus (Mouse),"cytosol IEA, translation release factor complex IBA","GO:0018444, GO:0005829","translation release factor activity IBA, GTP binding IEA, GTPase activity IBA","GO:0003924, GO:0005525, GO:0003747","cytoplasmic translational termination IBA, cell cycle IEA, translation IBA, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay IEA","GO:0000184, GO:0002184, GO:0006412, GO:0007049"," Protein biosynthesis,  Cytoplasm, Nucleotide-binding, Cell cycle,  Reference proteome,  Nonsense-mediated mRNA decay,  GTP-binding","GO:0009987, GO:0065007, GO:0008152","GO:0045182, GO:0003824, GO:0005488",
97,Q14B71,CDCA2_MOUSE,Cell division cycle-associated protein 2,Mus musculus (Mouse),"cytosol ISO, chromosome ISO, nucleoplasm ISO","GO:0005694, GO:0005654, GO:0005829",,,"positive regulation of protein dephosphorylation ISO, cell cycle IEA, cell division IEA, chromosome segregation IDA","GO:0035307, GO:0051301, GO:0007059, GO:0007049"," Cell cycle, Alternative splicing, Nucleus,  Cell division,  Ubl conjugation,  Isopeptide bond,  Mitosis,  Reference proteome,  Phosphoprotein","GO:0065007, GO:0009987",,"GO:0043228, GO:0043229"
98,Q1H9T6,TZAP_MOUSE,Telomere zinc finger-associated protein {ECO:0000250|UniProtKB:P10074},Mus musculus (Mouse),"nucleus IBA, chromosome, telomeric region ISS, cytosol ISO, nucleoplasm ISO","GO:0005634, GO:0000781, GO:0005829, GO:0005654","transcription regulatory region sequence-specific DNA binding ISS, double-stranded telomeric DNA binding ISS, identical protein binding ISO, metal ion binding IEA, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, sequence-specific DNA binding IBA","GO:0046872, GO:0043565, GO:0000976, GO:0003691, GO:0042802, GO:0000981","positive regulation of transcription, DNA-templated ISS, regulation of transcription by RNA polymerase II IBA, telomere maintenance via telomere lengthening ISS","GO:0045893, GO:0010833, GO:0006357"," Nucleus,  Repeat,  Transcription,  Ubl conjugation, 3D-structure,  Zinc,  Alternative splicing, Zinc-finger,  DNA-binding, Isopeptide bond,  Metal-binding, Telomere,  Chromosome,  Reference proteome,  Activator,  Transcription regulation","GO:0065007, GO:0009987, GO:0008152","GO:0005488, GO:0140110","GO:0043227, GO:0098687, GO:0043229"
99,Q30D77,COOA1_MOUSE,Collagen alpha-1(XXIV) chain,Mus musculus (Mouse),"collagen trimer IEA, collagen-containing extracellular matrix HDA, extracellular matrix IBA, extracellular space IBA","GO:0062023, GO:0005615, GO:0031012, GO:0005581",extracellular matrix structural constituent IBA,GO:0005201,"endothelial cell morphogenesis IBA, extracellular matrix organization IBA, hematopoietic progenitor cell differentiation IMP, angiogenesis IBA","GO:0002244, GO:0001886, GO:0030198, GO:0001525"," Repeat,  Signal, Secreted,  Extracellular matrix,  Glycoprotein,  Reference proteome, Collagen","GO:0009987, GO:0032502",GO:0005198,GO:0030312
100,Q3TC93,H1BP3_MOUSE,HCLS1-binding protein 3,Mus musculus (Mouse),"mitochondrion ISO, endoplasmic reticulum ISO","GO:0005783, GO:0005739",phosphatidylinositol binding IEA,GO:0035091,"T cell differentiation TAS, regulation of apoptotic process ISO, cell surface receptor signaling pathway TAS","GO:0042981, GO:0030217, GO:0007166","Acetylation,  Phosphoprotein,  Reference proteome","GO:0065007, GO:0002376, GO:0032502, GO:0009987",GO:0005488,"GO:0043227, GO:0043229"
101,Q3TRR0,MAP9_MOUSE,Microtubule-associated protein 9,Mus musculus (Mouse),"microtubule cytoskeleton IDA, mitotic spindle midzone IDA, astral microtubule ISO, cytoplasm ISO, spindle midzone ISO, aster IDA, mitotic spindle ISO, axon ISO","GO:0051233, GO:0015630, GO:0005818, GO:1990023, GO:0005737, GO:0030424, GO:0072686, GO:0000235",microtubule binding ISO,GO:0008017,"regulation of mitotic spindle organization ISO, regulation of mitotic centrosome separation ISO, mitotic spindle assembly IDA, mitotic cytokinesis IEA, regulation of mitotic cytokinesis ISO","GO:1902412, GO:0090307, GO:0046602, GO:0060236, GO:0000281"," Cell cycle, Reference proteome,  Cell division, Cytoplasm,  Alternative splicing,  Mitosis,  Coiled coil, Acetylation,  Cytoskeleton,  Phosphoprotein,  Microtubule","GO:0065007, GO:0009987",GO:0005488,"GO:0051233, GO:0043228, GO:0042995, GO:0099080, GO:0043229"
102,Q3UCQ1,FOXK2_MOUSE,Forkhead box protein K2 {ECO:0000305},Mus musculus (Mouse),"nucleoplasm ISO, nucleus IDA, mitochondrion ISO, intracellular membrane-bounded organelle ISO, cytoplasm IDA","GO:0005634, GO:0043231, GO:0005737, GO:0005739, GO:0005654","magnesium ion binding ISS, transcription regulatory region sequence-specific DNA binding ISS, sequence-specific DNA binding ISS, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISO, DNA-binding transcription factor activity IDA, DNA-binding transcription repressor activity, RNA polymerase II-specific IDA, DNA-binding transcription activator activity, RNA polymerase II-specific ISO","GO:0000978, GO:0001227, GO:0003700, GO:0043565, GO:0000976, GO:0000287, GO:0001228","response to starvation IDA, positive regulation of transcription, DNA-templated IDA, canonical glycolysis IDA, negative regulation of autophagy IDA, regulation of glucose metabolic process IDA, cellular glucose homeostasis IDA, negative regulation of transcription, DNA-templated IDA, positive regulation of transcription by RNA polymerase II ISO","GO:0061621, GO:0042594, GO:0045893, GO:0010906, GO:0045944, GO:0010507, GO:0045892, GO:0001678"," Nucleus,  Methylation, Activator, Reference proteome,  Transcription,  Cytoplasm,  Isopeptide bond,  Repressor,  Alternative splicing, Magnesium,  DNA-binding, Ubl conjugation,  Metal-binding,  Phosphoprotein,  Transcription regulation","GO:0009987, GO:0065007, GO:0050896, GO:0008152","GO:0005488, GO:0140110","GO:0043227, GO:0043229"
