Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
B3VSB7_MOUSE,FT,Hippocalcin-like protein 1,Ovis aries (Sheep),membrane IEA,GO:0016020,calcium ion binding IEA,GO:0005509,,," Lipoprotein, Calcium,  Membrane,  Repeat,  Metal-binding, Reference proteome,  Myristate"
Q99JP6_MOUSE,HOME3_MOUSE,Homer protein homolog 3 {ECO:0000305},Mus musculus (Mouse),"cytoplasm IBA, dendrite IBA, neuron projection IBA, plasma membrane IBA, basal part of cell IDA, postsynaptic density IDA, cytosol IDA","GO:0005737, GO:0014069, GO:0030425, GO:0005886, GO:0043005, GO:0045178, GO:0005829","protein C-terminus binding IPI, identical protein binding ISO, protein domain specific binding IPI, G protein-coupled glutamate receptor binding IBA","GO:0042802, GO:0019904, GO:0008022, GO:0035256","regulation of store-operated calcium entry IBA, G protein-coupled glutamate receptor signaling pathway IBA, negative regulation of calcineurin-NFAT signaling cascade ISS, negative regulation of interleukin-2 production ISS","GO:0032703, GO:0070885, GO:0007216, GO:2001256"," Cell junction,  Reference proteome, Alternative splicing, Phosphoprotein,  Cytoplasm,  Synapse,  Coiled coil"
O57321_MOUSE,EAA1_AMBTI,Excitatory amino acid transporter 1 {ECO:0000303|PubMed:9425012},Ambystoma tigrinum (Eastern tiger salamander),integral component of plasma membrane ISS,GO:0005887,"glutamate, metal ion binding IEA, high-affinity glutamate transmembrane transporter activity ISS","GO:0005314, GO:0046872, GO:0015501","potassium ion transmembrane transport ISS, D-aspartate import across plasma membrane ISS, chloride transmembrane transport ISS, L-aspartate import across plasma membrane ISS, L-glutamate import across plasma membrane ISS","GO:0098712, GO:0140009, GO:0070779, GO:0071805, GO:1902476"," Sodium,  Transmembrane,  Cell membrane,  Glycoprotein, Potassium,  Membrane,  Symport,  Metal-binding, Amino-acid transport,  Transport,  Transmembrane helix"
D0G0B2_MOUSE,D0G0B2_PIG,,Sus scrofa (Pig),"integral component of membrane IEA, endoplasmic reticulum membrane IEA","GO:0016021, GO:0005789",protein-macromolecule adaptor activity IBA,GO:0030674,lipid metabolic process IEA,GO:0006629,"Membrane {ECO:0000256|ARBA:ARBA00022989}, Lipid metabolism {ECO:0000256|ARBA:ARBA00023098}, Transmembrane {ECO:0000256|ARBA:ARBA00022989}, Transmembrane helix {ECO:0000256|ARBA:ARBA00022989}, Endoplasmic reticulum {ECO:0000256|ARBA:ARBA00022824}"
F1LQY6_MOUSE,NECA2_RAT,N-terminal EF-hand calcium-binding protein 2,Rattus norvegicus (Rat),"cytoplasm IDA, dendrite IEA, axon IEA, plasma membrane ISO","GO:0030424, GO:0005737, GO:0005886, GO:0030425","A2A adenosine receptor binding ISO, calcium ion binding IEA, identical protein binding ISO, type 5 metabotropic glutamate receptor binding ISO","GO:0042802, GO:0005509, GO:0031802, GO:0031687","negative regulation of G protein-coupled receptor internalization ISO, positive regulation of protein localization to membrane ISO, regulation of amyloid precursor protein biosynthetic process IBA, positive regulation of glutamate receptor signaling pathway ISO, calcium-mediated signaling NAS, positive regulation of ERK1 and ERK2 cascade ISO, positive regulation of adenosine receptor signaling pathway ISO","GO:0060168, GO:1905477, GO:1904021, GO:1900451, GO:0042984, GO:0070374, GO:0019722","Metal-binding,  Cell projection, Calcium,  Cell membrane,  Reference proteome,  Membrane,  Methylation,  Cytoplasm,  Coiled coil"
Q8TC12_MOUSE,RDH11_HUMAN,Retinol dehydrogenase 11,Homo sapiens (Human),"integral component of membrane IEA, endoplasmic reticulum membrane IDA","GO:0016021, GO:0005789","NADP-retinol dehydrogenase activity IDA, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor TAS, retinol dehydrogenase activity ISS","GO:0016616, GO:0052650, GO:0004745","cellular detoxification of aldehyde IDA, retinoid metabolic process IDA, retinol metabolic process ISS, retinal metabolic process IDA","GO:0001523, GO:0110095, GO:0042572, GO:0042574"," Alternative splicing,  Dwarfism, Endoplasmic reticulum, Signal-anchor,  Transmembrane,  Oxidoreductase, Acetylation,  Reference proteome,  Membrane,  NADP,  Transmembrane helix,  Cataract"
P54219_MOUSE,VMAT1_HUMAN,Chromaffin granule amine transporter,Homo sapiens (Human),"integral component of membrane IEA, clathrin-sculpted monoamine transport vesicle membrane TAS, synaptic vesicle membrane IBA, endoplasmic reticulum membrane IEA, terminal bouton IBA","GO:0070083, GO:0043195, GO:0016021, GO:0005789, GO:0030672","monoamine transmembrane transporter activity IBA, xenobiotic transmembrane transporter activity IEA, transmembrane transporter activity IBA, serotonin","GO:0008504, GO:0005335, GO:0042910, GO:0022857","aminergic neurotransmitter loading into synaptic vesicle IBA, neurotransmitter transport IBA, monoamine transport TAS","GO:0015844, GO:0015842, GO:0006836","Endoplasmic reticulum,  Transmembrane,  Cell junction,  Reference proteome,  Glycoprotein, Alternative splicing,  Membrane,  Cytoplasmic vesicle, Polymorphism,  Transport,  Synapse,  Neurotransmitter transport, Transmembrane helix"
P38405_MOUSE,FT,Guanine nucleotide-binding protein G(olf) subunit alpha,Homo sapiens (Human),"extracellular exosome HDA, heterotrimeric G-protein complex IBA, plasma membrane TAS","GO:0070062, GO:0005886, GO:0005834","metal ion binding IEA, GTP binding IEA, G-protein beta/gamma-subunit complex binding IBA, GTPase activity IBA, G protein-coupled receptor binding IBA","GO:0005525, GO:0046872, GO:0001664, GO:0003924, GO:0031683","sensory perception of chemical stimulus IBA, adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway TAS, adenylate cyclase-activating G protein-coupled receptor signaling pathway TAS, signal transduction TAS, adenylate cyclase-activating dopamine receptor signaling pathway IBA, adenylate cyclase-modulating G protein-coupled receptor signaling pathway IBA","GO:0007188, GO:0007193, GO:0007165, GO:0007191, GO:0007189, GO:0007606"," Nucleotide-binding,  Alternative splicing,  Polymorphism,  Lipoprotein,  Phosphoprotein,  Dystonia,  Transducer,  Reference proteome,  Magnesium,  Metal-binding, GTP-binding,  Disease mutation, ADP-ribosylation, Palmitate"
A4FUD6_MOUSE,ELMO2_BOVIN,Engulfment and cell motility protein 2,Bos taurus (Bovine),"membrane ISS, cytosol ISS","GO:0016020, GO:0005829","SH3 domain binding IEA, Rac GTPase binding IBA","GO:0048365, GO:0017124","phagocytosis IEA, apoptotic process IEA, cell motility IBA, cell chemotaxis ISS, cell-cell adhesion IEA, actin filament organization IBA","GO:0048870, GO:0098609, GO:0007015, GO:0060326, GO:0006915, GO:0006909","Apoptosis,  Phosphoprotein,  Membrane,  Phagocytosis,  Cytoplasm, Reference proteome,  SH3-binding"
A7XY94_MOUSE,FT,"Glutamate receptor ionotropic, NMDA 2B",Xenopus laevis (African clawed frog),"postsynaptic membrane IEA, NMDA selective glutamate receptor complex IDA, late endosome ISS, lysosome ISS, integral component of plasma membrane IDA","GO:0005887, GO:0017146, GO:0005770, GO:0005764, GO:0045211","NMDA glutamate receptor activity IDA, metal ion binding IEA","GO:0004972, GO:0046872","response to magnesium ion IDA, response to zinc ion IDA","GO:0032026, GO:0010043","Glycoprotein, Magnesium,  Transmembrane,  Cell junction,  Ion channel,  Cell membrane,  Receptor,  Postsynaptic cell membrane,  Signal,  Membrane, Transport,  Metal-binding, 3D-structure, Reference proteome,  Synapse,  Calcium,  Transmembrane helix,  Ligand-gated ion channel,  Ion transport,  Disulfide bond"
O31502_MOUSE,DAGK_BACSU,Diacylglycerol kinase,Bacillus subtilis (strain 168),,,"ATP binding IEA, metal ion binding IEA, NAD+ kinase activity IEA, diacylglycerol kinase activity IDA","GO:0046872, GO:0003951, GO:0004143, GO:0005524",phospholipid biosynthetic process IEA,GO:0008654," Nucleotide-binding,  Kinase,  Lipid metabolism, Metal-binding, ATP-binding,  Reference proteome,  Magnesium,  Phospholipid biosynthesis,  Transferase,  Lipid biosynthesis, Phospholipid metabolism"
Q2KI69_MOUSE,KCIP4_BOVIN,Kv channel-interacting protein 4,Bos taurus (Bovine),plasma membrane IEA,GO:0005886,"voltage-gated ion channel activity IEA, calcium ion binding IEA, potassium channel activity IEA","GO:0005244, GO:0005509, GO:0005267",regulation of ion transmembrane transport IEA,GO:0034765," Potassium, Metal-binding,  Phosphoprotein, Calcium,  Cell membrane,  Reference proteome, Voltage-gated channel,  Membrane,  Repeat, Potassium transport,  Transport,  Potassium channel,  Ion transport,  Ion channel"
Q1EGL0_MOUSE,LGI3_PANTR,Leucine-rich repeat LGI family member 3,Pan troglodytes (Chimpanzee),"neuron projection IEA, extracellular region IEA, synaptic vesicle IEA","GO:0043005, GO:0005576, GO:0008021",catalytic activity IEA,GO:0003824,"regulation of exocytosis IEA, exocytosis IEA","GO:0006887, GO:0017157"," Exocytosis,  Reference proteome,  Glycoprotein, Leucine-rich repeat,  Signal,  Cytoplasmic vesicle, Synaptosome,  Repeat,  Secreted, Cell junction,  Synapse"
Q5RE54_MOUSE,FT,Glypican-6,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),"anchored component of plasma membrane IEA, extracellular space IEA, collagen-containing extracellular matrix IEA","GO:0005615, GO:0046658, GO:0062023",,,"cell migration ISS, regulation of signal transduction IEA","GO:0016477, GO:0009966"," GPI-anchor,  Heparan sulfate,  Proteoglycan,  Lipoprotein,  Reference proteome,  Glycoprotein,  Signal, Membrane,  Secreted, Cell membrane"
O60883_MOUSE,FT,G-protein coupled receptor 37-like 1,Homo sapiens (Human),"ciliary membrane IEA, receptor complex IDA, integral component of membrane NAS, plasma membrane IDA","GO:0060170, GO:0016021, GO:0043235, GO:0005886","peptide binding IPI, prosaposin receptor activity IDA, G protein-coupled receptor activity IDA, G protein-coupled peptide receptor activity IDA","GO:0008528, GO:0004930, GO:0036505, GO:0042277","negative regulation of hydrogen peroxide-induced cell death ISS, G protein-coupled receptor signaling pathway TAS, positive regulation of cerebellar granule cell precursor proliferation IEA, negative regulation of astrocyte differentiation IEA, negative regulation of smoothened signaling pathway IEA, negative regulation of systemic arterial blood pressure ISS, adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway IDA, positive regulation of MAPK cascade IDA, negative regulation of neuron differentiation IEA","GO:0045879, GO:0021940, GO:0007193, GO:0043410, GO:0045665, GO:0003085, GO:1903206, GO:0007186, GO:0048712"," Polymorphism,  G-protein coupled receptor,  Cell projection,  Phosphoprotein,  Transmembrane,  Transducer,  Receptor, Ubl conjugation,  Signal,  Membrane, Reference proteome, Glycoprotein,  Transmembrane helix, Cell membrane,  Disulfide bond"
O08530_MOUSE,FT,Sphingosine 1-phosphate receptor 1 {ECO:0000305},Mus musculus (Mouse),"cytoplasm IBA, integral component of membrane IEA, intrinsic component of plasma membrane ISS, external side of plasma membrane IMP, plasma membrane IBA, nucleoplasm ISO, intracellular membrane-bounded organelle ISO, endosome IEA, caveola IEA","GO:0005737, GO:0009897, GO:0043231, GO:0016021, GO:0031226, GO:0005886, GO:0005768, GO:0005654, GO:0005901","G protein-coupled receptor binding ISO, sphingolipid binding ISO, G protein-coupled receptor activity ISO, sphingosine-1-phosphate receptor activity IMP","GO:0038036, GO:0001664, GO:0004930, GO:0046625","regulation of cell adhesion IDA, positive regulation of transcription by RNA polymerase II ISO, heart trabecula morphogenesis IMP, cell migration IMP, regulation of bone resorption IMP, transmission of nerve impulse IEA, sphingosine-1-phosphate receptor signaling pathway IMP, actin cytoskeleton reorganization IMP, positive regulation of cell migration ISO, blood vessel maturation IMP, endothelial cell differentiation IEA, chemotaxis IMP, lamellipodium assembly IMP, angiogenesis IDA, neuron differentiation IEA, regulation of bone mineralization IMP, adenylate cyclase-activating G protein-coupled receptor signaling pathway IBA, positive regulation of smooth muscle cell proliferation ISO, positive regulation of positive chemotaxis ISO, regulation of metabolic process IBA, cardiac muscle tissue growth involved in heart morphogenesis IMP, brain development IMP, negative regulation of stress fiber assembly ISO, G protein-coupled receptor signaling pathway ISO, adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway IDA, positive regulation of GTPase activity ISO, positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway ISO, positive regulation of cell population proliferation IMP, leukocyte chemotaxis IDA, T cell migration IMP","GO:0050927, GO:0072678, GO:0019226, GO:0007193, GO:0045124, GO:0030182, GO:0045944, GO:0007420, GO:0008284, GO:0030500, GO:0030155, GO:0001525, GO:0030032, GO:0003245, GO:0016477, GO:0051497, GO:0043547, GO:0006935, GO:0007189, GO:0019222, GO:0045446, GO:0048661, GO:0003376, GO:0030595, GO:0001955, GO:0051482, GO:0031532, GO:0007186, GO:0061384, GO:0030335"," G-protein coupled receptor, Transmembrane,  Lipoprotein,  Phosphoprotein, Acetylation,  Cell membrane,  Glycoprotein, Palmitate,  Receptor,  Membrane,  Reference proteome,  Transducer, Endosome,  Transmembrane helix,  Chemotaxis,  Angiogenesis,  Disulfide bond"
O35763_MOUSE,MOES_RAT,Moesin {ECO:0000250|UniProtKB:P26038},Rattus norvegicus (Rat),"cell surface IDA, pseudopodium ISO, invadopodium ISS, cytoskeleton IEA, perinuclear region of cytoplasm ISO, filopodium membrane IDA, cell tip IDA, cell periphery ISO, cytoplasmic side of plasma membrane IDA, microvillus ISS, filopodium ISO, secretory granule membrane IDA, microvillus membrane IEA, apical part of cell ISO, T-tubule IDA, apical plasma membrane ISO, basolateral plasma membrane ISO, uropod ISO","GO:0016324, GO:0001931, GO:0048471, GO:0030315, GO:0030667, GO:0005856, GO:0030175, GO:0051286, GO:0005902, GO:0009898, GO:0031528, GO:0016323, GO:0071944, GO:0071437, GO:0031527, GO:0009986, GO:0031143, GO:0045177","double-stranded RNA binding ISO, protein-macromolecule adaptor activity TAS, actin binding IDA, protein kinase binding ISO, cell adhesion molecule binding ISO, enzyme binding ISO, signaling receptor binding ISO","GO:0003725, GO:0050839, GO:0019899, GO:0003779, GO:0030674, GO:0019901, GO:0005102","regulation of organelle assembly ISO, leukocyte cell-cell adhesion ISO, gland morphogenesis ISO, positive regulation of podosome assembly ISO, leukocyte migration ISO, regulation of lymphocyte migration ISO, T cell migration ISS, membrane to membrane docking ISO, immunological synapse formation ISS, positive regulation of cellular protein catabolic process ISO, T cell proliferation ISS, establishment of epithelial cell apical/basal polarity ISO, establishment of endothelial barrier ISO, positive regulation of gene expression ISO, regulation of cell size ISO, T cell aggregation ISS, regulation of cell shape ISO, positive regulation of early endosome to late endosome transport ISO, positive regulation of protein localization to early endosome ISO, cellular response to testosterone stimulus ISO","GO:0008360, GO:1902966, GO:0008361, GO:0001771, GO:0070489, GO:0022614, GO:0022612, GO:2000401, GO:0071394, GO:0061028, GO:2000643, GO:0010628, GO:0042098, GO:0071803, GO:0045198, GO:1903364, GO:1902115, GO:0007159, GO:0072678, GO:0050900","S-nitrosylation,  Cell projection,  Phosphoprotein, Acetylation,  Cell membrane, Direct protein sequencing,  Reference proteome,  Membrane,  Cytoskeleton,  Cytoplasm"
O75487_MOUSE,FT,Glypican-4,Homo sapiens (Human),"external side of plasma membrane IDA, Golgi lumen TAS, synapse IBA, extracellular exosome HDA, extracellular region IBA, glutamatergic synapse IEA, cell surface IBA, lysosomal lumen TAS, nucleus HDA, plasma membrane TAS, anchored component of presynaptic membrane IEA, collagen-containing extracellular matrix IEA","GO:0099026, GO:0005634, GO:0009897, GO:0005886, GO:0098978, GO:0005576, GO:0043202, GO:0062023, GO:0070062, GO:0009986, GO:0005796, GO:0045202","coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway NAS",GO:1904929,"retinoid metabolic process TAS, regulation of protein localization to membrane IBA, glycosaminoglycan biosynthetic process TAS, Wnt signaling pathway IMP, synaptic membrane adhesion IBA, regulation of presynapse assembly IBA, regulation of signal transduction IEA, cell migration IBA, regulation of neurotransmitter receptor localization to postsynaptic specialization membrane IBA, glycosaminoglycan catabolic process TAS","GO:0016477, GO:0099560, GO:0006027, GO:0006024, GO:1905475, GO:0009966, GO:1905606, GO:0016055, GO:0098696, GO:0001523"," Polymorphism,  GPI-anchor,  Heparan sulfate,  Proteoglycan,  Lipoprotein,  Phosphoprotein,  Secreted,  Cell membrane,  Deafness, Alternative splicing,  Signal,  Membrane, Mental retardation, Reference proteome,  Disease mutation, Glycoprotein"
P23763_MOUSE,VAMP1_HUMAN,Vesicle-associated membrane protein 1,Homo sapiens (Human),"cell surface IEA, specific granule membrane IDA, plasma membrane IBA, SNARE complex IBA, neuron projection IEA, cytosol TAS, mitochondrial outer membrane IEA, tertiary granule membrane IDA, synaptic vesicle membrane TAS, integral component of plasma membrane TAS","GO:0005887, GO:0070821, GO:0031201, GO:0005741, GO:0005886, GO:0009986, GO:0030672, GO:0035579, GO:0043005, GO:0005829","syntaxin binding IBA, SNAP receptor activity IBA","GO:0019905, GO:0005484","SNARE complex assembly IBA, vesicle fusion IBA","GO:0006906, GO:0035493"," Transmembrane,  Cell junction,  Reference proteome, Alternative splicing,  Synaptosome,  Cytoplasmic vesicle, Membrane, Congenital myasthenic syndrome,  Mitochondrion,  Mitochondrion outer membrane, Phosphoprotein,  Synapse,  Disease mutation,  Neurodegeneration,  Coiled coil, Transmembrane helix"
Q3UXZ6_MOUSE,FA81A_MOUSE,Protein FAM81A,Mus musculus (Mouse),,,,,,,"Coiled coil,  Reference proteome"
P62136_MOUSE,PP1A_HUMAN,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Homo sapiens (Human),"cytoplasm IDA, PTW/PP1 phosphatase complex IDA, protein phosphatase type 1 complex IEA, nucleolus IEA, nucleoplasm IDA, extracellular exosome HDA, glycogen granule IEA, perikaryon IEA, nucleus IDA, plasma membrane IDA, dendritic spine IEA, presynapse IEA, cytosol IDA, adherens junction IDA","GO:0005912, GO:0042587, GO:0005737, GO:0005634, GO:0043204, GO:0005886, GO:0005730, GO:0072357, GO:0098793, GO:0070062, GO:0000164, GO:0043197, GO:0005654, GO:0005829","phosphatase activity ISS, metal ion binding IEA, cadherin binding involved in cell-cell adhesion IDA, protein phosphatase 1 binding IEA, protein serine/threonine phosphatase activity IBA, ribonucleoprotein complex binding IEA, phosphoprotein phosphatase activity ISS","GO:0043021, GO:0004721, GO:0008157, GO:0046872, GO:0004722, GO:0098641, GO:0016791","entrainment of circadian clock by photoperiod ISS, cell division IEA, cell cycle IEA, negative regulation of protein binding ISS, viral process IEA, positive regulation of extrinsic apoptotic signaling pathway in absence of ligand IEA, circadian regulation of gene expression ISS, lung development IEA, peptidyl-threonine dephosphorylation TAS, response to lead ion ISS, protein dephosphorylation IMP, regulation of canonical Wnt signaling pathway IC, branching morphogenesis of an epithelial tube IEA, beta-catenin destruction complex disassembly ISS, peptidyl-serine dephosphorylation TAS, regulation of circadian rhythm IMP, glycogen metabolic process IEA, dephosphorylation IDA, regulation of glycogen catabolic process IEA, regulation of glycogen biosynthetic process IEA, regulation of translational initiation by eIF2 alpha dephosphorylation ISS","GO:0042752, GO:0005979, GO:0060828, GO:0036496, GO:0010288, GO:0016032, GO:0006470, GO:1904886, GO:0051301, GO:0030324, GO:0043153, GO:0032091, GO:0048754, GO:0007049, GO:2001241, GO:0035970, GO:0016311, GO:0005977, GO:0005981, GO:0032922, GO:0070262"," Hydrolase,  Alternative splicing,  Direct protein sequencing,  Nucleus, Metal-binding,  Cell division,  Phosphoprotein, Cell cycle, Glycogen metabolism,  Manganese,  Carbohydrate metabolism,  Host-virus interaction, 3D-structure,  Cytoplasm, Reference proteome,  Acetylation,  Protein phosphatase"
Q01433_MOUSE,AMPD2_HUMAN,AMP deaminase 2,Homo sapiens (Human),cytosol IDA,GO:0005829,"metal ion binding IEA, identical protein binding IPI, AMP deaminase activity IGI","GO:0042802, GO:0003876, GO:0046872","cyclic purine nucleotide metabolic process IMP, IMP biosynthetic process IGI, IMP salvage IEA, purine-containing compound salvage TAS, energy homeostasis IGI, AMP metabolic process IBA","GO:0043101, GO:0006188, GO:0046033, GO:0032264, GO:0052652, GO:0097009"," Hydrolase,  Alternative splicing,  Polymorphism,  Phosphoprotein, Neurodegeneration,  Nucleotide metabolism,  Methylation,  Zinc,  Metal-binding, 3D-structure, Reference proteome,  Disease mutation, Hereditary spastic paraplegia"
O60262_MOUSE,FT,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,Homo sapiens (Human),"heterotrimeric G-protein complex IBA, extracellular exosome HDA, G-protein beta/gamma-subunit complex IBA, plasma membrane TAS","GO:0070062, GO:0031680, GO:0005886, GO:0005834",G-protein beta-subunit binding IBA,GO:0031681,"regulation of G protein-coupled receptor signaling pathway TAS, G protein-coupled receptor signaling pathway IBA","GO:0008277, GO:0007186"," Lipoprotein, Acetylation,  Cell membrane,  Reference proteome, Prenylation,  Transducer,  Methylation,  Membrane"
Q3TVA9_MOUSE,CC136_MOUSE,Coiled-coil domain-containing protein 136,Mus musculus (Mouse),"mitochondrion HDA, integral component of membrane IEA, acrosomal membrane IMP","GO:0002080, GO:0005739, GO:0016021",,,"spermatogenesis IMP, acrosome assembly IMP, single fertilization IMP","GO:0001675, GO:0007283, GO:0007338","Spermatogenesis, Fertilization,  Phosphoprotein,  Transmembrane,  Reference proteome, Alternative splicing,  Membrane,  Cytoplasmic vesicle,  Transmembrane helix,  Coiled coil,  Differentiation"
P17105_MOUSE,IP3KA_RAT,Inositol-trisphosphate 3-kinase A,Rattus norvegicus (Rat),"cytoplasm IBA, nucleus IBA, dendritic spine IDA","GO:0005634, GO:0005737, GO:0043197","inositol-1,4,5-trisphosphate 3-kinase activity IDA, ATP binding IEA, calmodulin binding IEA, kinase activity IBA, Rac GTPase binding IDA, inositol hexakisphosphate kinase activity IBA, calmodulin-dependent protein kinase activity IDA","GO:0005516, GO:0016301, GO:0004683, GO:0008440, GO:0000828, GO:0048365, GO:0005524","actin cytoskeleton organization IMP, positive regulation of dendritic spine morphogenesis IMP, dendritic spine maintenance IMP, inositol phosphate biosynthetic process IBA, inositol metabolic process ISO, regulation of synaptic plasticity ISO, phosphatidylinositol phosphorylation IBA","GO:0097062, GO:0030036, GO:0032958, GO:0048167, GO:0061003, GO:0046854, GO:0006020"," Nucleotide-binding,  Phosphoprotein,  Calmodulin-binding,  Methylation,  Transferase,  ATP-binding, 3D-structure, Reference proteome, Kinase,  Direct protein sequencing"
D3K0R6_MOUSE,AT2B4_BOVIN,Plasma membrane calcium-transporting ATPase 4 {ECO:0000305},Bos taurus (Bovine),"integral component of membrane IEA, Z disc IEA, sperm flagellum ISS, intracellular membrane-bounded organelle IBA, T-tubule IEA","GO:0030315, GO:0043231, GO:0016021, GO:0036126, GO:0030018","ATP binding IEA, metal ion binding IEA, PDZ domain binding IBA, nitric-oxide synthase inhibitor activity IEA, calmodulin binding IEA, calcium transmembrane transporter activity, phosphorylative mechanism IBA, protein phosphatase 2B binding IEA, calcium-dependent protein binding IEA, nitric-oxide synthase binding IEA, ATPase-coupled cation transmembrane transporter activity IBA","GO:0005516, GO:0005388, GO:0030346, GO:0046872, GO:0050998, GO:0036487, GO:0005524, GO:0048306, GO:0030165, GO:0019829","positive regulation of cAMP-dependent protein kinase activity IEA, response to hydrostatic pressure IEA, cellular response to acetylcholine ISS, cellular calcium ion homeostasis ISS, urinary bladder smooth muscle contraction ISS, regulation of cytosolic calcium ion concentration IBA, negative regulation of arginine catabolic process IEA, negative regulation of gene expression IEA, negative regulation of calcineurin-NFAT signaling cascade IEA, negative regulation of the force of heart contraction IEA, positive regulation of protein localization to plasma membrane IEA, negative regulation of cellular response to vascular endothelial growth factor stimulus IEA, flagellated sperm motility ISS, positive regulation of peptidyl-serine phosphorylation IEA, negative regulation of nitric oxide biosynthetic process IEA, cellular response to epinephrine stimulus IEA, negative regulation of blood vessel endothelial cell migration IEA, negative regulation of nitric oxide mediated signal transduction IEA, calcium ion export IEA, negative regulation of cardiac muscle hypertrophy in response to stress IEA, negative regulation of nitric-oxide synthase activity IEA, regulation of transcription by RNA polymerase II IEA, negative regulation of angiogenesis IEA, negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process IEA, negative regulation of citrulline biosynthetic process IEA, regulation of cell cycle G1/S phase transition IEA","GO:1903078, GO:1900082, GO:0043537, GO:1905145, GO:0071872, GO:0014832, GO:1903243, GO:0030317, GO:0045019, GO:0140199, GO:0010751, GO:0006357, GO:1901660, GO:0006874, GO:1902548, GO:1902806, GO:2000481, GO:1903249, GO:0051001, GO:0033138, GO:0051599, GO:0016525, GO:0010629, GO:0051480, GO:0098736, GO:0070885"," Nucleotide-binding,  Flagellum,  Cell projection,  Transmembrane,  Cell membrane,  Reference proteome, Alternative splicing,  Cilium,  Magnesium, Calmodulin-binding,  Membrane,  Translocase, Ion transport,  ATP-binding,  Metal-binding, Phosphoprotein,  Transport, Transmembrane helix,  Calcium,  Calcium transport"
Q8VHW2_MOUSE,CCG8_MOUSE,Voltage-dependent calcium channel gamma-8 subunit,Mus musculus (Mouse),"AMPA glutamate receptor complex ISS, integral component of postsynaptic density membrane ISO, postsynaptic density membrane IBA, postsynaptic membrane ISO, glutamatergic synapse IDA, postsynaptic density IDA, Schaffer collateral - CA1 synapse IDA, L-type voltage-gated calcium channel complex IDA, dendrite membrane ISO","GO:0014069, GO:0098839, GO:0032281, GO:0098685, GO:0098978, GO:0099061, GO:0032590, GO:1990454, GO:0045211","voltage-gated calcium channel activity IBA, channel regulator activity IBA, calcium channel regulator activity IDA, protein phosphatase 2B binding ISO, ionotropic glutamate receptor binding ISO","GO:0035255, GO:0005246, GO:0005245, GO:0016247, GO:0030346","transmission of nerve impulse IBA, neurotransmitter receptor internalization IBA, regulation of AMPA receptor activity IDA, positive regulation of synaptic transmission, glutamatergic IBA, postsynaptic neurotransmitter receptor diffusion trapping IBA, neurotransmitter receptor transport, postsynaptic endosome to lysosome IBA, positive regulation of AMPA receptor activity ISO, regulation of postsynaptic membrane neurotransmitter receptor levels IDA","GO:0051968, GO:2000311, GO:0098970, GO:0099590, GO:2000969, GO:0098943, GO:0019226, GO:0099072","Transmembrane,  Lipoprotein, Ion channel,  Voltage-gated channel,  Cell junction, Calcium,  Cell membrane,  Calcium channel,  Postsynaptic cell membrane,  Reference proteome,  Membrane,  Palmitate, Phosphoprotein,  Transport,  Synapse,  Transmembrane helix,  Calcium transport,  Ion transport"
A0A1L8G0S8_MOUSE,A0A1L8G0S8_XENLA,Histone H4 {ECO:0000256|RuleBase:RU000528},Xenopus laevis (African clawed frog),"nucleosome IEA, nucleus IEA","GO:0000786, GO:0005634","DNA binding IEA, protein heterodimerization activity IEA","GO:0003677, GO:0046982","DNA-templated transcription, initiation IEA",GO:0006352,"DNA-binding {ECO:0000256|ARBA:ARBA00023269, ECO:0000256|RuleBase:RU000528}, Nucleus {ECO:0000256|ARBA:ARBA00023242, ECO:0000256|RuleBase:RU000528}, Reference proteome {ECO:0000313|Proteomes:UP000186698}, ECO:0000256|RuleBase:RU000528}, Hydroxylation {ECO:0000256|ARBA:ARBA00023278}, Nucleosome core {ECO:0000256|ARBA:ARBA00023269,, Methylation {ECO:0000256|ARBA:ARBA00022481}, Citrullination {ECO:0000256|ARBA:ARBA00022934}, Ubl conjugation {ECO:0000256|ARBA:ARBA00022843}, Chromosome {ECO:0000256|ARBA:ARBA00023269, ECO:0000256|RuleBase:RU000528}, Isopeptide bond {ECO:0000256|ARBA:ARBA00022499}"
