Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q8K354,CBR3_MOUSE,Carbonyl reductase [NADPH] 3,Mus musculus (Mouse),"nucleoplasm ISO, cytosol ISO","GO:0005654, GO:0005829","carbonyl reductase (NADPH) activity ISO, NADPH binding ISO, 3-keto sterol reductase activity ISO","GO:0004090, GO:0070402, GO:0000253","cognition ISO, phylloquinone catabolic process ISO","GO:0042376, GO:0050890","Reference proteome,  Cytoplasm,  NADP,  Phosphoprotein,  Oxidoreductase, Acetylation"
P23198,CBX3_MOUSE,Chromobox protein homolog 3,Mus musculus (Mouse),"condensed chromosome, centromeric region IDA, nucleus IDA, nuclear envelope IDA, spindle ISO, chromatin IDA, chromocenter IDA, chromosome, centromeric region ISO, nuclear heterochromatin IDA, senescence-associated heterochromatin focus ISO, nucleoplasm TAS, site of DNA damage ISS, nuclear euchromatin ISO, nuclear pericentric heterochromatin IDA","GO:0010369, GO:0000785, GO:0031618, GO:0005720, GO:0005654, GO:0005719, GO:0000779, GO:0035985, GO:0005634, GO:0005635, GO:0090734, GO:0000775, GO:0005819","transcription regulatory region sequence-specific DNA binding IDA, histone methyltransferase binding ISO, protein domain specific binding ISO, enzyme binding ISO, identical protein binding ISO","GO:0019904, GO:1990226, GO:0019899, GO:0000976, GO:0042802","rhythmic process IEA, cellular response to DNA damage stimulus ISS, chromatin organization IEA, negative regulation of transcription, DNA-templated IDA","GO:0045892, GO:0006974, GO:0006325, GO:0048511","Reference proteome,  Nucleus,  Biological rhythms,  Phosphoprotein,  Repeat, Transcription regulation,  Chromatin regulator,  Repressor,  Transcription, Direct protein sequencing,  Isopeptide bond,  Ubl conjugation, Acetylation"
Q61686,CBX5_MOUSE,Chromobox protein homolog 5,Mus musculus (Mouse),"histone methyltransferase complex IDA, kinetochore IDA, pericentric heterochromatin IDA, nucleus IDA, nucleolus IDA, ribonucleoprotein complex ISS, histone deacetylase complex IDA, transcription repressor complex IDA, nuclear heterochromatin IDA, chromocenter IDA, nucleoplasm ISO, site of DNA damage ISS, heterochromatin IDA, protein-containing complex ISO, nuclear chromosome, telomeric region IDA, PML body IEA","GO:0000784, GO:0000776, GO:0010369, GO:0035097, GO:0005721, GO:0032991, GO:0000118, GO:0000792, GO:0005720, GO:0005654, GO:1990904, GO:0016605, GO:0005634, GO:0090734, GO:0017053, GO:0005730","protein-macromolecule adaptor activity IPI, chromatin binding IDA, methylated histone binding IPI, repressing transcription factor binding IPI, ribonucleoprotein complex binding ISS, histone deacetylase binding IPI, identical protein binding IPI, protein-containing complex binding ISS","GO:0070491, GO:0003682, GO:0042826, GO:0044877, GO:0030674, GO:0042802, GO:0043021, GO:0035064","negative regulation of transcription, DNA-templated IDA, cellular response to DNA damage stimulus ISS, negative regulation of transcription by RNA polymerase II ISS","GO:0045892, GO:0006974, GO:0000122"," Phosphoprotein,  Repeat, Nucleus,  Centromere, 3D-structure,  Reference proteome,  Chromosome,  Acetylation,  Isopeptide bond,  Ubl conjugation"
Q8C6E0,CFA36_MOUSE,Cilia- and flagella-associated protein 36 {ECO:0000312|MGI:MGI:1913994},Mus musculus (Mouse),"ciliary transition zone ISO, nucleus IEA, axoneme IBA, motile cilium IEA, ciliary base IDA","GO:0031514, GO:0097546, GO:0005930, GO:0005634, GO:0035869",protein N-terminus binding IMP,GO:0047485,,," Cytoplasm,  Cell projection,  Flagellum,  Coiled coil,  Phosphoprotein, Nucleus, 3D-structure,  Reference proteome,  Cilium"
Q8CI71,VPS50_MOUSE,Syndetin {ECO:0000250|UniProtKB:Q96JG6},Mus musculus (Mouse),"membrane ISS, recycling endosome ISS, perinuclear region of cytoplasm ISO, EARP complex ISS, cytosol IEA","GO:0016020, GO:0005829, GO:0055037, GO:1990745, GO:0048471",SNARE binding ISO,GO:0000149,"endocytic recycling IDA, protein transport IEA","GO:0015031, GO:0032456"," Protein transport, Membrane,  Endosome,  Transport,  Coiled coil,  Phosphoprotein,  Reference proteome,  Alternative splicing,  Isopeptide bond, Acetylation, Ubl conjugation"
Q8BXX9,CC169_MOUSE,Coiled-coil domain-containing protein 169,Mus musculus (Mouse),,,,,,,"Alternative splicing,  Coiled coil,  Reference proteome"
Q3UHB8,CC177_MOUSE,Coiled-coil domain-containing protein 177,Mus musculus (Mouse),,,,,,,"Coiled coil,  Phosphoprotein,  Reference proteome"
Q8VEK0,FT,Cell cycle control protein 50A {ECO:0000305},Mus musculus (Mouse),"plasma membrane ISO, membrane IBA, Golgi apparatus IBA, endoplasmic reticulum ISO, transport vesicle membrane IEA, apical plasma membrane IEA, integral component of membrane IEA","GO:0016020, GO:0005783, GO:0030658, GO:0016324, GO:0016021, GO:0005794, GO:0005886",aminophospholipid flippase activity ISO,GO:0015247,"positive regulation of protein exit from endoplasmic reticulum ISO, aminophospholipid transport ISO, protein localization to endosome ISO, positive regulation of neuron projection development IDA, phospholipid translocation IMP, drug transmembrane transport ISO","GO:0010976, GO:0070863, GO:0036010, GO:0045332, GO:0015917, GO:0006855"," Membrane, Reference proteome, Glycoprotein,  Lipid transport,  Transmembrane,  Transport,  Golgi apparatus,  Cell membrane,  Transmembrane helix,  Cytoplasmic vesicle,  Disulfide bond, Acetylation"
Q8VDP4,CCAR2_MOUSE,Cell cycle and apoptosis regulator protein 2,Mus musculus (Mouse),"nuclear chromatin ISS, nucleus ISS, DBIRD complex ISS, nucleoplasm ISO, mitochondrial matrix ISO, cytoplasm ISS","GO:0005759, GO:0044609, GO:0000790, GO:0005654, GO:0005634, GO:0005737","enzyme binding ISO, RNA polymerase II complex binding ISS, nuclear receptor transcription coactivator activity IBA, enzyme inhibitor activity IDA","GO:0000993, GO:0019899, GO:0004857, GO:0030374","Wnt signaling pathway IEA, positive regulation of canonical Wnt signaling pathway ISS, regulation of transcription, DNA-templated IBA, positive regulation of apoptotic process ISS, negative regulation of transcription, DNA-templated ISS, RNA splicing ISS, negative regulation of catalytic activity IMP, regulation of protein stability ISS, negative regulation of cell growth ISS, regulation of circadian rhythm IMP, negative regulation of proteasomal ubiquitin-dependent protein catabolic process ISS, mRNA processing IEA, positive regulation of DNA damage checkpoint ISS, cellular response to DNA damage stimulus IEA, response to UV ISS, rhythmic process IEA, cell cycle IEA, regulation of protein deacetylation ISO, mitochondrial fragmentation involved in apoptotic process ISO, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage ISS, regulation of DNA-templated transcription, elongation ISS","GO:0007049, GO:1902230, GO:0031647, GO:0090263, GO:0045892, GO:0048511, GO:0006355, GO:0032435, GO:0008380, GO:0090311, GO:0016055, GO:0006397, GO:0043086, GO:0043653, GO:0030308, GO:0006974, GO:2000003, GO:0032784, GO:0009411, GO:0042752, GO:0043065"," Biological rhythms, Isopeptide bond,  Direct protein sequencing,  DNA damage,  Ubl conjugation,  mRNA processing,  Phosphoprotein,  Cell cycle,  Activator,  Repressor,  Cytoplasm,  Nucleus, Coiled coil,  Metalloenzyme inhibitor,  Tumor suppressor, Wnt signaling pathway,  Transcription regulation, Transcription,  Methylation,  Reference proteome,  Apoptosis, mRNA splicing, Acetylation"
Q8C9M2,CCD15_MOUSE,Coiled-coil domain-containing protein 15,Mus musculus (Mouse),centrosome ISO,GO:0005813,,,,,"Alternative splicing,  Coiled coil,  Reference proteome"
Q8R2G6,CCD80_MOUSE,Coiled-coil domain-containing protein 80,Mus musculus (Mouse),"interstitial matrix IDA, extracellular matrix IDA, basement membrane IDA","GO:0005604, GO:0031012, GO:0005614","glycosaminoglycan binding IDA, heparin binding IDA, fibronectin binding IDA","GO:0008201, GO:0001968, GO:0005539","extracellular matrix organization IDA, response to bacterium IEP, positive regulation of cell-substrate adhesion IDA","GO:0030198, GO:0010811, GO:0009617"," Signal,  Secreted, Coiled coil, Phosphoprotein,  Glycoprotein,  Reference proteome,  Extracellular matrix,  Isopeptide bond,  Ubl conjugation"
D3YZP9,CCDC6_MOUSE,Coiled-coil domain-containing protein 6,Mus musculus (Mouse),"cytoskeleton IEA, cytosol ISO","GO:0005829, GO:0005856","identical protein binding ISO, SH3 domain binding IEA","GO:0042802, GO:0017124",,," Cytoplasm,  Methylation,  Coiled coil,  Phosphoprotein,  Chromosomal rearrangement, SH3-binding,  Reference proteome, Cytoskeleton,  Repeat, Acetylation"
Q8BGU5,FT,Cyclin-Y,Mus musculus (Mouse),"cytoplasm IBA, plasma membrane ISS, nucleus ISO, cytoplasmic cyclin-dependent protein kinase holoenzyme complex ISS","GO:0000308, GO:0005737, GO:0005634, GO:0005886","protein kinase binding IEA, cyclin-dependent protein serine/threonine kinase regulator activity ISS","GO:0019901, GO:0016538","regulation of canonical Wnt signaling pathway ISS, positive regulation of cyclin-dependent protein serine/threonine kinase activity ISS, G2/M transition of mitotic cell cycle ISS, Wnt signaling pathway IEA, cell division IEA","GO:0060828, GO:0016055, GO:0051301, GO:0045737, GO:0000086","Alternative splicing, Lipoprotein,  Cell membrane,  Phosphoprotein,  Cell cycle,  Cell division,  Wnt signaling pathway,  Reference proteome,  Membrane,  Myristate,  Cyclin, Ubl conjugation"
Q9WU84,FT,Copper chaperone for superoxide dismutase,Mus musculus (Mouse),"mitochondrial intermembrane space TAS, cytoplasm ISO, extracellular space IBA, extracellular region IBA, nucleus ISO","GO:0005615, GO:0005576, GO:0005634, GO:0005758, GO:0005737","enzyme binding ISO, copper ion binding ISO, superoxide dismutase activity IBA","GO:0005507, GO:0019899, GO:0004784","removal of superoxide radicals IBA, positive regulation of oxidoreductase activity IMP, metal ion transport IEA","GO:0019430, GO:0030001, GO:0051353"," Cytoplasm, Chaperone,  Phosphoprotein,  Zinc, Metal-binding,  Reference proteome,  Copper,  Disulfide bond,  Isopeptide bond,  Ubl conjugation"
Q61081,CDC37_MOUSE,Hsp90 co-chaperone Cdc37,Mus musculus (Mouse),"cytosol IDA, cytoplasm ISO, HSP90-CDC37 chaperone complex IDA, ruffle membrane ISO, chaperone complex ISO, protein-containing complex ISO","GO:0005829, GO:0032991, GO:0032587, GO:1990565, GO:0101031, GO:0005737","kinase binding IPI, unfolded protein binding IBA, mitogen-activated protein kinase kinase kinase binding ISO, chaperone binding ISO, scaffold protein binding ISO, protein C-terminus binding ISO, heat shock protein binding ISO, Hsp90 protein binding IDA, protein kinase B binding ISO, protein kinase binding ISO","GO:0097110, GO:0019900, GO:0019901, GO:0051879, GO:0051087, GO:0008022, GO:0051082, GO:0043422, GO:0031072, GO:0031435","regulation of protein kinase activity IDA, regulation of interferon-gamma-mediated signaling pathway ISO, posttranscriptional regulation of gene expression IDA, positive regulation of mitophagy in response to mitochondrial depolarization IDA, regulation of type I interferon-mediated signaling pathway ISO, protein folding IBA, protein stabilization IBA","GO:0060334, GO:0050821, GO:0010608, GO:0060338, GO:0045859, GO:0006457, GO:0098779"," Cytoplasm,  Phosphoprotein,  Chaperone,  Reference proteome, Acetylation, Ubl conjugation"
Q8VDP6,CDIPT_MOUSE,CDP-diacylglycerol--inositol 3-phosphatidyltransferase {ECO:0000305},Mus musculus (Mouse),"plasma membrane IEA, Golgi apparatus IBA, endoplasmic reticulum membrane IEA, integral component of membrane ISS","GO:0005886, GO:0005789, GO:0005794, GO:0016021","CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity ISS, diacylglycerol binding ISO, carbohydrate binding ISO, manganese ion binding ISO, alcohol binding ISO","GO:0003881, GO:0030246, GO:0030145, GO:0019992, GO:0043178","phosphatidylinositol biosynthetic process ISS, CDP-diacylglycerol metabolic process ISO","GO:0006661, GO:0046341"," Phospholipid metabolism, Phospholipid biosynthesis, Transferase,  Endoplasmic reticulum,  Transmembrane,  Lipid metabolism,  Transmembrane helix, Cell membrane, Lipid biosynthesis,  Manganese,  Reference proteome,  Direct protein sequencing,  Membrane,  Magnesium"
Q3UTQ8,CDKL5_MOUSE,Cyclin-dependent kinase-like 5 {ECO:0000305},Mus musculus (Mouse),"postsynaptic density, intracellular component ISO, glutamatergic synapse ISO, synapse ISO, ciliary tip ISS, ruffle membrane IEA, nucleus ISO, centrosome ISS, perinuclear region of cytoplasm ISO, dendrite cytoplasm ISO, ciliary basal body ISS, dendritic growth cone ISO","GO:0044294, GO:0036064, GO:0032839, GO:0005813, GO:0098978, GO:0005634, GO:0097542, GO:0032587, GO:0099092, GO:0045202, GO:0048471","ATP binding ISO, cyclin-dependent protein serine/threonine kinase activity IEA, protein kinase activity ISO, kinase activity ISO, Rac GTPase binding ISO","GO:0005524, GO:0048365, GO:0004693, GO:0016301, GO:0004672","regulation of cilium assembly ISS, positive regulation of dendritic spine development ISO, positive regulation of dendrite morphogenesis ISO, positive regulation of GTPase activity ISO, protein autophosphorylation ISO, positive regulation of axon extension ISO, regulation of postsynapse organization ISO, regulation of dendrite development ISO, neuron migration ISO, protein phosphorylation IBA","GO:0099175, GO:0050773, GO:1902017, GO:0043547, GO:0001764, GO:0050775, GO:0060999, GO:0046777, GO:0006468, GO:0045773","Reference proteome,  Cytoplasm, Alternative splicing,  Cell projection,  Nucleus,  Transferase,  Nucleotide-binding,  ATP-binding,  Phosphoprotein,  Serine/threonine-protein kinase,  Kinase, Cytoskeleton"
P46414,CDN1B_MOUSE,Cyclin-dependent kinase inhibitor 1B,Mus musculus (Mouse),"cytosol IDA, nucleus IDA, Cul4A-RING E3 ubiquitin ligase complex IEA, endosome IEA, intracellular membrane-bounded organelle ISO, nucleoplasm ISO, cytoplasm IDA, protein-containing complex ISO","GO:0043231, GO:0005768, GO:0005829, GO:0031464, GO:0032991, GO:0005654, GO:0005634, GO:0005737","cyclin binding IDA, chaperone binding ISO, protein-containing complex binding ISO, protein kinase inhibitor activity ISO, protein phosphatase binding ISO, Hsp70 protein binding ISO, protein kinase binding ISO, cyclin-dependent protein serine/threonine kinase inhibitor activity IDA","GO:0019903, GO:0004860, GO:0030332, GO:0019901, GO:0051087, GO:0044877, GO:0004861, GO:0030544","cellular response to lithium ion ISO, negative regulation of mitotic cell cycle ISO, negative regulation of cyclin-dependent protein serine/threonine kinase activity IDA, response to amino acid IEA, response to cadmium ion IEA, negative regulation of cyclin-dependent protein kinase activity ISO, positive regulation of microtubule polymerization IGI, negative regulation of cell cycle ISO, negative regulation of cell population proliferation IMP, response to glucose IEA, negative regulation of epithelial cell proliferation IMP, regulation of cell cycle G1/S phase transition ISO, negative regulation of phosphorylation ISO, regulation of lens fiber cell differentiation IGI, regulation of exit from mitosis IGI, autophagic cell death ISO, negative regulation of cell growth ISO, cellular response to organic cyclic compound IDA, heart development IMP, response to peptide hormone IEA, negative regulation of cardiac muscle tissue regeneration IMP, negative regulation of vascular associated smooth muscle cell proliferation ISO, inner ear development IMP, cell cycle arrest IDA, negative regulation of transcription, DNA-templated ISO, negative regulation of cellular component movement IDA, negative regulation of kinase activity ISO, response to hypoxia IEA, Notch signaling pathway IDA, response to estradiol IEA, cell death ISO, placenta development IGI, G1/S transition of mitotic cell cycle IDA, negative regulation of apoptotic process IMP, regulation of cyclin-dependent protein serine/threonine kinase activity ISO, negative regulation of epithelial cell proliferation involved in prostate gland development IMP, response to drug IEA, sensory perception of sound IMP, positive regulation of cell population proliferation IMP, positive regulation of protein catabolic process IEA, positive regulation of cyclin-dependent protein serine/threonine kinase activity ISO, potassium ion transport IGI, mitotic cell cycle arrest IMP, cellular response to antibiotic IDA, positive regulation of cell death ISO","GO:0009749, GO:0000079, GO:0045930, GO:0045892, GO:0071236, GO:1904030, GO:1904706, GO:0048839, GO:0042493, GO:0007050, GO:0043200, GO:0032355, GO:0043066, GO:0007219, GO:0046686, GO:0060770, GO:0042326, GO:0031116, GO:0045732, GO:0006813, GO:0007096, GO:0030308, GO:0033673, GO:0007605, GO:0001890, GO:0045737, GO:1902746, GO:0071285, GO:0008284, GO:1902806, GO:0043434, GO:0007507, GO:0045736, GO:0071407, GO:0071850, GO:0008219, GO:0050680, GO:0045786, GO:0008285, GO:0048102, GO:0051271, GO:0000082, GO:0010942, GO:1905179, GO:0001666"," Cytoplasm,  Nucleus,  Endosome,  Phosphoprotein,  Reference proteome, Protein kinase inhibitor, Cell cycle,  Ubl conjugation"
Q99L43,CDS2_MOUSE,Phosphatidate cytidylyltransferase 2 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum IDA, endoplasmic reticulum membrane IBA, integral component of membrane ISS","GO:0005789, GO:0005783, GO:0016021",phosphatidate cytidylyltransferase activity ISS,GO:0004605,"lipid droplet formation IMP, phototransduction TAS, CDP-diacylglycerol biosynthetic process ISS, glycosylation NAS","GO:0140042, GO:0007602, GO:0016024, GO:0070085"," Phospholipid metabolism, Nucleotidyltransferase,  Transferase,  Transmembrane,  Phospholipid biosynthesis, Phosphoprotein,  Lipid biosynthesis,  Reference proteome,  Lipid metabolism,  Membrane, Endoplasmic reticulum, Transmembrane helix"
Q6A065,CE170_MOUSE,Centrosomal protein of 170 kDa,Mus musculus (Mouse),"microtubule IEA, cytosol ISO, mitotic spindle ISO, centrosome ISO, centriolar subdistal appendage ISO, centriole IDA","GO:0005874, GO:0005813, GO:0005829, GO:0120103, GO:0005814, GO:0072686",,,,," Cytoplasm, Alternative splicing,  Microtubule,  Coiled coil, Phosphoprotein,  Cytoskeleton,  Reference proteome"
Q99MX7,T121B_MOUSE,Transmembrane protein 121B {ECO:0000250|UniProtKB:Q9BXQ6},Mus musculus (Mouse),,,,,,,"Phosphoprotein,  Reference proteome"
Q91ZI0,FT,Cadherin EGF LAG seven-pass G-type receptor 3,Mus musculus (Mouse),"plasma membrane IEA, integral component of membrane IEA","GO:0005886, GO:0016021","G protein-coupled receptor activity IEA, calcium ion binding IEA","GO:0004930, GO:0005509","axonal fasciculation IMP, dopaminergic neuron axon guidance IMP, cilium assembly IGI, planar cell polarity pathway involved in axon guidance IMP, serotonergic neuron axon guidance IMP, regulation of protein localization IGI, homophilic cell adhesion via plasma membrane adhesion molecules IEA, regulation of protein phosphorylation IMP, cell-cell adhesion IBA, neuron migration IMP","GO:0007413, GO:0098609, GO:0060271, GO:0036514, GO:0001764, GO:0007156, GO:1904938, GO:0032880, GO:0036515, GO:0001932"," Membrane,  Developmental protein,  Receptor, Reference proteome,  Signal,  Transducer,  Transmembrane, Transmembrane helix,  Cell membrane,  Phosphoprotein, Calcium,  Glycoprotein, Laminin EGF-like domain,  Disulfide bond,  Repeat,  G-protein coupled receptor, EGF-like domain,  Hydroxylation"
Q6RT24,FT,Centromere-associated protein E {ECO:0000312|EMBL:AAR85498.1},Mus musculus (Mouse),"kinetochore IDA, spindle midzone ISO, microtubule cytoskeleton ISO, condensed nuclear chromosome kinetochore IDA, cytosol ISO, mitotic spindle midzone ISO, condensed chromosome outer kinetochore IDA, condensed chromosome, centromeric region ISO, kinetochore microtubule ISO, chromosome, centromeric region ISO, nucleoplasm ISO, chromosome ISO, nucleus ISO, microtubule ISO, midbody ISO","GO:0005694, GO:0005828, GO:0005874, GO:0030496, GO:0000776, GO:0000940, GO:1990023, GO:0005829, GO:0051233, GO:0005654, GO:0015630, GO:0000779, GO:0005634, GO:0000775, GO:0000778","kinetochore binding IDA, ATP binding IEA, microtubule binding ISO, microtubule motor activity ISO, protein kinase binding IPI","GO:0005524, GO:0019901, GO:0043515, GO:0008017, GO:0003777","microtubule plus-end directed mitotic chromosome migration ISO, mitotic chromosome movement towards spindle pole ISO, positive regulation of mitotic metaphase/anaphase transition IMP, positive regulation of attachment of spindle microtubules to kinetochore IMP, mitotic spindle organization ISO, attachment of spindle microtubules to kinetochore IMP, mitotic spindle assembly checkpoint IMP, lateral attachment of mitotic spindle microtubules to kinetochore ISS, regulation of mitotic nuclear division IMP, kinetochore assembly ISO, mitotic cell cycle ISO, regulation of developmental process IMP, positive regulation of chromosome segregation IMP, multicellular organism development IEA, attachment of mitotic spindle microtubules to kinetochore ISS, establishment of protein localization IMP, metaphase plate congression ISS, cell division IEA, positive regulation of protein kinase activity IDA, mitotic metaphase plate congression ISS, regulation of mitotic metaphase/anaphase transition ISO, chromosome segregation ISO","GO:0007088, GO:0051301, GO:0007059, GO:0008608, GO:0000278, GO:0045860, GO:0007052, GO:0007079, GO:0051315, GO:0007080, GO:0007094, GO:0051987, GO:0051984, GO:0051382, GO:0030071, GO:0007275, GO:0045184, GO:0051310, GO:0045842, GO:0099606, GO:0099607, GO:0050793"," Developmental protein,  Cytoplasm,  Kinetochore,  Nucleotide-binding, Lipoprotein,  Methylation, Coiled coil,  Motor protein,  Cell cycle, Phosphoprotein,  Cell division,  Cytoskeleton,  Prenylation,  Centromere, ATP-binding,  Reference proteome,  Chromosome,  Mitosis,  Ubl conjugation"
Q9CQA0,CENPM_MOUSE,Centromere protein M,Mus musculus (Mouse),"condensed chromosome kinetochore IEA, cytosol ISO, nucleus IEA","GO:0005829, GO:0005634, GO:0000777",,,,," Cytoplasm, Alternative splicing,  Kinetochore, Nucleus,  Centromere,  Reference proteome,  Chromosome"
Q9CXS4,CENPV_MOUSE,Centromere protein V,Mus musculus (Mouse),"microtubule cytoskeleton ISO, kinetochore ISS, cytosol ISO, spindle midzone ISS, nucleoplasm ISO, midbody ISO, condensed chromosome kinetochore IEA, nucleus ISS","GO:0030496, GO:0000776, GO:0005829, GO:0000777, GO:0051233, GO:0005654, GO:0005634, GO:0015630","carbon-sulfur lyase activity IEA, metal ion binding IEA","GO:0046872, GO:0016846","positive regulation of cytokinesis ISS, ameboidal-type cell migration ISO, regulation of chromosome organization ISS, cell division IEA, pericentric heterochromatin assembly ISS, centromere complex assembly ISS, cell cycle IEA","GO:0007049, GO:0033044, GO:0031508, GO:0051301, GO:0001667, GO:0032467, GO:0034508","Alternative splicing,  Kinetochore, Cytoplasm,  Methylation,  Phosphoprotein,  Cell cycle,  Cell division,  Cytoskeleton, Nucleus,  Centromere,  Zinc,  Reference proteome,  Chromosome,  Mitosis,  Metal-binding"
Q9Z1R4,CF047_MOUSE,Uncharacterized protein C6orf47 homolog,Mus musculus (Mouse),,,,,,,"Phosphoprotein,  Reference proteome"
Q3UJP5,CH037_MOUSE,Protein C8orf37 homolog,Mus musculus (Mouse),"cytosol ISO, plasma membrane ISO, cytoplasm IDA, ciliary base ISO, cell junction ISO, photoreceptor inner segment IDA","GO:0005829, GO:0097546, GO:0001917, GO:0030054, GO:0005737, GO:0005886",,,photoreceptor cell morphogenesis IMP,GO:0008594,"Cytoplasm,  Reference proteome"
Q99LU0,CH1B1_MOUSE,Charged multivesicular body protein 1b-1,Mus musculus (Mouse),"multivesicular body IBA, membrane coat ISO, nucleoplasm ISO, late endosome membrane IEA, endosome membrane ISO, midbody ISO, ESCRT III complex ISO, cytosol IEA","GO:0005771, GO:0030496, GO:0010008, GO:0000815, GO:0005829, GO:0031902, GO:0005654, GO:0030117","identical protein binding ISO, protein domain specific binding ISO","GO:0042802, GO:0019904","midbody abscission ISO, regulation of centrosome duplication ISO, nucleus organization ISO, late endosome to vacuole transport IBA, mitotic metaphase plate congression ISO, establishment of protein localization ISO, cell division ISO, regulation of mitotic spindle assembly ISO, protein transport IBA, endosome transport via multivesicular body sorting pathway IBA, viral budding via host ESCRT complex ISO","GO:0015031, GO:0045184, GO:0051301, GO:0061952, GO:0032509, GO:0006997, GO:1901673, GO:0039702, GO:0007080, GO:0045324, GO:0010824","Reference proteome,  Cytoplasm,  Protein transport,  Endosome,  Transport,  Coiled coil,  Cell division,  Membrane, Direct protein sequencing, Cell cycle"
Q9WUD1,CHIP_MOUSE,STIP1 homology and U box-containing protein 1 {ECO:0000305},Mus musculus (Mouse),"nuclear inclusion body ISO, cytosol ISO, Z disc IDA, ubiquitin conjugating enzyme complex TAS, ubiquitin ligase complex ISS, chaperone complex ISO, nucleoplasm ISO, cytoplasm IDA, nucleus ISO, endoplasmic reticulum ISO","GO:0042405, GO:0031371, GO:0005783, GO:0005829, GO:0000151, GO:0005654, GO:0030018, GO:0005634, GO:0101031, GO:0005737","TPR domain binding ISS, Hsp70 protein binding ISS, SMAD binding ISS, chaperone binding ISO, ubiquitin-protein transferase activity ISS, Hsp90 protein binding ISS, enzyme binding ISO, heat shock protein binding ISO, protein-macromolecule adaptor activity TAS, misfolded protein binding ISO, protein homodimerization activity IDA, ubiquitin-ubiquitin ligase activity IDA, ubiquitin protein ligase binding IPI, kinase binding ISO, G protein-coupled receptor binding ISO, ubiquitin protein ligase activity IDA","GO:0019900, GO:0051787, GO:0019899, GO:0051879, GO:0030911, GO:0051087, GO:0046332, GO:0004842, GO:0034450, GO:0031072, GO:0030674, GO:0001664, GO:0031625, GO:0030544, GO:0042803, GO:0061630","positive regulation of protein ubiquitination IDA, positive regulation of chaperone-mediated protein complex assembly ISO, protein polyubiquitination IDA, regulation of glucocorticoid metabolic process ISS, positive regulation of proteolysis IBA, protein quality control for misfolded or incompletely synthesized proteins IMP, negative regulation of transforming growth factor beta receptor signaling pathway ISO, cellular response to heat ISO, protein ubiquitination ISO, positive regulation of ubiquitin-protein transferase activity IDA, endoplasmic reticulum unfolded protein response IDA, protein autoubiquitination ISS, DNA repair IEA, positive regulation of proteasomal ubiquitin-dependent protein catabolic process ISS, ubiquitin-dependent SMAD protein catabolic process ISS, protein maturation TAS, ubiquitin-dependent ERAD pathway ISO, regulation of protein stability ISO, cellular response to hypoxia ISO, cellular response to misfolded protein IMP, response to ischemia ISO, ubiquitin-dependent protein catabolic process IMP, negative regulation of protein binding IDA, protein folding TAS, chaperone-mediated autophagy ISO, protein K63-linked ubiquitination ISS, proteasome-mediated ubiquitin-dependent protein catabolic process IMP","GO:0051604, GO:0031647, GO:0032091, GO:0031398, GO:0071456, GO:0045862, GO:0002931, GO:0051865, GO:0034605, GO:0030579, GO:0006457, GO:0051443, GO:0016567, GO:0043161, GO:0032436, GO:0030968, GO:0006281, GO:0030512, GO:0071218, GO:0030433, GO:0006511, GO:0090035, GO:0000209, GO:0070534, GO:0006515, GO:0031943, GO:0061684"," Cytoplasm,  Nucleus,  Transferase,  Ubl conjugation pathway,  DNA repair, Phosphoprotein,  TPR repeat, 3D-structure,  Reference proteome,  Repeat,  Isopeptide bond,  DNA damage, Ubl conjugation"
Q9D1P4,CHRD1_MOUSE,Cysteine and histidine-rich domain-containing protein 1,Mus musculus (Mouse),,,"ADP binding IDA, Hsp90 protein binding ISO, zinc ion binding IDA, ATP binding IDA","GO:0008270, GO:0051879, GO:0005524, GO:0043531","regulation of cellular response to heat IDA, chaperone-mediated protein folding IDA, regulation of centrosome duplication IMP, centrosome duplication IBA, negative regulation of Rho-dependent protein serine/threonine kinase activity IDA","GO:1900034, GO:0051298, GO:2000299, GO:0010824, GO:0061077"," Phosphoprotein,  Chaperone, Repeat,  Zinc,  Reference proteome,  Stress response, Acetylation,  Metal-binding"
Q9DC54,CHTOP_MOUSE,Chromatin target of PRMT1 protein,Mus musculus (Mouse),"cytoplasmic ribonucleoprotein granule IEA, transcription export complex IEA, nuclear speck IEA, nucleolus IEA","GO:0005730, GO:0016607, GO:0000346, GO:0036464","RNA binding IEA, methyl-CpG binding ISS","GO:0008327, GO:0003723","positive regulation of helicase activity IEA, positive regulation of cell population proliferation ISS, mRNA export from nucleus IEA, positive regulation of histone methylation ISS","GO:0051096, GO:0031062, GO:0008284, GO:0006406"," Nucleus,  Methylation,  RNA-binding, Phosphoprotein, Transcription regulation,  Reference proteome,  Transcription,  Alternative splicing,  Isopeptide bond,  Ubl conjugation, Acetylation"
