Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
P34821,FT,Bone morphogenetic protein 8A,Mus musculus (Mouse),extracellular space IBA,GO:0005615,"BMP receptor binding IBA, cytokine activity IBA, growth factor activity IEA","GO:0008083, GO:0005125, GO:0070700","SMAD protein signal transduction IBA, spermatogenesis IMP, osteoblast differentiation IDA, diet induced thermogenesis ISO, positive regulation of pathway-restricted SMAD protein phosphorylation IBA, transforming growth factor beta receptor signaling pathway TAS, energy homeostasis ISO, BMP signaling pathway IBA, germ cell development IMP, cartilage development IEA, negative regulation of insulin secretion ISO","GO:0001649, GO:0007281, GO:0046676, GO:0010862, GO:0097009, GO:0007283, GO:0051216, GO:0007179, GO:0060395, GO:0030509, GO:0002024"," Growth factor, Differentiation,  Cytokine,  Signal, Alternative splicing,  Glycoprotein,  Osteogenesis,  Chondrogenesis, Reference proteome,  Disulfide bond,  Developmental protein,  Secreted"
P35831,PTN12_MOUSE,Tyrosine-protein phosphatase non-receptor type 12,Mus musculus (Mouse),"focal adhesion IEA, cytosol IDA, cytoplasm IBA, podosome IDA, nucleus IBA, cell projection IEA","GO:0005925, GO:0002102, GO:0005737, GO:0005634, GO:0005829, GO:0042995","non-membrane spanning protein tyrosine phosphatase activity IBA, protein tyrosine phosphatase activity ISO, phosphoprotein phosphatase activity IDA, SH3 domain binding ISO","GO:0017124, GO:0004726, GO:0004721, GO:0004725","cellular response to epidermal growth factor stimulus ISS, regulation of epidermal growth factor receptor signaling pathway ISS, tissue regeneration IEA, protein dephosphorylation IDA, peptidyl-tyrosine dephosphorylation ISS","GO:0071364, GO:0006470, GO:0042246, GO:0042058, GO:0035335","Phosphoprotein,  Cell projection, Acetylation,  Reference proteome,  Cytoplasm,  Protein phosphatase,  Cell junction,  Hydrolase"
P46467,VPS4B_MOUSE,Vacuolar protein sorting-associated protein 4B,Mus musculus (Mouse),"spindle pole ISO, cytosol IDA, endosome ISO, centrosome ISO, endosome membrane ISO, late endosome membrane IEA, nucleus ISO, Flemming body ISO, cytoplasm ISO","GO:0031902, GO:0005737, GO:0005813, GO:0005634, GO:0090543, GO:0000922, GO:0010008, GO:0005829, GO:0005768","identical protein binding ISO, ATPase activity ISO, microtubule-severing ATPase activity IBA, ATP binding IEA, protein-containing complex binding ISO, protein C-terminus binding ISO, protein homodimerization activity ISO","GO:0042802, GO:0005524, GO:0008568, GO:0008022, GO:0044877, GO:0042803, GO:0016887","negative regulation of exosomal secretion ISO, mitotic metaphase plate congression ISO, positive regulation of viral life cycle ISO, ESCRT III complex disassembly ISO, nucleus organization ISO, positive regulation of G2/M transition of mitotic cell cycle ISO, negative regulation of cell death ISO, positive regulation of centriole elongation ISO, response to lipid ISO, positive regulation of viral release from host cell ISO, cytoplasmic microtubule organization IBA, regulation of mitotic spindle assembly ISO, protein transport IEA, midbody abscission ISO, cholesterol transport IMP, multivesicular body assembly IMP, viral budding via host ESCRT complex ISO, positive regulation of exosomal secretion ISO, potassium ion transport IDA, regulation of centrosome duplication ISO, regulation of viral process ISO, ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway ISO, late endosomal microautophagy IMP, viral release from host cell ISO, protein depolymerization ISO, ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway ISO, endosome organization IMP, endosome to lysosome transport via multivesicular body sorting pathway ISO, positive regulation of viral process IMP, endosomal transport ISO","GO:0033993, GO:0015031, GO:1903902, GO:0060548, GO:0051261, GO:0036258, GO:0090611, GO:1904903, GO:0010971, GO:0007080, GO:0043162, GO:0039702, GO:0030301, GO:0061738, GO:0031122, GO:0016197, GO:1902188, GO:0007032, GO:0048524, GO:0019076, GO:0061952, GO:0032510, GO:1903724, GO:1903543, GO:1903542, GO:0006813, GO:0010824, GO:0050792, GO:1901673, GO:0006997","Protein transport,  Cell division,  Cell cycle, Endosome,  Nucleotide-binding,  Transport,  Reference proteome, 3D-structure,  ATP-binding,  Coiled coil,  Phosphoprotein,  Hydrolase,  Membrane"
P50296,ARY3_MOUSE,Arylamine N-acetyltransferase 3,Mus musculus (Mouse),"cytoplasm IEA, plasma membrane IDA","GO:0005886, GO:0005737","L-amino acid transmembrane transporter activity IDA, arylamine N-acetyltransferase activity IBA","GO:0004060, GO:0015179",L-amino acid transport IDA,GO:0015807,"Acyltransferase,  Reference proteome,  Cytoplasm,  Transferase"
P52332,JAK1_MOUSE,Tyrosine-protein kinase JAK1,Mus musculus (Mouse),"cytoplasm ISO, membrane IEA, nucleus ISO, endomembrane system IEA, cytosol TAS, cytoskeleton IEA","GO:0005737, GO:0016020, GO:0005856, GO:0005634, GO:0005829, GO:0012505","CCR5 chemokine receptor binding ISO, ATP binding IEA, growth hormone receptor binding IPI, ubiquitin protein ligase binding ISO, protein phosphatase binding ISO, protein tyrosine kinase activity IDA, non-membrane spanning protein tyrosine kinase activity IEA, metal ion binding IEA","GO:0046872, GO:0004713, GO:0031730, GO:0005524, GO:0004715, GO:0019903, GO:0031625, GO:0005131","cytokine-mediated signaling pathway IDA, positive regulation of homotypic cell-cell adhesion ISO, cellular response to interleukin-3 IDA, enzyme linked receptor protein signaling pathway IDA, tyrosine phosphorylation of STAT protein IMP, positive regulation of receptor signaling pathway via STAT IMP, peptidyl-tyrosine phosphorylation IDA, protein localization to cell-cell junction ISO, response to antibiotic ISO, interleukin-2-mediated signaling pathway ISS, intracellular signal transduction IDA, positive regulation of sprouting angiogenesis ISO, cellular response to interleukin-7 IDA","GO:1903672, GO:0036016, GO:0007167, GO:0035556, GO:1904894, GO:0038110, GO:0098761, GO:0046677, GO:0150105, GO:0007260, GO:0018108, GO:0034112, GO:0019221","Membrane,  Magnesium, Tyrosine-protein kinase,  Ubl conjugation,  Transferase,  SH2 domain,  Kinase,  Nucleotide-binding, Reference proteome, Acetylation,  Repeat,  Direct protein sequencing,  ATP-binding,  Metal-binding,  Phosphoprotein"
P54731,FAF1_MOUSE,FAS-associated factor 1,Mus musculus (Mouse),"cytoplasm IDA, cytosol ISS, perinuclear region of cytoplasm ISS, nuclear envelope IDA, VCP-NPL4-UFD1 AAA ATPase complex ISO, nucleoplasm ISO, nucleus ISS","GO:0005635, GO:0005737, GO:0034098, GO:0005634, GO:0005654, GO:0005829, GO:0048471","ubiquitin binding ISO, protein kinase binding ISS, protein domain specific binding IPI, ubiquitin protein ligase binding ISO, NF-kappaB binding ISO, heat shock protein binding ISS","GO:0051059, GO:0019901, GO:0031072, GO:0043130, GO:0019904, GO:0031625","positive regulation of cell death ISO, positive regulation of extrinsic apoptotic signaling pathway via death domain receptors IDA, regulation of protein catabolic process ISS, cytoplasmic sequestering of NF-kappaB ISS, positive regulation of protein-containing complex assembly ISS, cell death ISS, positive regulation of DNA replication ISO, regulation of cell adhesion IMP, apoptotic process IEA, positive regulation of cellular protein catabolic process ISO","GO:0030155, GO:0006915, GO:0042176, GO:0010942, GO:0008219, GO:0031334, GO:0007253, GO:1903364, GO:0045740, GO:1902043"," Reference proteome, Apoptosis,  Phosphoprotein,  Nucleus"
P59325,IF5_MOUSE,Eukaryotic translation initiation factor 5,Mus musculus (Mouse),"cytosol ISO, plasma membrane ISO, cytoplasm ISO","GO:0005829, GO:0005886, GO:0005737","GDP-dissociation inhibitor activity IBA, eukaryotic initiation factor eIF2 binding ISO, translation initiation factor activity ISO, GTP binding IEA","GO:0005092, GO:0005525, GO:0003743, GO:0071074","formation of cytoplasmic translation initiation complex IBA, regulation of translational initiation ISO, formation of translation preinitiation complex ISO, activation of GTPase activity ISO","GO:0001732, GO:0006446, GO:0090630, GO:0001731"," Protein biosynthesis, GTP-binding, Phosphoprotein,  Nucleotide-binding,  Reference proteome,  Initiation factor,  Isopeptide bond,  Ubl conjugation"
P59509,FT,A disintegrin and metalloproteinase with thrombospondin motifs 19,Mus musculus (Mouse),extracellular matrix IBA,GO:0031012,"metal ion binding IEA, metalloendopeptidase activity IBA","GO:0046872, GO:0004222",extracellular matrix organization IBA,GO:0030198," Extracellular matrix,  Protease,  Signal, Cleavage on pair of basic residues, Reference proteome,  Zymogen,  Disulfide bond,  Metalloprotease, Glycoprotein,  Repeat,  Zinc,  Metal-binding,  Secreted,  Hydrolase"
P60764,FT,Ras-related C3 botulinum toxin substrate 3,Mus musculus (Mouse),"cell projection IBA, cell cortex IBA, lamellipodium IEA, intracellular membrane-bounded organelle IBA, plasma membrane IBA, cytoplasm IBA, neuron projection ISO, synapse IEA, vesicle IBA, cytosol ISO, cytoskeleton ISO, perinuclear region of cytoplasm ISS, cell periphery ISS, endomembrane system ISS, cytoplasmic vesicle IBA, neuronal cell body ISO, growth cone ISO, filamentous actin ISO","GO:0005938, GO:0071944, GO:0005737, GO:0031941, GO:0031982, GO:0005856, GO:0005886, GO:0043231, GO:0030426, GO:0045202, GO:0043025, GO:0005829, GO:0031410, GO:0012505, GO:0043005, GO:0042995, GO:0048471, GO:0030027","protein kinase binding IBA, calcium-dependent protein binding ISO, GTPase activity ISS, GTP binding IBA","GO:0005525, GO:0048306, GO:0003924, GO:0019901","regulation of cell morphogenesis IGI, cerebral cortex GABAergic interneuron development IGI, establishment or maintenance of cell polarity IBA, positive regulation of substrate adhesion-dependent cell spreading ISS, cell projection assembly ISS, synaptic transmission, GABAergic IGI, cortical cytoskeleton organization IBA, neuromuscular process IMP, regulation of neuron maturation IGI, neuron projection development IDA, homeostasis of number of cells within a tissue IGI, neuromuscular process controlling balance IMP, actin cytoskeleton organization ISS, regulation of cell shape IBA, regulation of actin cytoskeleton organization IBA, Wnt signaling pathway ISO, small GTPase mediated signal transduction IEA, positive regulation of cell adhesion mediated by integrin ISS, actin filament organization IBA","GO:0014041, GO:0008360, GO:0051932, GO:0007264, GO:0031175, GO:0050885, GO:1900026, GO:0048873, GO:0050905, GO:0032956, GO:0021894, GO:0030036, GO:0033630, GO:0007163, GO:0016055, GO:0007015, GO:0022604, GO:0030031, GO:0030865"," Cytoskeleton,  Methylation, Hydrolase, Cell membrane,  Lipoprotein,  Nucleotide-binding,  Cell projection, Prenylation,  Reference proteome,  Cytoplasm,  GTP-binding,  Membrane"
P60853,FT,Leucine zipper putative tumor suppressor 1,Mus musculus (Mouse),"cytoplasm IEA, synapse ISO, postsynaptic membrane ISO, cell body ISO, neuron projection ISO, postsynaptic density ISO, dendritic spine ISO, dendritic shaft ISO, apical plasma membrane ISO","GO:0016324, GO:0005737, GO:0043198, GO:0043005, GO:0045202, GO:0043197, GO:0014069, GO:0044297, GO:0045211",microtubule binding IEA,GO:0008017,"negative regulation of macroautophagy ISO, regulation of dendrite morphogenesis ISO, mitotic cell cycle phase transition IEA, regulation of synaptic plasticity ISO","GO:0044772, GO:0016242, GO:0048167, GO:0048814"," Membrane, Cytoplasm,  Lipoprotein,  Cell membrane,  Cell projection,  Reference proteome, Tumor suppressor,  Synapse, Cell cycle,  Myristate,  Cell junction,  Coiled coil"
P62751,RL23A_MOUSE,60S ribosomal protein L23a,Mus musculus (Mouse),"cytosolic large ribosomal subunit ISO, nucleus ISS","GO:0005634, GO:0022625","structural constituent of ribosome IBA, TORC2 complex binding IDA, large ribosomal subunit rRNA binding ISO","GO:0003735, GO:1904841, GO:0070180","ribosomal large subunit assembly IBA, translation IEA","GO:0000027, GO:0006412"," Methylation,  Ribonucleoprotein,  Ribosomal protein, Reference proteome, rRNA-binding, Acetylation,  Isopeptide bond,  Citrullination,  Ubl conjugation,  Phosphoprotein,  RNA-binding"
P83555,FT,Killer cell immunoglobulin-like receptor 3DL1,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane IEA","GO:0005886, GO:0016021",,,,,"Membrane,  Receptor, Cell membrane, Transmembrane helix,  Signal,  Transmembrane,  Glycoprotein,  Reference proteome,  Disulfide bond,  Repeat,  Immunoglobulin domain"
P97436,NKX31_MOUSE,Homeobox protein Nkx-3.1,Mus musculus (Mouse),"site of DNA damage ISO, cytosol ISO, nucleoplasm ISO, nucleus IDA","GO:0005829, GO:0005634, GO:0090734, GO:0005654","MADS box domain binding IDA, estrogen receptor binding ISS, DNA-binding transcription factor activity IDA, DNA binding IDA, protein self-association ISS, cysteine-type endopeptidase activator activity involved in apoptotic process ISO, estrogen receptor activity ISS, nuclear receptor activity ISS, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISS, DNA-binding transcription factor activity, RNA polymerase II-specific IBA, transcription factor binding IDA, histone deacetylase binding ISO, sequence-specific double-stranded DNA binding ISO, transcription regulatory region sequence-specific DNA binding ISS, sequence-specific DNA binding IDA","GO:0003700, GO:0030331, GO:1990837, GO:0008656, GO:0000981, GO:0030284, GO:0097162, GO:0000978, GO:0043621, GO:0008134, GO:0043565, GO:0000976, GO:0003677, GO:0004879, GO:0042826","response to testosterone IMP, positive regulation of DNA-binding transcription factor activity IMP, positive regulation of transcription by RNA polymerase II ISS, metanephros development IEP, positive regulation of mitotic cell cycle ISS, negative regulation of gene expression ISO, activation of cysteine-type endopeptidase activity involved in apoptotic process ISS, positive regulation of transcription, DNA-templated IDA, cell differentiation IBA, positive regulation of androgen secretion ISS, dorsal aorta development IEP, cellular response to tumor necrosis factor IEA, positive regulation of cysteine-type endopeptidase activity involved in apoptotic process ISS, protein kinase B signaling IMP, negative regulation of estrogen receptor binding ISS, androgen receptor signaling pathway ISS, negative regulation of epithelial cell proliferation IMP, positive regulation of protein phosphorylation ISS, positive regulation of cell death ISS, pharyngeal system development IEP, somitogenesis IEP, positive regulation of gene expression ISS, cellular response to hypoxia ISO, negative regulation of mitotic cell cycle ISO, negative regulation of transcription, DNA-templated IMP, positive regulation of cell division ISS, heart development IEP, positive regulation of phosphatidylinositol 3-kinase signaling ISS, cellular response to interleukin-1 IEA, epithelial cell proliferation involved in salivary gland morphogenesis IMP, positive regulation of apoptotic signaling pathway ISO, internal genitalia morphogenesis TAS, branching morphogenesis of an epithelial tube IMP, positive regulation of cell population proliferation ISS, positive regulation of intrinsic apoptotic signaling pathway ISS, regulation of protein localization ISO, salivary gland development IMP, negative regulation of insulin-like growth factor receptor signaling pathway IDA, mitotic cell cycle arrest ISO, positive regulation of response to DNA damage stimulus ISS, prostate gland development IEP, urogenital system development IEP, cellular response to drug IEA, negative regulation of cell population proliferation IGI, negative regulation of epithelial cell proliferation involved in prostate gland development IMP, male gonad development IEP, regulation of transcription by RNA polymerase II IBA, branching involved in prostate gland morphogenesis IMP, cellular response to steroid hormone stimulus ISS","GO:0007507, GO:0045931, GO:0014068, GO:0050680, GO:0071347, GO:0035260, GO:0071850, GO:0030521, GO:0045892, GO:2000836, GO:0043280, GO:0045944, GO:0001756, GO:0001655, GO:0051781, GO:0032880, GO:0001934, GO:0006919, GO:0048754, GO:0060037, GO:0006357, GO:0010628, GO:0045930, GO:0008285, GO:0035690, GO:2001244, GO:0071456, GO:2001022, GO:0051091, GO:0030850, GO:0030154, GO:0007431, GO:0071383, GO:0043491, GO:0060442, GO:0035907, GO:0071899, GO:0043569, GO:0060770, GO:0010942, GO:2001235, GO:0045893, GO:0033574, GO:0001656, GO:0060664, GO:0071356, GO:0008584, GO:0008284, GO:0010629"," DNA-binding,  Transcription,  Transcription regulation,  Nucleus, Repressor,  Tumor suppressor,  Homeobox,  Reference proteome, Developmental protein, Ubl conjugation"
P97470,PP4C_MOUSE,Serine/threonine-protein phosphatase 4 catalytic subunit,Mus musculus (Mouse),"cytoplasm IDA, protein phosphatase 4 complex IDA, plasma membrane ISO, microtubule organizing center IEA, cytosol ISO, nucleoplasm ISO, nucleus IDA","GO:0030289, GO:0005737, GO:0005634, GO:0005886, GO:0005815, GO:0005654, GO:0005829","protein-containing complex binding ISO, phosphatase activity ISO, lamin binding ISO, protein serine/threonine phosphatase activity IDA, metal ion binding IEA, NF-kappaB-inducing kinase activity NAS","GO:0046872, GO:0016791, GO:0044877, GO:0004722, GO:0005521, GO:0004704","dephosphorylation ISO, regulation of double-strand break repair via homologous recombination ISS","GO:0010569, GO:0016311"," Cytoskeleton,  Nucleus, Methylation,  Manganese, Acetylation,  Reference proteome,  Cytoplasm,  Protein phosphatase,  Metal-binding,  Hydrolase"
P97868,RBBP6_MOUSE,E3 ubiquitin-protein ligase RBBP6,Mus musculus (Mouse),"protein-containing complex ISO, cytoplasm IEA, chromosome IEA, nuclear speck ISO, nucleolus IEA, centrosome IEA","GO:0005737, GO:0016607, GO:0005730, GO:0005813, GO:0005694, GO:0032991","zinc ion binding IEA, protein kinase binding ISO, ubiquitin protein ligase activity ISS, ubiquitin-protein transferase activity ISS, nucleic acid binding IEA","GO:0019901, GO:0061630, GO:0008270, GO:0003676, GO:0004842","somite development IMP, mRNA processing IEA, DNA replication IEA, regulation of DNA replication ISS, embryonic organ development IGI, ubiquitin-dependent protein catabolic process IMP, multicellular organism growth IMP, in utero embryonic development IMP, cellular response to DNA damage stimulus ISS","GO:0048568, GO:0001701, GO:0061053, GO:0006397, GO:0006260, GO:0006511, GO:0006974, GO:0035264, GO:0006275"," Cytoskeleton,  Ubl conjugation,  Transferase,  Zinc-finger,  Nucleus, Phosphoprotein, Acetylation, DNA damage,  Cytoplasm,  Isopeptide bond,  Chromosome,  Reference proteome,  DNA replication,  Zinc,  Metal-binding,  Alternative splicing, Ubl conjugation pathway"
P97872,FMO5_MOUSE,Flavin-containing monooxygenase 5,Mus musculus (Mouse),"endoplasmic reticulum ISO, cytosol ISO, integral component of membrane IEA, endoplasmic reticulum membrane IEA","GO:0005829, GO:0005783, GO:0016021, GO:0005789","monooxygenase activity ISS, N,N-dimethylaniline monooxygenase activity ISO, NADP binding IEA, aldehyde oxidase activity ISS, flavin adenine dinucleotide binding IEA, NAD(P)H oxidase (H(2)O(2)-forming activity IEA","GO:0004031, GO:0016174, GO:0004497, GO:0004499, GO:0050661, GO:0050660","regulation of cholesterol metabolic process IMP, drug metabolic process ISS, oxidation-reduction process ISS, NADPH oxidation ISS","GO:0055114, GO:0017144, GO:0090181, GO:0070995","Transmembrane,  FAD,  NADP,  Methylation,  Oxidoreductase, Endoplasmic reticulum,  Transmembrane helix,  Flavoprotein,  Microsome, Monooxygenase,  Reference proteome,  Phosphoprotein,  Membrane"
P97931,UNG_MOUSE,Uracil-DNA glycosylase {ECO:0000255|HAMAP-Rule:MF_03166},Mus musculus (Mouse),"mitochondrion IDA, nucleoplasm ISO, nucleus IDA","GO:0005634, GO:0005739, GO:0005654","damaged DNA binding ISO, uracil DNA N-glycosylase activity IDA, ribosomal small subunit binding ISO","GO:0004844, GO:0043024, GO:0003684","base-excision repair ISO, somatic recombination of immunoglobulin gene segments IMP, base-excision repair, AP site formation via deaminated base removal ISO, isotype switching IGI, negative regulation of apoptotic process ISO, somatic hypermutation of immunoglobulin genes IMP, DNA repair TAS","GO:0006284, GO:0006281, GO:0016447, GO:0016446, GO:0045190, GO:0097510, GO:0043066"," DNA damage,  DNA repair, Mitochondrion,  Phosphoprotein,  Nucleus, Acetylation,  Reference proteome,  Alternative splicing,  Hydrolase"
Q03173,ENAH_MOUSE,Protein enabled homolog,Mus musculus (Mouse),"cell junction ISO, plasma membrane ISO, stress fiber IDA, synapse IEA, cytosol ISO, actin cytoskeleton TAS, lamellipodium IDA, filopodium IDA, focal adhesion IDA","GO:0005925, GO:0030175, GO:0030054, GO:0001725, GO:0015629, GO:0005886, GO:0005829, GO:0045202, GO:0030027","actin binding IEA, profilin binding IDA, WW domain binding ISO, SH3 domain binding IDA","GO:0050699, GO:0003779, GO:0005522, GO:0017124","axon guidance IMP, actin polymerization or depolymerization IDA, cellular response to leukemia inhibitory factor IEP, actin cytoskeleton organization IGI, actin polymerization-dependent cell motility IDA, actin filament organization IDA, neural tube closure IGI","GO:0007411, GO:0001843, GO:1990830, GO:0030036, GO:0070358, GO:0008154, GO:0007015","Cell projection,  Differentiation,  SH3-binding,  Cytoskeleton,  Actin-binding,  Phosphoprotein, Developmental protein, Reference proteome,  Cytoplasm,  Repeat, 3D-structure,  Synapse,  Coiled coil,  Neurogenesis,  Cell junction,  Alternative splicing"
Q0V8T8,FT,Contactin-associated protein like 5-2,Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,,,cell adhesion IEA,GO:0007155," Cell adhesion,  EGF-like domain, Transmembrane helix,  Signal,  Transmembrane, Alternative splicing,  Reference proteome,  Disulfide bond,  Repeat, Glycoprotein,  Membrane"
Q0VBN2,DSEL_MOUSE,Dermatan-sulfate epimerase-like protein,Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,"chondroitin-glucuronate 5-epimerase activity IMP, sulfotransferase activity IEA","GO:0008146, GO:0047757","dermatan sulfate metabolic process IMP, chondroitin sulfate metabolic process IMP","GO:0030204, GO:0030205","Transmembrane,  Transmembrane helix,  Signal,  Reference proteome,  Isomerase, Glycoprotein,  Membrane"
Q3TZM9,ALG11_MOUSE,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Mus musculus (Mouse),"integral component of membrane IEA, endoplasmic reticulum membrane IBA","GO:0005789, GO:0016021",GDP-Man,GO:0004377,"protein N-linked glycosylation IBA, oligosaccharide-lipid intermediate biosynthetic process IBA","GO:0006490, GO:0006487"," Transferase,  Transmembrane helix,  Endoplasmic reticulum,  Transmembrane, Alternative splicing, Reference proteome,  Glycosyltransferase,  Membrane"
Q3UE31,K0930_MOUSE,Uncharacterized protein KIAA0930 homolog,Mus musculus (Mouse),,,,,,," Reference proteome, Phosphoprotein"
Q3UKU4,FA83F_MOUSE,Protein FAM83F,Mus musculus (Mouse),,,protein kinase binding IBA,GO:0019901,signal transduction IBA,GO:0007165," Reference proteome, Acetylation,  Phosphoprotein"
Q3URD3,SLMAP_MOUSE,Sarcolemmal membrane-associated protein,Mus musculus (Mouse),"extracellular space IEA, microtubule organizing center IEA, integral component of membrane IDA, M band IEA, Z disc IEA, sarcolemma IEA","GO:0031430, GO:0042383, GO:0005615, GO:0005815, GO:0016021, GO:0030018",,,"regulation of membrane depolarization during cardiac muscle cell action potential ISO, protein localization to plasma membrane ISO, regulation of sodium ion transmembrane transport ISO, regulation of voltage-gated sodium channel activity ISO, muscle contraction IEA","GO:0072659, GO:0006936, GO:1902305, GO:1900825, GO:1905150","Transmembrane,  Cytoskeleton,  Transmembrane helix,  Cell membrane, Alternative splicing, Direct protein sequencing,  Reference proteome,  Cytoplasm,  Coiled coil,  Phosphoprotein,  Membrane"
Q3URY6,ARMC2_MOUSE,Armadillo repeat-containing protein 2 {ECO:0000305},Mus musculus (Mouse),,,,,"sperm axoneme assembly IMP, cilium organization IBA","GO:0007288, GO:0044782"," Differentiation, Alternative splicing,  Reference proteome,  Repeat, Spermatogenesis"
Q3UTH8,ARHG9_MOUSE,Rho guanine nucleotide exchange factor 9,Mus musculus (Mouse),"plasma membrane IEA, GABA-ergic synapse ISO, glycinergic synapse ISO, postsynaptic density IDA, cytosol ISO, postsynaptic specialization ISO, cell cortex ISO","GO:0005938, GO:0098982, GO:0099572, GO:0098690, GO:0005886, GO:0005829, GO:0014069",guanyl-nucleotide exchange factor activity TAS,GO:0005085,"small GTPase mediated signal transduction TAS, receptor clustering ISO","GO:0043113, GO:0007264","Alternative splicing,  Synapse,  Reference proteome,  Cytoplasm, Guanine-nucleotide releasing factor,  Cell junction,  Phosphoprotein, SH3 domain"
Q3UW12,CNGA4_MOUSE,Cyclic nucleotide-gated cation channel alpha-4,Mus musculus (Mouse),"intracellular cyclic nucleotide activated cation channel complex ISO, perikaryon ISO, plasma membrane ISO","GO:0043204, GO:0017071, GO:0005886","intracellular cyclic nucleotide activated cation channel activity ISO, intracellular cAMP-activated cation channel activity ISO, ion channel activity TAS, protein-containing complex binding ISO, cAMP binding IEA, cGMP binding ISO, intracellular cGMP-activated cation channel activity ISO","GO:0030553, GO:0005221, GO:0030552, GO:0044877, GO:0005216, GO:0005222, GO:0005223","sensory perception of smell IMP, response to stimulus IEA","GO:0050896, GO:0007608"," Ligand-gated ion channel,  Membrane, Ion transport, Transmembrane helix,  cAMP,  Transmembrane,  Sensory transduction, Alternative splicing,  Ion channel,  Nucleotide-binding,  Transport,  Reference proteome, Olfaction,  Coiled coil,  cAMP-binding"
Q3UX10,TBAL3_MOUSE,Tubulin alpha chain-like 3,Mus musculus (Mouse),"cytoplasm IBA, microtubule IBA","GO:0005874, GO:0005737","structural constituent of cytoskeleton IBA, GTPase activity IEA, GTP binding IBA","GO:0005525, GO:0003924, GO:0005200","microtubule cytoskeleton organization IBA, mitotic cell cycle IBA, microtubule-based process IBA","GO:0000226, GO:0007017, GO:0000278"," Cytoskeleton,  Microtubule, Cytoplasm,  Nucleotide-binding, Reference proteome,  GTP-binding"
Q3ZT31,SNX25_MOUSE,Sorting nexin-25,Mus musculus (Mouse),"endosome IDA, endosome membrane IEA, intracellular membrane-bounded organelle ISO","GO:0043231, GO:0005768, GO:0010008","phosphatidylinositol binding IEA, type I transforming growth factor beta receptor binding IPI","GO:0035091, GO:0034713","protein transport IEA, receptor catabolic process IDA, negative regulation of pathway-restricted SMAD protein phosphorylation ISO, negative regulation of transforming growth factor beta receptor signaling pathway IDA","GO:0032801, GO:0015031, GO:0030512, GO:0060394","Reference proteome,  Transport,  Endosome, Coiled coil,  Protein transport,  Phosphoprotein,  Membrane"
Q4U4S6,XIRP2_MOUSE,Xin actin-binding repeat-containing protein 2,Mus musculus (Mouse),"stress fiber IEA, focal adhesion IEA, Z disc IDA","GO:0001725, GO:0005925, GO:0030018","alpha-actinin binding IDA, actin filament binding ISO, metal ion binding IEA","GO:0051015, GO:0051393, GO:0046872","actin cytoskeleton organization IEA, cell-cell junction organization IMP, ventricular septum development IMP, cardiac muscle tissue morphogenesis IMP","GO:0030036, GO:0003281, GO:0055008, GO:0045216"," Metal-binding, Zinc,  Phosphoprotein, LIM domain,  Reference proteome,  Repeat, Actin-binding,  Coiled coil,  Cell junction,  Alternative splicing"
Q505D1,ANR28_MOUSE,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Mus musculus (Mouse),nucleoplasm IEA,GO:0005654,,,,," Nucleus,  Reference proteome,  Repeat, ANK repeat,  Phosphoprotein"
Q5BL07,PEX1_MOUSE,Peroxisome biogenesis factor 1,Mus musculus (Mouse),"peroxisomal membrane ISO, cytosol ISO, peroxisome IDA, cytoplasm ISO","GO:0005829, GO:0005778, GO:0005777, GO:0005737","lipid binding IEA, ATPase activity ISO, protein-containing complex binding ISO, protein C-terminus binding ISO, ATP binding ISO","GO:0005524, GO:0008022, GO:0044877, GO:0016887, GO:0008289","protein targeting to peroxisome ISO, peroxisome organization ISO, protein import into peroxisome matrix ISO, microtubule-based peroxisome localization ISO","GO:0016558, GO:0006625, GO:0007031, GO:0060152","Membrane,  Peroxisome,  Peroxisome biogenesis,  Phosphoprotein,  Nucleotide-binding, Reference proteome,  Transport, Peroxisome biogenesis disorder,  Cytoplasm,  Repeat, 3D-structure,  ATP-binding,  Protein transport,  Alternative splicing,  Lipid-binding"
Q5DTZ6,RN150_MOUSE,RING finger protein 150,Mus musculus (Mouse),"integral component of membrane IEA, cytoplasm IBA","GO:0016021, GO:0005737","ubiquitin protein ligase activity IBA, metal ion binding IEA","GO:0046872, GO:0061630",ubiquitin-dependent protein catabolic process IBA,GO:0006511," Transmembrane helix,  Signal,  Transmembrane, Alternative splicing,  Glycoprotein, Reference proteome, Zinc-finger,  Zinc,  Metal-binding,  Membrane"
