,Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords,Biological Process Label,Molecular Function Label,Cellular Component Label
39,P34986,FT,Olfactory receptor 6,Mus musculus (Mouse),"integral component of membrane ISA, plasma membrane IEA","GO:0016021, GO:0005886","G protein-coupled receptor activity IEA, olfactory receptor activity ISA","GO:0004984, GO:0004930","sensory perception of smell ISA, G protein-coupled receptor signaling pathway ISA","GO:0007608, GO:0007186"," Receptor, Transducer,  Sensory transduction, Cell membrane,  Transmembrane helix,  Reference proteome, Membrane,  G-protein coupled receptor,  Olfaction,  Glycoprotein,  Transmembrane,  Disulfide bond","GO:0009987, GO:0065007, GO:0032501",GO:0060089,"GO:0016020, GO:0031224"
40,P35412,FT,G-protein coupled receptor 12,Mus musculus (Mouse),"cytoplasm IBA, integral component of membrane IEA, plasma membrane IBA","GO:0016021, GO:0005737, GO:0005886","G protein-coupled receptor activity IBA, phosphatidylcholine binding IDA","GO:0031210, GO:0004930","adenylate cyclase-activating G protein-coupled receptor signaling pathway IBA, G protein-coupled receptor signaling pathway IDA, cellular calcium ion homeostasis IDA, regulation of metabolic process IBA","GO:0019222, GO:0007189, GO:0007186, GO:0006874"," Receptor, Transducer,  Palmitate, Cell membrane,  Transmembrane helix,  Phosphoprotein,  Reference proteome, Membrane,  Lipoprotein,  G-protein coupled receptor,  Glycoprotein,  Transmembrane","GO:0009987, GO:0065007","GO:0005488, GO:0060089","GO:0016020, GO:0031224"
41,P39428,TRAF1_MOUSE,TNF receptor-associated factor 1,Mus musculus (Mouse),"cytoplasmic side of plasma membrane IBA, cytoplasm IEA","GO:0005737, GO:0009898","ubiquitin protein ligase binding ISO, thioesterase binding ISO, identical protein binding ISO, zinc ion binding IEA, tumor necrosis factor receptor binding ISO","GO:0031996, GO:0008270, GO:0042802, GO:0005164, GO:0031625","tumor necrosis factor-mediated signaling pathway IBA, positive regulation of NF-kappaB transcription factor activity ISO, regulation of extrinsic apoptotic signaling pathway ISO, protein K63-linked ubiquitination IBA, apoptotic process IEA, regulation of I-kappaB kinase/NF-kappaB signaling IBA, positive regulation of JNK cascade IBA","GO:0043122, GO:0051092, GO:0070534, GO:0006915, GO:0046330, GO:2001236, GO:0033209"," Cytoplasm, Isopeptide bond,  Coiled coil,  Phosphoprotein,  Reference proteome, Apoptosis,  Ubl conjugation,  Direct protein sequencing","GO:0009987, GO:0065007, GO:0008152",GO:0005488,GO:0098552
42,P41245,FT,Matrix metalloproteinase-9,Mus musculus (Mouse),"protein-containing complex ISO, collagen-containing extracellular matrix HDA, extracellular space ISS","GO:0032991, GO:0005615, GO:0062023","serine-type endopeptidase activity ISO, fibronectin binding ISO, metallopeptidase activity IDA, metalloendopeptidase activity IDA, identical protein binding ISO, protein-containing complex binding ISO, endopeptidase activity ISO, peptidase activity IDA, zinc ion binding IEA","GO:0001968, GO:0004252, GO:0008270, GO:0004222, GO:0042802, GO:0044877, GO:0004175, GO:0008233, GO:0008237","skeletal system development IMP, negative regulation of apoptotic process ISO, negative regulation of epithelial cell differentiation involved in kidney development IDA, response to amyloid-beta IDA, positive regulation of release of cytochrome c from mitochondria ISO, negative regulation of intrinsic apoptotic signaling pathway ISO, positive regulation of cell migration ISO, positive regulation of apoptotic process IMP, aging ISO, positive regulation of receptor binding ISO, response to oxidative stress ISO, cellular response to reactive oxygen species ISO, positive regulation of angiogenesis ISO, extracellular matrix organization IMP, collagen catabolic process IDA, endodermal cell differentiation IEA, positive regulation of protein phosphorylation ISO, tissue remodeling ISO, cellular response to cadmium ion ISO, heart development ISO, negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway ISO, positive regulation of vascular associated smooth muscle cell proliferation ISO, negative regulation of cation channel activity ISO, negative regulation of fibroblast proliferation ISO, transformation of host cell by virus ISO, positive regulation of keratinocyte migration ISO, positive regulation of leukocyte migration ISO, positive regulation of DNA binding ISO, positive regulation of synaptic plasticity ISO, cellular response to cell-matrix adhesion ISO, proteolysis ISS, cellular response to UV-A IEA, positive regulation of epidermal growth factor receptor signaling pathway ISO, response to drug ISO, embryo implantation IDA","GO:0051549, GO:0007568, GO:2000697, GO:0001934, GO:0071492, GO:0001501, GO:0031915, GO:0045766, GO:0035987, GO:0002687, GO:0071276, GO:0030198, GO:0030335, GO:0006979, GO:0045742, GO:1904707, GO:0090200, GO:0030574, GO:0048147, GO:0043065, GO:0048771, GO:1904645, GO:0043066, GO:0071460, GO:0007566, GO:0019087, GO:0042493, GO:1900122, GO:0034614, GO:2001243, GO:0043388, GO:0007507, GO:0006508, GO:2001258, GO:2001268"," Metalloprotease,  Repeat, Protease,  Zymogen, Glycoprotein,  Polymorphism,  Reference proteome,  Extracellular matrix,  Secreted,  Signal,  Zinc,  Collagen degradation,  Disulfide bond,  Metal-binding, Calcium,  Hydrolase","GO:0065007, GO:0009987, GO:0044419, GO:0032502, GO:0032501, GO:0022414, GO:0008152, GO:0050896","GO:0003824, GO:0005488",GO:0030312
43,P43345,TLX1_MOUSE,T-cell leukemia homeobox protein 1,Mus musculus (Mouse),nucleus IBA,GO:0005634,"DNA-binding transcription activator activity, RNA polymerase II-specific IBA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IBA","GO:0001228, GO:0000978","positive regulation of transcription by RNA polymerase II IDA, cell fate commitment IMP, animal organ formation IMP, spleen development IMP, lymph node development TAS, central nervous system development IMP, positive regulation of cell population proliferation IMP, animal organ development IBA, regulation of transcription by RNA polymerase II IBA, neuron differentiation IMP","GO:0045165, GO:0048535, GO:0048536, GO:0007417, GO:0006357, GO:0048645, GO:0048513, GO:0008284, GO:0045944, GO:0030182"," Homeobox,  DNA-binding, Reference proteome,  Developmental protein, Acetylation,  Nucleus","GO:0009987, GO:0065007, GO:0032502","GO:0005488, GO:0140110","GO:0043229, GO:0043227"
44,P50992,FT,Potassium-transporting ATPase subunit beta,Mus musculus (Mouse),"membrane ISO, sodium, plasma membrane ISO, endoplasmic reticulum ISO","GO:0016020, GO:0005783, GO:0005890, GO:0005886","ATPase activator activity IBA, potassium, drug binding IEA","GO:0008144, GO:0008900, GO:0001671","response to lipopolysaccharide IEA, cellular potassium ion homeostasis IBA, pH reduction ISO, cell adhesion IEA, establishment or maintenance of transmembrane electrochemical gradient IEA, response to organonitrogen compound IEA, sodium ion export across plasma membrane IBA, potassium ion import across plasma membrane IBA, protein glycosylation in endoplasmic reticulum ISO, cellular sodium ion homeostasis IBA, regulation of proton transport ISO","GO:0033577, GO:1990573, GO:0036376, GO:0045851, GO:0006883, GO:0010248, GO:0010243, GO:0032496, GO:0030007, GO:0007155, GO:0010155"," Transport,  Ion transport,  Cell membrane,  Potassium,  Membrane,  Reference proteome, Transmembrane helix, Cell adhesion, Hydrogen ion transport,  Glycoprotein,  Signal-anchor,  Transmembrane,  Disulfide bond, Potassium transport","GO:0051179, GO:0065007, GO:0022610, GO:0009987, GO:0008152, GO:0050896","GO:0005215, GO:0005488, GO:0098772","GO:1990351, GO:0098796, GO:0043227, GO:0043229, GO:0016020"
45,P51432,PLCB3_MOUSE,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 {ECO:0000305}",Mus musculus (Mouse),"protein-containing complex ISO, cytosol ISO, sarcolemma ISO, postsynaptic cytosol IDA, nucleoplasm ISO","GO:0099524, GO:0042383, GO:0005654, GO:0005829, GO:0032991","phosphatidylinositol phospholipase C activity ISS, calmodulin binding ISO, calcium ion binding IEA","GO:0004435, GO:0005509, GO:0005516","phosphatidylinositol metabolic process ISS, G protein-coupled receptor signaling pathway ISO, regulation of systemic arterial blood pressure ISO, phosphatidylinositol catabolic process ISO, phosphatidylinositol-mediated signaling ISO, inositol trisphosphate metabolic process ISO, post-Golgi vesicle-mediated transport ISO","GO:0048015, GO:0032957, GO:0046488, GO:0006892, GO:0007186, GO:0003073, GO:0031161"," Cytoplasm, Transducer,  Phosphoprotein,  Lipid degradation,  Calcium, Acetylation, Lipid metabolism,  Membrane,  Reference proteome,  Nucleus,  Hydrolase","GO:0051179, GO:0009987, GO:0065007, GO:0008152","GO:0003824, GO:0005488","GO:0016020, GO:0005829"
46,P51829,ADCY7_MOUSE,Adenylate cyclase type 7 {ECO:0000305},Mus musculus (Mouse),"membrane ISO, integral component of plasma membrane IBA, plasma membrane TAS, integral component of membrane ISO","GO:0016020, GO:0016021, GO:0005887, GO:0005886","metal ion binding IEA, ATP binding IEA, adenylate cyclase activity IDA","GO:0005524, GO:0004016, GO:0046872","maternal process involved in female pregnancy IEA, cellular response to ethanol ISS, cAMP biosynthetic process ISO, adenylate cyclase-activating G protein-coupled receptor signaling pathway ISO, activation of adenylate cyclase activity TAS, cellular response to lithium ion IDA, negative regulation of cytokine production involved in inflammatory response IMP, regulation of adaptive immune response IMP","GO:1900016, GO:0002819, GO:0006171, GO:0007190, GO:0071361, GO:0060135, GO:0007189, GO:0071285","ATP-binding,  Nucleotide-binding,  Repeat,  Transmembrane helix,  Manganese,  Lyase, Transmembrane,  Reference proteome, Membrane,  Magnesium,  Glycoprotein,  Metal-binding,  cAMP biosynthesis","GO:0065007, GO:0009987, GO:0022414, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0016020, GO:0031224"
47,P52787,FT,Cobalamin binding intrinsic factor {ECO:0000305},Mus musculus (Mouse),"extracellular space ISO, apical plasma membrane ISO, endosome ISO, microvillus ISO","GO:0016324, GO:0005768, GO:0005615, GO:0005902",cobalamin binding ISO,GO:0031419,"cobalamin metabolic process ISO, cobalt ion transport IEA, cobalamin transport ISO","GO:0006824, GO:0009235, GO:0015889"," Transport,  Ion transport, Cobalt,  Signal,  Reference proteome,  Secreted,  Glycoprotein, Phosphoprotein,  Disulfide bond,  Cobalt transport","GO:0051179, GO:0009987, GO:0008152",GO:0005488,"GO:0042995, GO:0043227, GO:0016020"
48,P52912,TIA1_MOUSE,Nucleolysin TIA-1,Mus musculus (Mouse),"cytoplasmic stress granule IDA, cytosol ISO, nucleus IDA, cytoplasm IDA, nuclear stress granule IDA, ribonucleoprotein complex ISO, nucleoplasm ISO","GO:1990904, GO:0005634, GO:0097165, GO:0005654, GO:0005737, GO:0005829, GO:0010494",mRNA 3'-UTR AU-rich region binding IDA,GO:0035925,"regulation of mRNA splicing, via spliceosome ISO, negative regulation of translation IMP, apoptotic process IEA, positive regulation of epithelial cell apoptotic process ISO, negative regulation of cytokine biosynthetic process IMP, protein localization to cytoplasmic stress granule ISO","GO:1904037, GO:0042036, GO:0017148, GO:1903608, GO:0006915, GO:0048024"," Cytoplasm,  Repeat, 3D-structure, Reference proteome,  RNA-binding,  Nucleus,  Apoptosis,  Acetylation","GO:0051179, GO:0009987, GO:0065007",GO:0005488,"GO:0099080, GO:0043229, GO:0043227, GO:0043228"
49,P54276,MSH6_MOUSE,DNA mismatch repair protein Msh6 {ECO:0000303|PubMed:9390556},Mus musculus (Mouse),"mismatch repair complex IBA, intracellular membrane-bounded organelle ISO, nucleus ISO, cytosol ISO, Golgi apparatus ISO, MutSalpha complex IDA, nuclear chromatin IDA, nucleoplasm ISO","GO:0043231, GO:0005794, GO:0032300, GO:0005634, GO:0000790, GO:0005654, GO:0005829, GO:0032301","ATP binding IEA, single thymine insertion binding IEA, four-way junction DNA binding IBA, enzyme binding ISO, magnesium ion binding IEA, DNA binding IMP, methylated histone binding ISS, ADP binding IEA, damaged DNA binding IMP, chromatin binding IDA, mismatched DNA binding ISS, MutLalpha complex binding IEA, oxidized purine DNA binding IEA, single guanine insertion binding IEA, guanine/thymine mispair binding IDA, DNA-dependent ATPase activity IBA","GO:0032405, GO:0032142, GO:0019899, GO:0032137, GO:0005524, GO:0003684, GO:0043531, GO:0032357, GO:0000400, GO:0008094, GO:0035064, GO:0003682, GO:0030983, GO:0003677, GO:0032143, GO:0000287","maintenance of DNA repeat elements IBA, negative regulation of DNA recombination IMP, meiotic mismatch repair IBA, somatic recombination of immunoglobulin gene segments IMP, DNA repair ISO, determination of adult lifespan IMP, positive regulation of helicase activity ISO, mismatch repair IMP, intrinsic apoptotic signaling pathway IMP, pyrimidine dimer repair IBA, somatic hypermutation of immunoglobulin genes IMP, response to UV IMP, intrinsic apoptotic signaling pathway in response to DNA damage IMP, isotype switching IMP, interstrand cross-link repair IBA","GO:0045190, GO:0016447, GO:0036297, GO:0006290, GO:0006281, GO:0006298, GO:0008630, GO:0045910, GO:0051096, GO:0016446, GO:0009411, GO:0043570, GO:0008340, GO:0097193, GO:0000710"," DNA damage,  DNA-binding,  Phosphoprotein, Acetylation,  DNA repair,  Reference proteome,  Nucleus, Nucleotide-binding,  Chromosome,  ATP-binding","GO:0002376, GO:0065007, GO:0009987, GO:0032501, GO:0022414, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:1990391, GO:0043229, GO:0043227, GO:0140513"
50,P54279,PMS2_MOUSE,Mismatch repair endonuclease PMS2 {ECO:0000250|UniProtKB:P54278},Mus musculus (Mouse),"MutLalpha complex IDA, mismatch repair complex IBA, plasma membrane ISO, nucleus ISO, cytoplasmic ribonucleoprotein granule ISO, cytosol ISO, nucleoplasm ISO","GO:0032300, GO:0005654, GO:0005886, GO:0032389, GO:0005829, GO:0036464, GO:0005634","ATP binding IEA, ATPase activity IBA, DNA binding ISO, single base insertion or deletion binding ISO, endonuclease activity IEA","GO:0032138, GO:0005524, GO:0004519, GO:0016887, GO:0003677","cellular response to DNA damage stimulus IMP, somatic recombination of immunoglobulin gene segments IMP, positive regulation of isotype switching to IgG isotypes IMP, mismatch repair IMP, somatic hypermutation of immunoglobulin genes IMP, DNA repair IMP, positive regulation of isotype switching to IgA isotypes IMP, meiotic cell cycle TAS","GO:0051321, GO:0016447, GO:0048298, GO:0006974, GO:0006281, GO:0006298, GO:0016446, GO:0048304"," Nuclease,  Tumor suppressor, Reference proteome,  Endonuclease, DNA damage,  DNA repair,  Nucleus,  Hydrolase","GO:0002376, GO:0065007, GO:0009987, GO:0022414, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0140513, GO:0016020, GO:1990391, GO:0043227, GO:0099080, GO:0043229, GO:0043228"
51,P55065,FT,Phospholipid transfer protein,Mus musculus (Mouse),"extracellular region ISS, extracellular space HDA, nucleus ISS, high-density lipoprotein particle ISO","GO:0034364, GO:0005576, GO:0005615, GO:0005634","cholesterol transfer activity IMP, cerebroside transfer activity ISO, phosphatidylethanolamine transfer activity IMP, diacylglycerol binding ISO, phosphatidylglycerol transfer activity ISO, ceramide binding ISO, phosphatidylethanolamine binding ISO, diacylglyceride transfer activity ISO, sphingomyelin transfer activity IMP, low-density lipoprotein particle binding ISS, phosphatidylcholine binding ISO, phosphatidic acid binding ISO, phosphatidylcholine transfer activity IMP, ceramide transfer activity IBA, phosphatidic acid transfer activity ISO, phospholipid transfer activity IDA, very-low-density lipoprotein particle binding ISS, phosphatidylglycerol binding ISO, high-density lipoprotein particle binding ISS, phosphatidylcholine transporter activity IBA, phosphatidylinositol transfer activity IMP","GO:1990050, GO:0008526, GO:0140340, GO:0031210, GO:0120014, GO:0120020, GO:1901611, GO:0008035, GO:0008429, GO:0008525, GO:0030169, GO:0120019, GO:0140337, GO:0140338, GO:0140339, GO:0097001, GO:1904121, GO:0019992, GO:0070300, GO:0120017, GO:0034189","glycolipid transport ISO, phospholipid transport ISO, lipid metabolic process IEA, flagellated sperm motility IMP, vitamin E biosynthetic process IMP, positive regulation of cholesterol efflux ISO, ceramide transport ISO, high-density lipoprotein particle remodeling ISS, lipid transport ISO","GO:0030317, GO:0034375, GO:0006629, GO:0015914, GO:0046836, GO:0010189, GO:0035627, GO:0010875, GO:0006869"," Transport, Secreted,  Signal,  Reference proteome,  Lipid transport,  Nucleus, Disulfide bond,  Glycoprotein","GO:0051179, GO:0065007, GO:0009987, GO:0032501, GO:0022414, GO:0008152, GO:0040011","GO:0005215, GO:0005488","GO:0043229, GO:0043227, GO:0032994"
52,P56593,CP2AC_MOUSE,Cytochrome P450 2A12,Mus musculus (Mouse),"cytoplasm IBA, endoplasmic reticulum membrane IEA, intracellular membrane-bounded organelle IBA","GO:0043231, GO:0005789, GO:0005737","iron ion binding IEA, steroid hydroxylase activity ISO, aromatase activity IEA, arachidonic acid epoxygenase activity IBA, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen IBA, heme binding IBA","GO:0016712, GO:0070330, GO:0005506, GO:0020037, GO:0008392, GO:0008395","exogenous drug catabolic process IBA, xenobiotic metabolic process IBA, epoxygenase P450 pathway IBA, coumarin metabolic process IBA, organic acid metabolic process IBA, oxidation-reduction process IBA","GO:0006805, GO:0055114, GO:0009804, GO:0019373, GO:0042738, GO:0006082"," Iron, Endoplasmic reticulum,  Microsome,  Membrane,  Reference proteome,  Heme,  Oxidoreductase,  Metal-binding, Monooxygenase","GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043229, GO:0043227, GO:0016020"
53,P56818,FT,Beta-secretase 1 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum IEA, synaptic vesicle ISO, cytoplasmic vesicle IDA, membrane raft IEA, Golgi apparatus ISS, trans-Golgi network IDA, axon IDA, late endosome ISS, integral component of plasma membrane ISO, neuronal cell body ISO, cytoplasmic vesicle membrane IEA, hippocampal mossy fiber to CA3 synapse IMP, recycling endosome IDA, plasma membrane IDA, early endosome IDA, multivesicular body ISO, lysosome ISS, cell surface IDA, dendrite ISO, endosome IDA, membrane IDA","GO:0008021, GO:0005768, GO:0005771, GO:0005769, GO:0031410, GO:0005886, GO:0009986, GO:0045121, GO:0005770, GO:0005887, GO:0043025, GO:0098686, GO:0005764, GO:0005802, GO:0055037, GO:0030424, GO:0005794, GO:0016020, GO:0030659, GO:0030425, GO:0005783","enzyme binding ISO, peptidase activity ISO, amyloid-beta binding ISO, endopeptidase activity IDA, aspartic-type endopeptidase activity IDA","GO:0001540, GO:0019899, GO:0004175, GO:0008233, GO:0004190","regulation of synaptic vesicle exocytosis IMP, cellular response to copper ion IEA, response to radiation IEA, cellular response to amyloid-beta IEA, modulation of chemical synaptic transmission IGI, proteolysis IDA, amyloid-beta metabolic process IDA, positive regulation of neuron apoptotic process ISO, memory TAS, cellular response to manganese ion IEA, detection of mechanical stimulus involved in sensory perception of pain ISO, prepulse inhibition ISO, response to lead ion IEA, membrane protein ectodomain proteolysis IMP, amyloid precursor protein catabolic process IGI, regulation of synaptic plasticity TAS","GO:0050966, GO:0071280, GO:1904646, GO:0006509, GO:0050804, GO:0042987, GO:0048167, GO:0009314, GO:0050435, GO:0060134, GO:0007613, GO:0010288, GO:0006508, GO:0043525, GO:2000300, GO:0071287","Cytoplasmic vesicle,  Endosome, Acetylation,  Reference proteome,  Cell projection,  Disulfide bond, Phosphoprotein,  Palmitate, Endoplasmic reticulum,  Membrane,  Golgi apparatus,  Signal,  Lipoprotein,  Glycoprotein,  Transmembrane,  Hydrolase,  Direct protein sequencing,  Cell membrane, Isopeptide bond,  Zymogen,  Aspartyl protease,  Protease, Transmembrane helix,  Ubl conjugation,  Lysosome","GO:0065007, GO:0009987, GO:0007610, GO:0032501, GO:0008152, GO:0050896","GO:0003824, GO:0005488","GO:0044297, GO:0043227, GO:0031984, GO:0030054, GO:0043229, GO:0042995, GO:0016020, GO:0031224"
54,P57784,RU2A_MOUSE,U2 small nuclear ribonucleoprotein A',Mus musculus (Mouse),"U2-type precatalytic spliceosome ISO, nuclear body ISO, spliceosomal complex ISO, U2-type catalytic step 2 spliceosome ISS, nuclear speck ISO, catalytic step 2 spliceosome ISO, U2 snRNP IBA, nucleus ISS, nucleoplasm ISO","GO:0071013, GO:0071007, GO:0005654, GO:0071005, GO:0005681, GO:0016607, GO:0005686, GO:0016604, GO:0005634",U2 snRNA binding IBA,GO:0030620,"mRNA splicing, via spliceosome ISS, spermatogenesis ISO","GO:0007283, GO:0000398","mRNA splicing, Ribonucleoprotein,  Repeat,  RNA-binding,  Phosphoprotein, Acetylation,  mRNA processing,  Reference proteome,  Leucine-rich repeat,  Nucleus,  Isopeptide bond,  Spliceosome,  Ubl conjugation","GO:0022414, GO:0009987, GO:0032502, GO:0008152",GO:0005488,"GO:0140513, GO:0016604, GO:1990904, GO:0043227, GO:1902494, GO:0043229, GO:0120114"
55,P59016,VP33B_MOUSE,Vacuolar protein sorting-associated protein 33B,Mus musculus (Mouse),"lysosomal membrane IEA, late endosome ISO, late endosome membrane IEA, platelet alpha granule ISO, early endosome membrane ISO, synaptic vesicle ISO, clathrin-coated vesicle ISO, Golgi apparatus ISO, lysosome ISO, perinuclear region of cytoplasm ISO, CORVET complex IBA, cytoplasm ISO, recycling endosome IEA","GO:0005764, GO:0005794, GO:0008021, GO:0031902, GO:0005765, GO:0030136, GO:0031091, GO:0055037, GO:0033263, GO:0031901, GO:0005737, GO:0048471, GO:0005770",protein-containing complex binding ISO,GO:0044877,"membrane fusion ISO, collagen fibril organization IMP, platelet alpha granule organization IMP, protein transport ISO, peptidyl-lysine hydroxylation IMP, vesicle docking involved in exocytosis IEA, collagen metabolic process IMP, endosome organization ISO, vesicle-mediated transport ISO, lysosome localization ISO, megakaryocyte development IMP, regulation of platelet aggregation IMP, intracellular protein transport IMP, melanosome localization ISO","GO:0070889, GO:0015031, GO:0032963, GO:0090330, GO:0006886, GO:0007032, GO:0030199, GO:0032418, GO:0032400, GO:0016192, GO:0035855, GO:0017185, GO:0006904, GO:0061025"," Transport,  Protein transport,  Endosome,  Membrane, Acetylation,  Reference proteome,  Cytoplasmic vesicle, Phosphoprotein,  Lysosome","GO:0051179, GO:0065007, GO:0009987, GO:0032502, GO:0008152",GO:0005488,"GO:0099023, GO:0043229, GO:0043227, GO:0016020"
56,P59110,SENP1_MOUSE,Sentrin-specific protease 1,Mus musculus (Mouse),"nucleus IBA, nuclear membrane ISO, focal adhesion ISO, cytoplasm IEA, nucleoplasm ISO","GO:0005925, GO:0005654, GO:0031965, GO:0005737, GO:0005634",SUMO-specific isopeptidase activity IMP,GO:0070140,"protein desumoylation IDA, positive regulation of transcription by RNA polymerase II ISO, apoptotic signaling pathway ISO, multicellular organism development IEA, negative regulation of proteasomal ubiquitin-dependent protein catabolic process IMP, regulation of definitive erythrocyte differentiation IMP, activation of cysteine-type endopeptidase activity involved in apoptotic process ISO","GO:0097190, GO:0032435, GO:0007275, GO:0016926, GO:0045944, GO:0010724, GO:0006919","Cytoplasm, Protease,  Phosphoprotein,  Developmental protein,  Reference proteome,  Thiol protease,  Nucleus,  Hydrolase,  Ubl conjugation pathway","GO:0065007, GO:0009987, GO:0032502, GO:0032501, GO:0008152",GO:0003824,"GO:0030054, GO:0043229, GO:0043227, GO:0016020"
57,P59158,S12A3_MOUSE,Solute carrier family 12 member 3,Mus musculus (Mouse),"extracellular exosome ISO, cytosol IDA, plasma membrane IDA, vesicle ISO, integral component of membrane IEA, apical plasma membrane IDA","GO:0070062, GO:0005886, GO:0031982, GO:0005829, GO:0016324, GO:0016021","sodium, potassium, enzyme binding ISO, sodium ion transmembrane transporter activity IDA","GO:0015379, GO:0019899, GO:0015081, GO:0008511, GO:0015378","sodium ion homeostasis IBA, potassium ion homeostasis IBA, cell volume homeostasis IBA, chloride ion homeostasis IBA, potassium ion import across plasma membrane IBA, sodium ion transport IMP, sodium ion transmembrane transport ISO, chloride transport ISO, chloride transmembrane transport IBA","GO:1990573, GO:0055064, GO:0006814, GO:0006821, GO:0055075, GO:0006884, GO:1902476, GO:0035725, GO:0055078"," Transport,  Ion transport,  Symport, Cell membrane,  Transmembrane helix,  Membrane, Transmembrane,  Chloride,  Reference proteome,  Sodium transport,  Sodium,  Glycoprotein, Phosphoprotein,  Ubl conjugation","GO:0051179, GO:0009987, GO:0065007","GO:0005215, GO:0005488","GO:0031224, GO:0043227, GO:0016020, GO:0043230"
58,P59997,KDM2A_MOUSE,Lysine-specific demethylase 2A,Mus musculus (Mouse),"nucleoplasm IEA, nuclear chromatin IDA","GO:0000790, GO:0005654","zinc ion binding ISS, histone demethylase activity (H3-K36 specific) ISO, unmethylated CpG binding IDA","GO:0051864, GO:0045322, GO:0008270","heart looping IMP, multicellular organism growth IMP, positive regulation of histone ubiquitination IMP, histone H3-K36 demethylation ISO, neuroepithelial cell differentiation IMP, positive regulation of gene expression IMP, neural tube closure IMP, regulation of circadian rhythm ISS, negative regulation of gene expression IMP, negative regulation of transcription by competitive promoter binding ISS, negative regulation of apoptotic process IMP, in utero embryonic development IMP, double-strand break repair via nonhomologous end joining ISO, circadian regulation of gene expression ISS, neuron differentiation IMP","GO:0032922, GO:0035264, GO:0033184, GO:0042752, GO:0006303, GO:0060563, GO:0001947, GO:0001701, GO:0010628, GO:0010944, GO:0043066, GO:0070544, GO:0001843, GO:0030182, GO:0010629"," DNA-binding,  Reference proteome,  Oxidoreductase,  Nucleus, Phosphoprotein, Chromatin regulator,  Iron, Zinc-finger, Leucine-rich repeat,  Metal-binding,  Alternative splicing,  Ubl conjugation pathway,  Biological rhythms,  Zinc,  Transcription,  Isopeptide bond,  Dioxygenase,  Repeat, 3D-structure,  Repressor,  Ubl conjugation, Transcription regulation","GO:0048511, GO:0065007, GO:0040007, GO:0009987, GO:0032502, GO:0032501, GO:0008152, GO:0050896","GO:0003824, GO:0005488",
59,P61290,PSME3_MOUSE,Proteasome activator complex subunit 3,Mus musculus (Mouse),"cytoplasm IBA, proteasome activator complex IEA, cytosol ISO, nucleoplasm ISO","GO:0005737, GO:0005654, GO:0008537, GO:0005829","identical protein binding ISO, endopeptidase activator activity ISO, MDM2/MDM4 family protein binding ISS, p53 binding ISS","GO:0061133, GO:0097371, GO:0002039, GO:0042802","positive regulation of endopeptidase activity IBA, negative regulation of extrinsic apoptotic signaling pathway ISS, regulation of G1/S transition of mitotic cell cycle IBA, apoptotic process IEA, regulation of proteasomal protein catabolic process ISO, cell cycle IEA","GO:2001237, GO:0010950, GO:0061136, GO:2000045, GO:0007049, GO:0006915"," Cytoplasm, Proteasome,  Phosphoprotein, Acetylation,  Reference proteome,  Nucleus,  Apoptosis,  Cell cycle","GO:0009987, GO:0065007","GO:0005488, GO:0098772",
60,P62309,RUXG_MOUSE,Small nuclear ribonucleoprotein G,Mus musculus (Mouse),"U5 snRNP IBA, P granule IBA, nucleoplasm IEA, U2-type precatalytic spliceosome ISS, cytosol ISS, SMN-Sm protein complex ISS, U2-type catalytic step 2 spliceosome ISS, catalytic step 2 spliceosome IBA, U4/U6 x U5 tri-snRNP complex ISS, U12-type spliceosomal complex IBA, U4 snRNP ISS, ribonucleoprotein complex IBA, U1 snRNP ISS, methylosome ISS, U7 snRNP ISS, precatalytic spliceosome IBA, U2 snRNP IBA, spliceosomal tri-snRNP complex IBA, nucleus ISS, U2-type prespliceosome IBA","GO:1990904, GO:0071013, GO:0097526, GO:0046540, GO:0071004, GO:0071007, GO:0005685, GO:0005689, GO:0005654, GO:0005683, GO:0043186, GO:0071005, GO:0005682, GO:0034709, GO:0005829, GO:0071011, GO:0005687, GO:0005686, GO:0034719, GO:0005634","U1 snRNP binding ISO, RNA binding IEA","GO:1990446, GO:0003723","mRNA splicing, via spliceosome ISS, spliceosomal snRNP assembly ISS","GO:0000387, GO:0000398"," mRNA splicing, Cytoplasm,  Ribonucleoprotein,  RNA-binding,  mRNA processing,  Reference proteome, Nucleus,  Spliceosome,  Direct protein sequencing","GO:0009987, GO:0008152",GO:0005488,"GO:0140513, GO:1990904, GO:0043227, GO:1902494, GO:0099080, GO:0043229, GO:0120114, GO:0043228"
